ostta04g05500	unnamed	product																																																												
ostta04g05510	Ankyrin	repeat																																																												
ostta04g05530	unnamed	product																																																												
ostta04g05540	Nicotinamide	N-methyltransferase-like																																																												
ostta04g05550	unnamed	product																																																												
ostta04g05560	unnamed	product																																																												
ostta04g05570	Galectin,	carbohydrate	recognition	domain																																																										
ostta04g05580	unnamed	product																																																												
ostta04g05590	Transposase	IS605,	OrfB,	C-terminal																																																										
ostta04g05600	Helicase,	C-terminal																																																												
ostta05g00010	NLI	interacting	factor																																																											
ostta05g00020	Lipase,	GDSL																																																												
ostta05g00030	unnamed	product																																																												
ostta05g00040	FAD-dependent	pyridine	nucleotide-disulphide	oxidoreductase																																																										
ostta05g00050	tRNA	guanine-N-7	methyltransferase																																																											
ostta05g00060	Serine	hydrolase	FSH																																																											
ostta05g00070	Zinc	finger,	RING/FYVE/PHD-type																																																											
ostta05g00075	Zinc	finger,	RING/FYVE/PHD-type																																																											
ostta05g00080	Phox	homologous	domain																																																											
ostta05g00090	GTP	cyclohydrolase	I,	conserved	site																																																									
ostta05g00100	Cytochrome	b5-like	heme/steroid	binding	domain																																																									
ostta05g00110	Ribosomal	protein	L27e																																																											
ostta05g00120	unnamed	product																																																												
ostta05g00130	unnamed	product																																																												
ostta05g00140	unnamed	product																																																												
ostta05g00150	P-loop	containing	nucleoside	triphosphate	hydrolase																																																									
ostta05g00160	CST	complex	subunit	CTC1,	plant																																																									
ostta05g00170	NLI	interacting	factor																																																											
ostta05g00180	P-loop	containing	nucleoside	triphosphate	hydrolase																																																									
ostta05g00190	Galactose	oxidase,	beta-propeller																																																											
ostta05g00200	Immunoglobulin-like	fold																																																												
ostta05g00210	CRAL-TRIO	domain																																																												
ostta05g00220	Hydroxy	monocarboxylic	acid	anion	dehydrogenase,	HIBADH-type																																																								
ostta05g00225	hypothetical	protein																																																												
ostta05g00230	unnamed	product																																																												
ostta05g00240	PPPDE	putative	peptidase	domain																																																										
ostta05g00250	AMP-dependent	synthetase/ligase																																																												
ostta05g00260	unnamed	product																																																												
ostta05g00270	DNA	photolyase,	FAD-binding/Cryptochrome,	C-terminal																																																										
ostta05g00280	HSP40/DnaJ	peptide-binding																																																												
ostta05g00290	unnamed	product																																																												
ostta05g00300	Vesicle	transport	protein,	Got1/SFT2-like																																																										
ostta05g00310	Breast	cancer	type	1	susceptibility	protein	BRCA1																																																							
ostta05g00320	unnamed	product																																																												
ostta05g00330	DNA	polymerase	A																																																											
ostta05g00340	NADP-dependent	oxidoreductase	domain																																																											
ostta05g00350	Uncharacterised	protein	family,	ATP	binding																																																									
ostta05g00360	Methyltransferase	type	11																																																											
ostta05g00370	Triose-phosphate	transporter	domain																																																											
ostta05g00380	G-protein	beta	WD-40	repeat																																																										
ostta05g00390	ER	lumen	protein	retaining	receptor																																																									
ostta05g00400	Cytidine/deoxycytidylate	deaminase,	zinc-binding	domain																																																										
ostta05g00410	Cyclophilin-like	peptidyl-prolyl	cis-trans	isomerase	domain																																																									
ostta05g00420	Transcription	factor	IIIC,	subunit	5																																																									
ostta05g00430	Ribosomal	protein	L29																																																											
ostta05g00440	Carbon-nitrogen	hydrolase																																																												
ostta05g00450	G-protein	beta	WD-40	repeat																																																										
ostta05g00460	Domain	of	unknown	function	DUF3351																																																									
ostta05g00470	Ammonium	transporter	AmtB-like	domain																																																										
ostta05g00480	Inner	centromere	protein,	ARK-binding	domain																																																									
ostta05g00490	Aminoacyl-tRNA	synthetase,	class	1a,	anticodon-binding																																																									
ostta05g00500	Spo11/DNA	topoisomerase	VI,	subunit	A																																																									
ostta05g00510	Centromere	protein	X																																																											
ostta05g00520	Mss4-like																																																													
ostta05g00530	Short-chain	dehydrogenase/reductase	SDR																																																											
ostta05g00540	unnamed	product																																																												
ostta05g00550	Adenylate	kinase																																																												
ostta05g00560	Tetratricopeptide	repeat																																																												
ostta05g00570	Translocation	protein	Sec63																																																											
ostta05g00580	unnamed	product																																																												
ostta05g00590	unnamed	product																																																												
ostta05g00600	Helicase,	C-terminal																																																												
ostta05g00610	Sodium/calcium	exchanger	membrane	region																																																										
ostta05g00620	unnamed	product																																																												
ostta05g00630	FAD	dependent	oxidoreductase																																																											
ostta05g00640	Intron-binding	protein,	aquarius																																																											
ostta05g00650	unnamed	product																																																												
ostta05g00660	Zinc	finger,	CCCH-type																																																											
ostta05g00670	Arf	GTPase	activating	protein																																																										
ostta05g00680	CRAL/TRIO,	N-terminal	domain																																																											
ostta05g00690	H/ACA	ribonucleoprotein	complex,	subunit	Nop10																																																									
ostta05g00700	Complex	1	LYR	protein																																																										
ostta05g00710	Zinc	finger,	RING-CH-type																																																											
ostta05g00720	Ankyrin	repeat																																																												
ostta05g00730	unnamed	product																																																												
ostta05g00740	Transferase	1	rSAM/selenodomain-associated																																																											
ostta05g00750	SAC3/GANP/Nin1/mts3/eIF-3	p25																																																												
ostta05g00760	unnamed	product																																																												
ostta05g00770	unnamed	product																																																												
ostta05g00780	unnamed	product																																																												
ostta05g00790	unnamed	product																																																												
ostta05g00800	Photosystem	I	PsaG/PsaK	protein																																																										
ostta05g00810	Glycosyltransferase,	DXD	sugar-binding	motif																																																										
ostta05g00820	Parallel	beta-helix	repeat																																																											
ostta05g00830	unnamed	product																																																												
ostta05g00840	Pyridine	nucleotide-disulphide	oxidoreductase,	NAD-binding	domain																																																									
ostta05g00850	Multi	antimicrobial	extrusion	protein																																																										
ostta05g00860	Small	GTPase	superfamily,	ARF/SAR	type																																																									
ostta05g00870	Peptidyl-prolyl	cis-trans	isomerase,	FKBP-type,	domain																																																									
ostta05g00880	Carbohydrate	kinase	PfkB																																																											
ostta05g00890	Histidine	phosphatase	superfamily,	clade-1																																																										
ostta05g00900	Transmembrane	protein	TauE	like																																																										
ostta05g00910	Tetratricopeptide	repeat																																																												
ostta05g00920	Folate-sensitive	fragile	site	protein	Fra10Ac1																																																									
ostta05g00930	Fatty	acid	hydroxylase																																																											
ostta05g00940	Thioredoxin,	conserved	site																																																											
ostta05g00950	tRNA	guanine-N-7	methyltransferase																																																											
ostta05g00960	Mitochondrial	pyruvate	carrier																																																											
ostta05g00970	C-5	cytosine	methyltransferase																																																											
ostta05g00980	C-5	cytosine	methyltransferase																																																											
ostta05g00990	Chaperonin-like	RbcX																																																												
ostta05g01000	unnamed	product																																																												
ostta05g01010	Pentatricopeptide	repeat																																																												
ostta05g01020	unnamed	product																																																												
ostta05g01030	Magnesium	chelatase,	subunit	H,	N-terminal																																																									
ostta05g01040	unnamed	product																																																												
ostta05g01050	unnamed	product																																																												
ostta05g01055	Phosphoesterase	domain																																																												
ostta05g01060	Phosphoesterase	domain																																																												
ostta05g01070	Uroporphyrinogen	decarboxylase	URO-D																																																											
ostta05g01080	Ribosome	biogenesis	protein	BMS1/TSR1,	C-terminal																																																									
ostta05g01090	unnamed	product																																																												
ostta05g01100	unnamed	product																																																												
ostta05g01110	DNA-directed	RNA	polymerase	delta	subunit/Asxl																																																									
ostta05g01120	unnamed	product																																																												
ostta05g01130	Ribosomal	protein	L32p																																																											
ostta05g01140	Membrane	insertase	YidC/Oxa1,	C-terminal																																																										
ostta05g01150	Histone	methylation	DOT1																																																											
ostta05g01160	unnamed	product																																																												
ostta05g01170	Alcohol	dehydrogenase	superfamily,	zinc-type																																																										
ostta05g01180	NADP-dependent	oxidoreductase	domain																																																											
ostta05g01190	Thioredoxin,	conserved	site																																																											
ostta05g01200	Beta-propeller	repeat	TECPR																																																											
ostta05g01210	Prefoldin																																																													
ostta05g01220	G-protein	beta	WD-40	repeat																																																										
ostta05g01230	Porphobilinogen	deaminase,	C-terminal																																																											
ostta05g01240	GOLD																																																													
ostta05g01250	Single-stranded	nucleic	acid	binding	R3H																																																									
ostta05g01260	P-loop	containing	nucleoside	triphosphate	hydrolase																																																									
ostta05g01270	Transmembrane	protein	TauE	like																																																										
ostta05g01280	SANT/Myb	domain																																																												
ostta05g01290	Translocon-associated	protein	TRAP,	alpha	subunit																																																									
ostta05g01300	Aminotransferases,	class-I,	pyridoxal-phosphate-binding	site																																																										
ostta05g01310	DNA-binding	HORMA																																																												
ostta05g01320	Helicase,	C-terminal																																																												
ostta05g01330	Zinc	finger,	CCCH-type																																																											
ostta05g01340	unnamed	product																																																												
ostta05g01350	Dihydrodipicolinate	synthetase,	conserved	site																																																										
ostta05g01360	D-isomer	specific	2-hydroxyacid	dehydrogenase,	NAD-binding																																																									
ostta05g01370	Cold-shock	protein,	DNA-binding																																																											
ostta05g01380	Endonuclease	III-like,	iron-sulphur	cluster	loop	motif																																																								
ostta05g01390	unnamed	product																																																												
ostta05g01400	Phox	homologous	domain																																																											
ostta05g01410	Translation	elongation/initiation	factor/Ribosomal,	beta-barrel																																																										
ostta05g01420	Acyl-CoA	N-acyltransferase																																																												
ostta05g01430	Fructose-1,6-bisphosphatase	class	1/Sedoheputulose-1,7-bisphosphatase																																																											
ostta05g01440	RmlC-like	jelly	roll	fold																																																										
ostta05g01450	U3	small	nucleolar	ribonucleoprotein	complex,	subunit	Mpp10p																																																							
ostta05g01460	Ribosomal	protein	L29																																																											
ostta05g01470	HSP40/DnaJ	peptide-binding																																																												
ostta05g01480	Transcriptional	regulator	TACO1-like,	domain	2																																																									
ostta05g01490	RmlC-like	jelly	roll	fold																																																										
ostta05g01495	hypothetical	protein																																																												
ostta05g01500	unnamed	product																																																												
ostta05g01510	Chlorophyll	a/b	binding	protein	domain																																																									
ostta05g01520	Phosphorylated	CTD	interacting	factor	1	WW	domain																																																							
ostta05g01530	unnamed	product																																																												
ostta05g01540	Glutathione	peroxidase	B	n/a		Glutathione	peroxidase																																																							
ostta05g01550	FAD	dependent	oxidoreductase																																																											
ostta05g01560	Isopenicillin	N	synthase-like																																																											
ostta05g01570	Rab-GTPase-TBC	domain																																																												
ostta05g01580	unnamed	product																																																												
ostta05g01590	SNF2-related																																																													
ostta05g01600	PRONE	domain																																																												
ostta05g01610	unnamed	product																																																												
ostta05g01620	Major	facilitator	superfamily	domain,	general	substrate	transporter																																																							
ostta05g01630	Triose-phosphate	transporter	domain																																																											
ostta05g01640	Nucleotide-binding,	alpha-beta	plait																																																											
ostta05g01650	Serine/threonine-protein	kinase,	active	site																																																										
ostta05g01660	Nucleotide-binding,	alpha-beta	plait																																																											
ostta05g01670	Inorganic	phosphate	transporter	Pho88																																																										
ostta05g01680	P-loop	containing	nucleoside	triphosphate	hydrolase																																																									
ostta05g01690	HECT																																																													
ostta05g01700	unnamed	product																																																												
ostta05g01710	Asparagine	synthase,	glutamine-hydrolyzing																																																											
ostta05g01720	Domain	of	unknown	function	DUF2431																																																									
ostta05g01730	unnamed	product																																																												
ostta05g01740	HAD-superfamily	hydrolase,subfamily	IIIA																																																											
ostta05g01750	unnamed	product																																																												
ostta05g01760	Citrate	synthase	active	site																																																										
ostta05g01770	SANT/Myb	domain																																																												
ostta05g01780	Chlorophyll	A-B	binding	protein,	plant																																																									
ostta05g01790	unnamed	product																																																												
ostta05g01800	TspO/MBR-related	protein																																																												
ostta05g01810	Regulator	of	ribonuclease	activity	A																																																									
ostta05g01820	3-dehydroquinate	synthase	AroB																																																											
ostta05g01830	unnamed	product																																																												
ostta05g01840	Peptidase	S24/S26A/S26B/S26C																																																												
ostta05g01850	Ubiquitin-conjugating	enzyme,	active	site																																																										
ostta05g01860	Clp	protease	proteolytic	subunit	/Translocation-enhancing	protein	TepA																																																							
ostta05g01870	Leucine	aminopeptidase/peptidase	B																																																											
ostta05g01880	Regulator	of	chromosome	condensation,	RCC1																																																									
ostta05g01890	DNA/RNA-binding	protein	Alba-like																																																											
ostta05g01900	APOBEC/CMP	deaminase,	zinc-binding																																																											
ostta05g01910	GYF																																																													
ostta05g01920	Cyclophilin-like	peptidyl-prolyl	cis-trans	isomerase	domain																																																									
ostta05g01930	Serine	endopeptidase	DegP2																																																											
ostta05g01940	Paired	amphipathic	helix																																																											
ostta05g01950	unnamed	product																																																												
ostta05g01960	Small	GTPase	superfamily,	Ras	type																																																									
ostta05g01970	ATPase,	F1	complex,	OSCP/delta	subunit																																																									
ostta05g01980	Kelch-type	beta	propeller																																																											
ostta05g01990	Beta-lactamase-related																																																													
ostta05g02000	unnamed	product																																																												
ostta05g02010	unnamed	product																																																												
ostta05g02020	Serine/threonine-protein	kinase,	active	site																																																										
ostta05g02030	WD40/YVTN	repeat-like-containing	domain																																																											
ostta05g02050	unnamed	product																																																												
ostta05g02060	Quinoprotein	amine	dehydrogenase,	beta	chain-like																																																									
ostta05g02070	Protein	of	unknown	function	DUF3054																																																									
ostta05g02080	Fibronectin,	type	III																																																											
ostta05g02090	Patatin/Phospholipase	A2-related																																																												
ostta05g02100	WD40	repeat																																																												
ostta05g02110	Tetratricopeptide-like	helical																																																												
ostta05g02120	Helicase,	C-terminal																																																												
ostta05g02130	Inosine/uridine-preferring	nucleoside	hydrolase																																																											
ostta05g02140	Peptidase	S54,	rhomboid	domain																																																										
ostta05g02150	Protein	of	unknown	function	DUF2358																																																									
ostta05g02160	SWR1-complex	protein	4/DNA	methyltransferase	1-associated	protein	1																																																							
ostta05g02170	Inhibitor	of	growth	protein,	N-terminal																																																									
ostta05g02180	Thioredoxin,	conserved	site																																																											
ostta05g02190	Zinc	finger,	GATA-type																																																											
ostta05g02200	WD40/YVTN	repeat-like-containing	domain																																																											
ostta05g02210	unnamed	product																																																												
ostta05g02220	Serine/threonine-protein	kinase,	active	site																																																										
ostta05g02230	Mitochondrial	inner	membrane	translocase	subunit	Tim17/Tim22/Tim23/peroxisomal	protein	PMP24																																																						
ostta05g02235	N2227-like																																																													
ostta05g02240	N2227-like																																																													
ostta05g02250	Ankyrin	repeat																																																												
ostta05g02260	Alpha/beta	hydrolase	fold-1																																																											
ostta05g02270	WD40/YVTN	repeat-like-containing	domain																																																											
ostta05g02280	Small	GTPase	superfamily,	Rab	type																																																									
ostta05g02290	Drug/metabolite	transporter																																																												
ostta05g02300	Peptide	Chain	Release	Factor	eRF1/aRF1,	N-terminal																																																								
ostta05g02310	F-box	domain																																																												
ostta05g02320	Transmembrane	protein	18																																																											
ostta05g02330	MIF4-like,	type	01/02/03																																																											
ostta05g02340	Peptidyl-prolyl	cis-trans	isomerase,	PpiC-type																																																										
ostta05g02350	unnamed	product																																																												
ostta05g02360	DNA	photolyase,	class	2																																																										
ostta05g02370	P-loop	containing	nucleoside	triphosphate	hydrolase																																																									
ostta05g02380	RWP-RK	domain																																																												
ostta05g02390	ABC	transporter,	conserved	site																																																										
ostta05g02400	unnamed	product																																																												
ostta05g02410	Methyltransferase	type	11																																																											
ostta05g02418	Sugar	nucleotide	epimerase	YfcH,-like	putative	n/a		Sugar	nucleotide	epimerase	YfcH,-like	putative	n/a		Sugar	nucleotide	epimerase	YfcH,-like	putative	n/a		Sugar	nucleotide	epimerase	YfcH,-like	putative																																				
ostta05g02420	Serine/threonine-protein	kinase,	active	site																																																										
ostta05g02422	Ubiquitinyl	hydrolase,	UCH37	type	n/a		Ubiquitinyl	hydrolase,	UCH37	type																																																				
ostta05g02426	Prefoldin																																																													
ostta05g02430	Serine/threonine-protein	kinase,	active	site																																																										
ostta05g02440	unnamed	product																																																												
ostta05g02450	Thrombospondin,	type	1	repeat																																																										
ostta05g02460	Serine/threonine-protein	kinase,	active	site																																																										
ostta05g02470	Tetratricopeptide	repeat																																																												
ostta05g02480	P-loop	containing	nucleoside	triphosphate	hydrolase																																																									
ostta05g02490	unnamed	product																																																												
ostta05g02500	Nucleotide-binding,	alpha-beta	plait																																																											
ostta05g02510	Ubiquitin-conjugating	enzyme,	E2																																																											
ostta05g02520	Nucleotide-sugar	transporter																																																												
ostta05g02530	GPI	transamidase	component	PIG-T																																																										
ostta05g02540	Tetratricopeptide	repeat																																																												
ostta05g02550	Myristoyl-CoA:protein	N-myristoyltransferase,	C-terminal																																																											
ostta05g02560	Organic	solute	transporter	Ost-alpha																																																										
ostta05g02570	unnamed	product																																																												
ostta05g02580	Vesicle	tethering	protein	Uso1/P115-like	,	head	domain																																																							
ostta05g02590	unnamed	product																																																												
ostta05g02600	unnamed	product																																																												
ostta05g02610	Inositol	monophosphatase																																																												
ostta05g02620	Ubiquitin-conjugating	enzyme,	active	site																																																										
ostta05g02630	unnamed	product																																																												
ostta05g02640	P-loop	containing	nucleoside	triphosphate	hydrolase																																																									
ostta05g02650	Thioredoxin-like	fold																																																												
ostta05g02660	Twin-arginine	translocation	pathway,	signal	sequence																																																									
ostta05g02665	Peptidase	S1C																																																												
ostta05g02670	Peptidase	S1C																																																												
ostta05g02680	Armadillo-type	fold																																																												
ostta05g02690	Nucleotide-binding,	alpha-beta	plait																																																											
ostta05g02700	Autophagy-related	protein	9																																																											
ostta05g02710	Uncharacterised	protein	family	UPF0016																																																										
ostta05g02720	Amidinotransferase																																																													
ostta05g02730	Protein	of	unknown	function	DUF389																																																									
ostta05g02740	Threonine	dehydratase,	catabolic																																																											
ostta05g02750	Cell	division	protein	Cdc14																																																										
ostta05g02760	Nucleotide-binding,	alpha-beta	plait																																																											
ostta05g02770	unnamed	product																																																												
ostta05g02780	unnamed	product																																																												
ostta05g02790	PDZ-binding	protein,	CRIPT																																																											
ostta05g02800	Ubiquitin-associated/translation	elongation	factor	EF1B,	N-terminal,	eukaryote																																																								
ostta05g02810	unnamed	product																																																												
ostta05g02820	Oligosaccharyl	transferase,	STT3	subunit																																																										
ostta05g02830	EPS15	homology	EH																																																											
ostta05g02840	unnamed	product																																																												
ostta05g02845	hypothetical	protein																																																												
ostta05g02850	unnamed	product																																																												
ostta05g02860	HSP20-like	chaperone																																																												
ostta05g02870	S15/NS1,	RNA-binding																																																												
ostta05g02880	Protein	Iojap/ribosomal	silencing	factor	RsfS																																																									
ostta05g02890	Uncharacterised	domain	UPF0066,	YaeB-like	domain																																																									
ostta05g02900	Dihydrolipoyllysine-residue	acetyltransferase	component	of	pyruvate	dehydrogenase	complex																																																							
ostta05g02910	unnamed	product																																																												
ostta05g02920	Sad1/UNC-like,	C-terminal																																																												
ostta05g02930	RNA	helicase,	ATP-dependent,	DEAD-box,	conserved	site																																																								
ostta05g02940	DNA	topoisomerase	VI,	subunit	B,	transducer																																																								
ostta05g02950	Proteasome	B-type	subunit																																																											
ostta05g02960	unnamed	product																																																												
ostta05g02970	Kae1/YgjD	family																																																												
ostta05g02975	tRNA	transferase	Trm5/Tyw2																																																											
ostta05g02980	Monooxygenase,	FAD-binding																																																												
ostta05g02990	Biotin/lipoate	A/B	protein	ligase																																																										
ostta05g03000	Short-chain	dehydrogenase/reductase	SDR																																																											
ostta05g03010	Pheromone	shutdown,	TraB																																																											
ostta05g03020	Glycoside	hydrolase,	superfamily																																																											
ostta05g03030	unnamed	product																																																												
ostta05g03040	Protein	phosphatase	2C																																																											
ostta05g03050	Tetratricopeptide-like	helical																																																												
ostta05g03060	Dienelactone	hydrolase																																																												
ostta05g03070	Phytanoyl-CoA	dioxygenase																																																												
ostta05g03080	Phytanoyl-CoA	dioxygenase																																																												
ostta05g03090	SET	domain																																																												
ostta05g03100	unnamed	product																																																												
ostta05g03110	Zinc	finger,	HIT-type																																																											
ostta05g03120	High	mobility	group	box	domain																																																									
ostta05g03130	Tryptophan	synthase	beta	subunit-like	PLP-dependent	enzymes	superfamily																																																							
ostta05g03140	unnamed	product																																																												
ostta05g03150	unnamed	product																																																												
ostta05g03160	Drug/metabolite	transporter																																																												
ostta05g03170	Endoribonuclease	L-PSP/chorismate	mutase-like																																																											
ostta05g03180	Serine/threonine-protein	kinase,	active	site																																																										
ostta05g03190	Rieske	[2Fe-2S]	iron-sulphur	domain																																																										
ostta05g03200	Forkhead-associated	FHA	domain																																																											
ostta05g03210	Helicase,	C-terminal																																																												
ostta05g03220	Maf1	regulator																																																												
ostta05g03230	unnamed	product																																																												
ostta05g03240	unnamed	product																																																												
ostta05g03250	JmjC	domain																																																												
ostta05g03260	Restriction	endonuclease		type	II-like																																																									
ostta05g03270	Metalloenzyme,	LuxS/M16	peptidase-like																																																											
ostta05g03280	CBS	domain																																																												
ostta05g03290	HCaRG																																																													
ostta05g03300	Cofactor	of	BRCA1																																																											
ostta05g03310	unnamed	product																																																												
ostta05g03320	G-protein	beta	WD-40	repeat																																																										
ostta05g03330	Telomeric	single	stranded	DNA	binding	POT1/Cdc13																																																								
ostta05g03340	Mitochondrial	glycoprotein																																																												
ostta05g03350	Rossmann-like	alpha/beta/alpha	sandwich	fold																																																										
ostta05g03360	Protein	of	unknown	function	DUF1421																																																									
ostta05g03370	Major	facilitator	superfamily	domain,	general	substrate	transporter																																																							
ostta05g03380	unnamed	product																																																												
ostta05g03390	RmlC-like	jelly	roll	fold																																																										
ostta05g03400	Oxoglutarate/iron-dependent	dioxygenase																																																												
ostta05g03405	Ovarian	tumour,	otubain																																																											
ostta05g03410	Domain	of	unknown	function	DUF1726																																																									
ostta05g03420	Ribosomal	RNA	large	subunit	methyltransferase	E																																																								
ostta05g03430	AIG2-like																																																													
ostta05g03460	Cytochrome	b5-like	heme/steroid	binding	domain																																																									
ostta05g03470	P-loop	containing	nucleoside	triphosphate	hydrolase																																																									
ostta05g03480	Nucleotide-binding,	alpha-beta	plait																																																											
ostta05g03490	Immunoglobulin-like	fold																																																												
ostta05g03500	ABC-2	type	transporter																																																											
ostta05g03510	Armadillo-type	fold																																																												
ostta05g03520	Peptidyl-prolyl	cis-trans	isomerase,	PpiC-type,	conserved	site																																																								
ostta05g03530	Squalene/phytoene	synthase																																																												
ostta05g03540	Zinc	finger,	PHD-finger																																																											
ostta05g03550	Radical	SAM																																																												
ostta05g03560	Zinc	finger,	RanBP2-type																																																											
ostta05g03570	P-loop	containing	nucleoside	triphosphate	hydrolase																																																									
ostta05g03580	Histone-fold																																																													
ostta05g03590	Eukaryotic	initiation	factor	3	gamma	subunit																																																								
ostta05g03600	unnamed	product																																																												
ostta05g03610	GOSR2/Membrin/Bos1																																																													
ostta05g03620	Leucine-rich	repeat,	ribonuclease	inhibitor	subtype																																																									
ostta05g03630	Protein	of	unknown	function	DUF448																																																									
ostta05g03640	t-SNARE																																																													
ostta05g03650	Immunoglobulin-like	fold																																																												
ostta05g03660	Tetratricopeptide	repeat																																																												
ostta05g03670	BCP1	family																																																												
ostta05g03680	unnamed	product																																																												
ostta05g03690	unnamed	product																																																												
ostta05g03700	Helicase-associated																																																													
ostta05g03710	Protein	of	unknown	function	DUF3353																																																									
ostta05g03720	unnamed	product																																																												
ostta05g03730	Protein-tyrosine	phosphatase-like,	PTPLA																																																											
ostta05g03740	P-type	ATPase,	phosphorylation	site																																																										
ostta05g03750	Translation	elongation/initiation	factor/Ribosomal,	beta-barrel																																																										
ostta05g03760	Helicase,	C-terminal																																																												
ostta05g03770	Histone	core	n/a		Histone	core	n/a		Histone	core																																																				
ostta05g03780	SET	domain																																																												
ostta05g03790	Domain	of	unknown	function	DUF3635																																																									
ostta05g03800	Fibronectin,	type	III																																																											
ostta05g03810	Misato	Segment	II	tubulin-like	domain																																																									
ostta05g03820	Ribosomal	protein	L34																																																											
ostta05g03830	Chlorophyll	A-B	binding	protein,	plant																																																									
ostta05g03840	Transcription	Factor	IIF,	Rap30/Rap74,	interaction																																																									
ostta05g03850	Cytochrome	b5-like	heme/steroid	binding	domain																																																									
ostta05g03860	Uroporphyrin-III	C-methyltransferase																																																												
ostta05g03870	Ribosomal	protein	S9,	conserved	site																																																									
ostta05g03880	unnamed	product																																																												
ostta05g03890	Major	facilitator	superfamily	domain,	general	substrate	transporter																																																							
ostta05g03900	Homeobox	domain																																																												
ostta05g03910	Iron/zinc	purple	acid	phosphatase-like	C-terminal	domain																																																								
ostta05g03920	JmjC	domain																																																												
ostta05g03930	Adenylyl	cyclase	class-3/4/guanylyl	cyclase																																																										
ostta05g03940	WD40/YVTN	repeat-like-containing	domain																																																											
ostta05g03950	unnamed	product																																																												
ostta05g03960	Armadillo-type	fold																																																												
ostta05g03970	unnamed	product																																																												
ostta05g03980	Pentatricopeptide	repeat																																																												
ostta05g03990	unnamed	product																																																												
ostta05g04000	2Fe-2S	ferredoxin-type	domain																																																											
ostta05g04010	unnamed	product																																																												
ostta05g04020	Ribosomal	protein	L1,	2-layer	alpha/beta-sandwich																																																									
ostta05g04030	Pentatricopeptide	repeat																																																												
ostta05g04040	Forkhead-associated	FHA	domain																																																											
ostta05g04050	FAD-dependent	pyridine	nucleotide-disulphide	oxidoreductase																																																										
ostta05g04060	Parallel	beta-helix	repeat																																																											
ostta05g04070	Glucosamine-fructose-6-phosphate	aminotransferase,	isomerising																																																											
ostta05g04080	Helicase,	C-terminal																																																												
ostta05g04090	unnamed	product																																																												
ostta05g04100	Dedicator	of	cytokinesis																																																											
ostta05g04110	Helicase,	C-terminal																																																												
ostta05g04120	Acyl	transferase/acyl	hydrolase/lysophospholipase																																																											
ostta05g04130	Ribose	5-phosphate	isomerase,	type	A																																																									
ostta05g04140	Bicarbonate	transporter,	eukaryotic																																																											
ostta05g04150	unnamed	product																																																												
