#Name,Accession,Start,Stop,Locus tag,Protein Name
"Un","BLLF01000067.1",84493,86778,"HaLaN_01721","uncharacterized protein HaLaN_01721"
"Un","BLLF01000067.1",87785,88466,"HaLaN_01722","hypothetical protein HaLaN_01722"
"Un","BLLF01000067.1",91558,93194,"HaLaN_01723","SCP domain-containing protein"
"Un","BLLF01000067.1",93987,97391,"HaLaN_01724","uncharacterized protein HaLaN_01724"
"Un","BLLF01000067.1",99313,100359,"HaLaN_01725","hypothetical protein HaLaN_01725"
"Un","BLLF01000067.1",102385,105790,"HaLaN_01726","uncharacterized protein HaLaN_01726"
"Un","BLLF01000068.1",94,132,"HaLaN_01727","hypothetical protein HaLaN_01727, partial"
"Un","BLLF01000068.1",16960,17963,"HaLaN_01730","hypothetical protein HaLaN_01730"
"Un","BLLF01000068.1",24002,24752,"HaLaN_01731","hypothetical protein HaLaN_01731"
"Un","BLLF01000068.1",25527,27130,"HaLaN_01732","uncharacterized protein HaLaN_01732, partial"
"Un","BLLF01000068.1",33534,35995,"HaLaN_01733","hypothetical protein HaLaN_01733"
"Un","BLLF01000068.1",36112,37682,"HaLaN_01734","RRM domain-containing protein"
"Un","BLLF01000068.1",37790,40672,"HaLaN_01735","hypothetical protein HaLaN_01735"
"Un","BLLF01000068.1",47350,47686,"HaLaN_01737","hypothetical protein HaLaN_01737, partial"
"Un","BLLF01000068.1",51488,52152,"HaLaN_01738","hypothetical protein HaLaN_01738, partial"
"Un","BLLF01000068.1",56780,57982,"HaLaN_01740","F-box domain-containing protein, partial"
"Un","BLLF01000068.1",59613,61121,"HaLaN_01741","F-box domain-containing protein, partial"
"Un","BLLF01000068.1",69016,70882,"HaLaN_01743","uncharacterized protein HaLaN_01743"
"Un","BLLF01000068.1",74996,76572,"HaLaN_01744","dolichol-phosphate mannosyltransferase subunit 1"
"Un","BLLF01000068.1",77457,78115,"HaLaN_01745","hypothetical protein HaLaN_01745"
"Un","BLLF01000068.1",91975,100298,"HaLaN_01746","2-(3-amino-3-carboxypropyl)histidine synthase subunit 1, partial"
"Un","BLLF01000068.1",111570,112144,"HaLaN_01749","hypothetical protein HaLaN_01749, partial"
"Un","BLLF01000069.1",2047,4978,"HaLaN_01751","ATP-grasp domain-containing protein"
"Un","BLLF01000069.1",6571,7210,"HaLaN_01752","hypothetical protein HaLaN_01752"
"Un","BLLF01000069.1",16211,18332,"HaLaN_01753","uncharacterized protein HaLaN_01753, partial"
"Un","BLLF01000069.1",20775,21564,"HaLaN_01754","uncharacterized protein HaLaN_01754"
"Un","BLLF01000069.1",31641,32463,"HaLaN_01755","uncharacterized protein HaLaN_01755"
"Un","BLLF01000069.1",41039,42108,"HaLaN_01756","PI3K/PI4K domain-containing protein"
"Un","BLLF01000069.1",46071,50741,"HaLaN_01757","uncharacterized protein HaLaN_01757, partial"
"Un","BLLF01000069.1",54428,58284,"HaLaN_01758","predicted protein, partial"
"Un","BLLF01000069.1",57128,58742,"HaLaN_01759","hypothetical protein HaLaN_01759"
"Un","BLLF01000069.1",61263,64321,"HaLaN_01760","NACHT domain-containing protein"
"Un","BLLF01000069.1",71117,71829,"HaLaN_01762","choline-phosphate cytidylyltransferase, partial"
"Un","BLLF01000069.1",85172,87712,"HaLaN_01764","carotenoid hydroxylase, partial"
"Un","BLLF01000069.1",94245,98416,"HaLaN_01765","uncharacterized protein HaLaN_01765, partial"
"Un","BLLF01000069.1",105130,106284,"HaLaN_01766","uncharacterized protein HaLaN_01766, partial"
"Un","BLLF01000069.1",107452,108551,"HaLaN_01767","uncharacterized protein HaLaN_01767, partial"
"Un","BLLF01000069.1",116895,118395,"HaLaN_01768","MFS domain-containing protein, partial"
"Un","BLLF01000070.1",6972,9521,"HaLaN_01769","hypothetical protein HaLaN_01769"
"Un","BLLF01000070.1",10330,10728,"HaLaN_01770","hypothetical protein HaLaN_01770"
"Un","BLLF01000070.1",12234,12609,"HaLaN_01771","hypothetical protein HaLaN_01771"
"Un","BLLF01000070.1",14974,19830,"HaLaN_01772","hypothetical protein HaLaN_01772"
"Un","BLLF01000070.1",24815,28539,"HaLaN_01773","hypothetical protein HaLaN_01773, partial"
"Un","BLLF01000070.1",40708,41999,"HaLaN_01775","guanylate cyclase domain-containing protein"
"Un","BLLF01000070.1",46780,48530,"HaLaN_01776","guanylate cyclase domain-containing protein, partial"
"Un","BLLF01000070.1",54037,54933,"HaLaN_01777","hypothetical protein HaLaN_01777, partial"
"Un","BLLF01000070.1",55351,56443,"HaLaN_01778","hypothetical protein HaLaN_01778"
"Un","BLLF01000070.1",56931,58109,"HaLaN_01779","CH_2 domain-containing protein, partial"
"Un","BLLF01000070.1",59508,66141,"HaLaN_01780","CH_2 domain-containing protein"
"Un","BLLF01000070.1",73846,74167,"HaLaN_01782","hypothetical protein HaLaN_01782"
"Un","BLLF01000070.1",83185,84095,"HaLaN_01783","hypothetical protein HaLaN_01783"
"Un","BLLF01000070.1",103912,107097,"HaLaN_01784","hypothetical protein HaLaN_01784"
"Un","BLLF01000071.1",52,4494,"HaLaN_01785","hypothetical protein HaLaN_01785"
"Un","BLLF01000071.1",14700,16917,"HaLaN_01787","uncharacterized protein HaLaN_01787"
"Un","BLLF01000071.1",17362,18618,"HaLaN_01788","hypothetical protein HaLaN_01788, partial"
"Un","BLLF01000071.1",28553,28663,"HaLaN_01789","hypothetical protein HaLaN_01789"
"Un","BLLF01000071.1",38364,38922,"HaLaN_01790","hypothetical protein HaLaN_01790"
"Un","BLLF01000071.1",53810,54303,"HaLaN_01791","hypothetical protein HaLaN_01791, partial"
"Un","BLLF01000071.1",57634,66222,"HaLaN_01792","hypothetical protein HaLaN_01792, partial"
"Un","BLLF01000071.1",71007,71682,"HaLaN_01793","hypothetical protein HaLaN_01793"
"Un","BLLF01000071.1",73068,73431,"HaLaN_01794","hypothetical protein HaLaN_01794"
"Un","BLLF01000071.1",78482,81659,"HaLaN_01796","VHL domain-containing protein"
"Un","BLLF01000071.1",82509,85249,"HaLaN_01797","uncharacterized protein HaLaN_01797, partial"
"Un","BLLF01000071.1",90122,90573,"HaLaN_01799","uncharacterized protein HaLaN_01799, partial"
"Un","BLLF01000071.1",93103,93397,"HaLaN_01800","hypothetical protein HaLaN_01800, partial"
"Un","BLLF01000071.1",102252,103753,"HaLaN_01801","nucleolar complex 2-like protein, partial"
"Un","BLLF01000071.1",105461,107198,"HaLaN_01802","FCP1 homology domain-containing protein, partial"
"Un","BLLF01000071.1",115832,117788,"HaLaN_01804","hypothetical protein HaLaN_01804"
"Un","BLLF01000072.1",116,1056,"HaLaN_01805","uncharacterized protein HaLaN_01805, partial"
"Un","BLLF01000072.1",1719,4362,"HaLaN_01806","uncharacterized protein HaLaN_01806"
"Un","BLLF01000072.1",15090,17079,"HaLaN_01808","ATP-dependent chaperone"
"Un","BLLF01000072.1",24199,28281,"HaLaN_01810","COP-II coat subunit"
"Un","BLLF01000072.1",29363,31542,"HaLaN_01811","COP-II coat subunit"
"Un","BLLF01000072.1",31613,33257,"HaLaN_01812","hypothetical protein HaLaN_01812, partial"
"Un","BLLF01000072.1",40135,42215,"HaLaN_01814","uncharacterized protein HaLaN_01814"
"Un","BLLF01000072.1",42630,43303,"HaLaN_01815","hypothetical protein HaLaN_01815"
"Un","BLLF01000072.1",43991,45011,"HaLaN_01816","coproporphyrinogen III oxidase, partial"
"Un","BLLF01000072.1",46218,46806,"HaLaN_01817","coproporphyrinogen III oxidase isoform CPX2, partial"
"Un","BLLF01000072.1",59981,64760,"HaLaN_01818","MPN domain-containing protein"
"Un","BLLF01000072.1",72801,73599,"HaLaN_01819","hypothetical protein HaLaN_01819, partial"
"Un","BLLF01000072.1",76304,77813,"HaLaN_01820","hypothetical protein HaLaN_01820, partial"
"Un","BLLF01000072.1",80199,80756,"HaLaN_01821","uncharacterized protein HaLaN_01821, partial"
"Un","BLLF01000072.1",84466,87647,"HaLaN_01822","hypothetical protein HaLaN_01822, partial"
"Un","BLLF01000072.1",92135,92675,"HaLaN_01823","PAP_fibrillin domain-containing protein, partial"
"Un","BLLF01000073.1",4039,6470,"HaLaN_01824","importin N-terminal domain-containing protein"
"Un","BLLF01000073.1",7726,8391,"HaLaN_01825","importin, partial"
"Un","BLLF01000073.1",9007,9649,"HaLaN_01826","hypothetical protein HaLaN_01826"
"Un","BLLF01000073.1",18727,19368,"HaLaN_01828","hypothetical protein HaLaN_01828"
"Un","BLLF01000073.1",27295,32605,"HaLaN_01829","splicing factor, arginine/serine-rich16, partial"
"Un","BLLF01000073.1",33191,40338,"HaLaN_01830","uncharacterized protein HaLaN_01830, partial"
"Un","BLLF01000073.1",41651,45874,"HaLaN_01831","transmembrane 9 superfamily member"
"Un","BLLF01000073.1",46386,47508,"HaLaN_01832","transmembrane 9 superfamily member"
"Un","BLLF01000073.1",49174,51422,"HaLaN_01833","hypothetical protein HaLaN_01833"
"Un","BLLF01000073.1",56538,57084,"HaLaN_01834","hypothetical protein HaLaN_01834, partial"
"Un","BLLF01000073.1",61055,66058,"HaLaN_01835","adenylate cyclase"
"Un","BLLF01000073.1",67683,68467,"HaLaN_01836","guanylate cyclase domain-containing protein"
"Un","BLLF01000073.1",68984,71518,"HaLaN_01837","hypothetical protein HaLaN_01837"
"Un","BLLF01000073.1",83170,87119,"HaLaN_01838","uncharacterized protein HaLaN_01838, partial"
"Un","BLLF01000073.1",91746,93279,"HaLaN_01839","serine/threonine-protein phosphatase, partial"
"Un","BLLF01000073.1",96255,101013,"HaLaN_01841","hypothetical protein HaLaN_01841"
"Un","BLLF01000073.1",102006,105348,"HaLaN_01842","putative Co-chaperone protein hscB like protein"
"Un","BLLF01000073.1",105387,106601,"HaLaN_01843","uncharacterized protein HaLaN_01843, partial"
"Un","BLLF01000073.1",109285,110085,"HaLaN_01844","hypothetical protein HaLaN_01844"
"Un","BLLF01000073.1",111706,113201,"HaLaN_01845","hypothetical protein HaLaN_01845"
"Un","BLLF01000074.1",64,4616,"HaLaN_01846","EF-hand domain-containing protein, partial"
"Un","BLLF01000074.1",11151,14167,"HaLaN_01847","EF-hand domain-containing protein"
"Un","BLLF01000074.1",27258,30808,"HaLaN_01849","hypothetical protein HaLaN_01849, partial"
"Un","BLLF01000074.1",34920,36056,"HaLaN_01850","exonuclease domain-containing protein"
"Un","BLLF01000074.1",39432,42545,"HaLaN_01851","hypothetical protein HaLaN_01851"
"Un","BLLF01000074.1",44613,45720,"HaLaN_01852","HECT E3 ubiquitin, partial"
"Un","BLLF01000074.1",48286,49133,"HaLaN_01853","hypothetical protein HaLaN_01853"
"Un","BLLF01000074.1",58515,58877,"HaLaN_01854","hypothetical protein HaLaN_01854, partial"
"Un","BLLF01000074.1",74248,74647,"HaLaN_01855","autophagy-related protein 9"
"Un","BLLF01000074.1",90083,91583,"HaLaN_01858","hypothetical protein HaLaN_01858"
"Un","BLLF01000074.1",95050,96398,"HaLaN_01859","hypothetical protein HaLaN_01859"
"Un","BLLF01000074.1",99909,101150,"HaLaN_01860","hypothetical protein HaLaN_01860, partial"
"Un","BLLF01000074.1",104004,105431,"HaLaN_01861","hypothetical protein HaLaN_01861"
"Un","BLLF01000074.1",115582,126709,"HaLaN_01862","hypothetical protein HaLaN_01862"
"Un","BLLF01000074.1",128614,128925,"HaLaN_01863","hypothetical protein HaLaN_01863"
"Un","BLLF01000074.1",130223,131075,"HaLaN_01864","hypothetical protein HaLaN_01864"
"Un","BLLF01000074.1",135635,138618,"HaLaN_01865","nucleoside hydrolase"
"Un","BLLF01000075.1",229,1380,"HaLaN_01866","uncharacterized protein HaLaN_01866"
"Un","BLLF01000075.1",3531,6517,"HaLaN_01867","uncharacterized protein HaLaN_01867, partial"
"Un","BLLF01000075.1",17448,22886,"HaLaN_01869","putative NADH:ubiquinone oxidoreductase 39 kDa subunit, partial"
"Un","BLLF01000075.1",24012,24768,"HaLaN_01870","gastric triacylglycerol lipase, partial"
"Un","BLLF01000075.1",26814,28234,"HaLaN_01871","AB hydrolase-1 domain-containing protein, partial"
"Un","BLLF01000075.1",29641,32398,"HaLaN_01872","hypothetical protein HaLaN_01872"
"Un","BLLF01000075.1",36486,37526,"HaLaN_01873","hypothetical protein HaLaN_01873, partial"
"Un","BLLF01000075.1",43170,43983,"HaLaN_01874","hypothetical protein HaLaN_01874"
"Un","BLLF01000075.1",52862,53368,"HaLaN_01875","hypothetical protein HaLaN_01875, partial"
"Un","BLLF01000075.1",65321,72609,"HaLaN_01877","uncharacterized protein HaLaN_01877, partial"
"Un","BLLF01000075.1",80802,81197,"HaLaN_01879","hypothetical protein HaLaN_01879, partial"
"Un","BLLF01000075.1",89379,92881,"HaLaN_01881","kinesin motor domain-containing protein, partial"
"Un","BLLF01000075.1",93352,98306,"HaLaN_01882","TP_methylase domain-containing protein"
"Un","BLLF01000075.1",99254,100145,"HaLaN_01883","hypothetical protein HaLaN_01883"
"Un","BLLF01000075.1",101093,101812,"HaLaN_01884","hypothetical protein HaLaN_01884"
"Un","BLLF01000075.1",106323,112103,"HaLaN_01885","hypothetical protein HaLaN_01885"
"Un","BLLF01000075.1",114152,114876,"HaLaN_01886","hypothetical protein HaLaN_01886"
"Un","BLLF01000076.1",5980,8682,"HaLaN_01888","uncharacterized protein HaLaN_01888, partial"
"Un","BLLF01000076.1",19113,21975,"HaLaN_01889","carbohydrate ABC transporter substrate-binding protein, CUT1 family"
"Un","BLLF01000076.1",22422,23328,"HaLaN_01890","hypothetical protein HaLaN_01890"
"Un","BLLF01000076.1",23775,31916,"HaLaN_01891","predicted protein, partial"
"Un","BLLF01000076.1",41699,45258,"HaLaN_01892","TIR domain-containing protein, partial"
"Un","BLLF01000076.1",48306,48669,"HaLaN_01893","hypothetical protein HaLaN_01893"
"Un","BLLF01000076.1",64123,65321,"HaLaN_01894","hypothetical protein HaLaN_01894"
"Un","BLLF01000076.1",68648,69695,"HaLaN_01895","hypothetical protein HaLaN_01895, partial"
"Un","BLLF01000076.1",72427,75351,"HaLaN_01896","hypothetical protein HaLaN_01896, partial"
"Un","BLLF01000076.1",76764,78651,"HaLaN_01897","hypothetical protein HaLaN_01897, partial"
"Un","BLLF01000076.1",83407,85686,"HaLaN_01899","hypothetical protein HaLaN_01899"
"Un","BLLF01000076.1",88717,92419,"HaLaN_01900","uncharacterized protein HaLaN_01900, partial"
"Un","BLLF01000076.1",93253,93872,"HaLaN_01901","CTD small phosphatase, partial"
"Un","BLLF01000076.1",101422,104409,"HaLaN_01902","predicted protein, partial"
"Un","BLLF01000076.1",106278,107191,"HaLaN_01903","hypothetical protein HaLaN_01903, partial"
"Un","BLLF01000076.1",114881,115800,"HaLaN_01904","protochlorophyllide-dependent translocon component 52, chloroplastic-like isoform X2, partial"
"Un","BLLF01000077.1",2304,6383,"HaLaN_01905","PPM-type phosphatase domain-containing protein, partial"
"Un","BLLF01000077.1",8181,8673,"HaLaN_01906","hypothetical protein HaLaN_01906"
"Un","BLLF01000077.1",10408,10799,"HaLaN_01907","uncharacterized protein HaLaN_01907, partial"
"Un","BLLF01000077.1",11914,15306,"HaLaN_01908","uncharacterized protein HaLaN_01908"
"Un","BLLF01000077.1",15600,20499,"HaLaN_01909","predicted protein"
"Un","BLLF01000077.1",22297,25902,"HaLaN_01910","uncharacterized protein HaLaN_01910"
"Un","BLLF01000077.1",26269,27310,"HaLaN_01911","imidazoleglycerol-phosphate dehydratase, partial"
"Un","BLLF01000077.1",29971,32025,"HaLaN_01912","hypothetical protein HaLaN_01912"
"Un","BLLF01000077.1",34076,36434,"HaLaN_01913","hypothetical protein HaLaN_01913, partial"
"Un","BLLF01000077.1",37144,38384,"HaLaN_01914","PX domain-containing protein, partial"
"Un","BLLF01000077.1",47315,48847,"HaLaN_01915","GYF domain-containing protein"
"Un","BLLF01000077.1",49823,50498,"HaLaN_01916","WW domain-containing protein"
"Un","BLLF01000077.1",54010,56978,"HaLaN_01917","uncharacterized protein HaLaN_01917, partial"
"Un","BLLF01000077.1",58309,61274,"HaLaN_01918","mediator complex subunit 20"
"Un","BLLF01000077.1",63130,66181,"HaLaN_01919","SurE domain-containing protein"
"Un","BLLF01000077.1",68307,70001,"HaLaN_01920","uncharacterized protein HaLaN_01920"
"Un","BLLF01000077.1",71127,74915,"HaLaN_01921","OTU domain-containing protein"
"Un","BLLF01000077.1",80628,81073,"HaLaN_01922","stomatin-like protein 2, mitochondrial, partial"
"Un","BLLF01000077.1",82648,88718,"HaLaN_01923","S4 RNA-binding domain-containing protein"
"Un","BLLF01000078.1",4897,6035,"HaLaN_01924","predicted protein"
"Un","BLLF01000078.1",8245,8772,"HaLaN_01925","uncharacterized protein HaLaN_01925, partial"
"Un","BLLF01000078.1",11286,12528,"HaLaN_01926","cellulase domain-containing protein"
"Un","BLLF01000078.1",15580,15946,"HaLaN_01927","cellulase domain-containing protein, partial"
"Un","BLLF01000078.1",26071,26935,"HaLaN_01928","uncharacterized protein HaLaN_01928"
"Un","BLLF01000078.1",27389,29831,"HaLaN_01929","radial spoke protein 17, partial"
"Un","BLLF01000078.1",30686,31177,"HaLaN_01930","radial spoke protein 17, partial"
"Un","BLLF01000078.1",34425,35197,"HaLaN_01931","hypothetical protein HaLaN_01931"
"Un","BLLF01000078.1",35163,36245,"HaLaN_01932","uncharacterized protein HaLaN_01932, partial"
"Un","BLLF01000078.1",36807,37451,"HaLaN_01933","hypothetical protein HaLaN_01933, partial"
"Un","BLLF01000078.1",39709,46374,"HaLaN_01934","uncharacterized protein HaLaN_01934, partial"
"Un","BLLF01000078.1",46677,47241,"HaLaN_01935","RING-type domain-containing protein"
"Un","BLLF01000078.1",49129,49494,"HaLaN_01936","hypothetical protein HaLaN_01936, partial"
"Un","BLLF01000078.1",50148,53574,"HaLaN_01937","RING-type domain-containing protein, partial"
"Un","BLLF01000078.1",54040,57083,"HaLaN_01938","uncharacterized protein HaLaN_01938"
"Un","BLLF01000078.1",70129,73158,"HaLaN_01939","uncharacterized protein HaLaN_01939"
"Un","BLLF01000078.1",71580,72902,"HaLaN_01940","hypothetical protein HaLaN_01940"
"Un","BLLF01000078.1",105512,106599,"HaLaN_01943","uncharacterized protein HaLaN_01943, partial"
"Un","BLLF01000079.1",7660,11247,"HaLaN_01944","uncharacterized protein HaLaN_01944, partial"
"Un","BLLF01000079.1",17288,21102,"HaLaN_01945","fatty acid hydroxylase domain-containing protein"
"Un","BLLF01000079.1",58838,59096,"HaLaN_01946","hypothetical protein HaLaN_01946"
"Un","BLLF01000079.1",74054,74821,"HaLaN_01948","ubiquitin-like domain-containing protein"
"Un","BLLF01000079.1",81118,82485,"HaLaN_01949","uncharacterized protein HaLaN_01949, partial"
"Un","BLLF01000079.1",84161,85191,"HaLaN_01950","predicted protein, partial"
"Un","BLLF01000079.1",86642,88945,"HaLaN_01951","hypothetical protein HaLaN_01951, partial"
"Un","BLLF01000079.1",101821,103266,"HaLaN_01953","hypothetical protein HaLaN_01953, partial"
"Un","BLLF01000080.1",1036,1573,"HaLaN_01955","hypothetical protein HaLaN_01955, partial"
"Un","BLLF01000080.1",6535,7486,"HaLaN_01956","hypothetical protein HaLaN_01956"
"Un","BLLF01000080.1",9700,11591,"HaLaN_01958","uncharacterized protein HaLaN_01958, partial"
"Un","BLLF01000080.1",16996,18841,"HaLaN_01960","uncharacterized protein HaLaN_01960, partial"
"Un","BLLF01000080.1",20314,22232,"HaLaN_01961","uncharacterized protein HaLaN_01961, partial"
"Un","BLLF01000080.1",27036,28910,"HaLaN_01962","uncharacterized protein HaLaN_01962, partial"
"Un","BLLF01000080.1",37980,41065,"HaLaN_01963","uncharacterized protein HaLaN_01963"
"Un","BLLF01000080.1",48599,49183,"HaLaN_01964","hypothetical protein HaLaN_01964"
"Un","BLLF01000080.1",55903,56279,"HaLaN_01965","hypothetical protein HaLaN_01965"
"Un","BLLF01000080.1",60037,63133,"HaLaN_01966","hypothetical protein HaLaN_01966"
"Un","BLLF01000080.1",64623,65052,"HaLaN_01967","hypothetical protein HaLaN_01967"
"Un","BLLF01000080.1",66399,69586,"HaLaN_01968","ATPase_AAA_core domain-containing protein, partial"
"Un","BLLF01000080.1",71468,72823,"HaLaN_01969","hypothetical protein HaLaN_01969, partial"
"Un","BLLF01000080.1",73084,77033,"HaLaN_01970","endoplasmic reticulum oxidoreductin 1"
"Un","BLLF01000080.1",85164,85926,"HaLaN_01971","replication protein A subunit"
"Un","BLLF01000080.1",88315,89165,"HaLaN_01972","uncharacterized protein HaLaN_01972, partial"
"Un","BLLF01000080.1",89903,91041,"HaLaN_01973","uncharacterized protein HaLaN_01973"
"Un","BLLF01000080.1",94934,95314,"HaLaN_01974","hypothetical protein HaLaN_01974, partial"
"Un","BLLF01000080.1",96246,97009,"HaLaN_01975","hypothetical protein HaLaN_01975, partial"
"Un","BLLF01000080.1",112220,113405,"HaLaN_01977","abhydrolase_2 domain-containing protein, partial"
"Un","BLLF01000081.1",3517,4003,"HaLaN_01978","hypothetical protein HaLaN_01978"
"Un","BLLF01000081.1",6606,7036,"HaLaN_01979","uncharacterized protein HaLaN_01979, partial"
"Un","BLLF01000081.1",9474,10731,"HaLaN_01980","hypothetical protein HaLaN_01980"
"Un","BLLF01000081.1",22379,28129,"HaLaN_01982","MHD domain-containing protein"
"Un","BLLF01000081.1",29523,31063,"HaLaN_01983","uncharacterized protein HaLaN_01983, partial"
"Un","BLLF01000081.1",33467,35245,"HaLaN_01984","uncharacterized protein HaLaN_01984"
"Un","BLLF01000081.1",36861,37444,"HaLaN_01985","hypothetical protein HaLaN_01985"
"Un","BLLF01000081.1",39302,42988,"HaLaN_01986","GAS domain-containing protein, partial"
"Un","BLLF01000081.1",49820,51914,"HaLaN_01988","RING-type E3 ubiquitin transferase bre-1"
"Un","BLLF01000081.1",56220,57028,"HaLaN_01989","hypothetical protein HaLaN_01989, partial"
"Un","BLLF01000081.1",72889,73445,"HaLaN_01991","hypothetical protein HaLaN_01991"
"Un","BLLF01000081.1",76971,77917,"HaLaN_01992","uncharacterized protein HaLaN_01992, partial"
"Un","BLLF01000081.1",78686,80773,"HaLaN_01993","hypothetical protein HaLaN_01993"
"Un","BLLF01000081.1",81770,85537,"HaLaN_01994","hypothetical protein HaLaN_01994, partial"
"Un","BLLF01000081.1",86799,87926,"HaLaN_01995","uncharacterized protein HaLaN_01995, partial"
"Un","BLLF01000082.1",3697,3950,"HaLaN_01996","hypothetical protein HaLaN_01996, partial"
"Un","BLLF01000082.1",9966,10369,"HaLaN_01998","hypothetical protein HaLaN_01998, partial"
"Un","BLLF01000082.1",19931,28066,"HaLaN_01999","kinesin-like protein, partial"
"Un","BLLF01000082.1",31158,32965,"HaLaN_02000","RNase H"
"Un","BLLF01000082.1",42489,45602,"HaLaN_02002","ribonuclease"
"Un","BLLF01000082.1",53100,53609,"HaLaN_02003","hypothetical protein HaLaN_02003, partial"
"Un","BLLF01000082.1",53611,56044,"HaLaN_02004","ankyrin repeat protein, partial"
"Un","BLLF01000082.1",73010,75922,"HaLaN_02006","TPR-like protein"
"Un","BLLF01000082.1",76341,76668,"HaLaN_02007","hypothetical protein HaLaN_02007"
"Un","BLLF01000082.1",80040,80717,"HaLaN_02008","TPR-like protein, partial"
"Un","BLLF01000082.1",84415,85176,"HaLaN_02010","hypothetical protein HaLaN_02010"
"Un","BLLF01000082.1",86939,88210,"HaLaN_02011","hypothetical protein HaLaN_02011"
"Un","BLLF01000082.1",89889,91615,"HaLaN_02012","uncharacterized protein HaLaN_02012"
"Un","BLLF01000082.1",103091,107942,"HaLaN_02013","hypothetical protein HaLaN_02013"
"Un","BLLF01000082.1",109576,112096,"HaLaN_02014","uncharacterized protein HaLaN_02014, partial"
"Un","BLLF01000083.1",3326,4683,"HaLaN_02016","importin N-terminal domain-containing protein, partial"
"Un","BLLF01000083.1",7023,8531,"HaLaN_02017","uncharacterized protein HaLaN_02017"
"Un","BLLF01000083.1",8923,9497,"HaLaN_02018","hypothetical protein HaLaN_02018"
"Un","BLLF01000083.1",20913,23357,"HaLaN_02019","hypothetical protein HaLaN_02019"
"Un","BLLF01000083.1",30620,35022,"HaLaN_02020","hypothetical protein HaLaN_02020, partial"
"Un","BLLF01000083.1",35567,38978,"HaLaN_02021","hypothetical protein HaLaN_02021"
"Un","BLLF01000083.1",48956,49399,"HaLaN_02022","hypothetical protein HaLaN_02022, partial"
"Un","BLLF01000083.1",49777,54410,"HaLaN_02023","hypothetical protein HaLaN_02023"
"Un","BLLF01000083.1",57474,58426,"HaLaN_02024","hypothetical protein HaLaN_02024, partial"
"Un","BLLF01000083.1",70466,71264,"HaLaN_02026","hypothetical protein HaLaN_02026"
"Un","BLLF01000083.1",77932,89514,"HaLaN_02028","uncharacterized protein HaLaN_02028"
"Un","BLLF01000083.1",93822,95609,"HaLaN_02029","GATA-type domain-containing protein"
"Un","BLLF01000084.1",9647,12574,"HaLaN_02030","hypothetical protein HaLaN_02030"
"Un","BLLF01000084.1",18183,24323,"HaLaN_02031","protein kinase domain-containing protein"
"Un","BLLF01000084.1",36565,38367,"HaLaN_02033","uncharacterized protein HaLaN_02033"
"Un","BLLF01000084.1",38863,39454,"HaLaN_02034","predicted protein, partial"
"Un","BLLF01000084.1",40548,46693,"HaLaN_02035","uncharacterized protein HaLaN_02035, partial"
"Un","BLLF01000084.1",47149,47693,"HaLaN_02036","hypothetical protein HaLaN_02036"
"Un","BLLF01000084.1",50446,52738,"HaLaN_02037","hypothetical protein HaLaN_02037"
"Un","BLLF01000084.1",54927,55802,"HaLaN_02038","uncharacterized protein HaLaN_02038"
"Un","BLLF01000084.1",56166,56554,"HaLaN_02039","hypothetical protein HaLaN_02039"
"Un","BLLF01000084.1",63376,65771,"HaLaN_02040","hypothetical protein HaLaN_02040"
"Un","BLLF01000084.1",75599,77359,"HaLaN_02042","MFS transporter, partial"
"Un","BLLF01000084.1",107380,108199,"HaLaN_02043","hypothetical protein HaLaN_02043"
"Un","BLLF01000084.1",109134,111642,"HaLaN_02044","uncharacterized protein HaLaN_02044, partial"
"Un","BLLF01000084.1",112078,112359,"HaLaN_02045","hypothetical protein HaLaN_02045"
"Un","BLLF01000084.1",119570,120259,"HaLaN_02046","plastid coproporphyrinogen oxidase isoform 2"
"Un","BLLF01000084.1",123653,124160,"HaLaN_02047","hypothetical protein HaLaN_02047"
"Un","BLLF01000084.1",125174,125577,"HaLaN_02048","hypothetical protein HaLaN_02048"
"Un","BLLF01000084.1",129296,129804,"HaLaN_02049","uncharacterized protein HaLaN_02049"
"Un","BLLF01000084.1",130777,131237,"HaLaN_02050","uncharacterized protein HaLaN_02050"
"Un","BLLF01000084.1",145978,146503,"HaLaN_02052","hypothetical protein HaLaN_02052, partial"
"Un","BLLF01000084.1",146450,146968,"HaLaN_02053","hypothetical protein HaLaN_02053, partial"
"Un","BLLF01000084.1",156638,157567,"HaLaN_02054","uncharacterized protein HaLaN_02054"
"Un","BLLF01000084.1",159983,163166,"HaLaN_02055","oxidoreductase"
"Un","BLLF01000084.1",160501,161342,"HaLaN_02056","hypothetical protein HaLaN_02056"
"Un","BLLF01000084.1",165146,165647,"HaLaN_02057","hypothetical protein HaLaN_02057, partial"
"Un","BLLF01000085.1",5523,5928,"HaLaN_02058","hypothetical protein HaLaN_02058"
"Un","BLLF01000085.1",8996,13344,"HaLaN_02059","uncharacterized protein HaLaN_02059, partial"
"Un","BLLF01000085.1",28393,28746,"HaLaN_02060","hypothetical protein HaLaN_02060"
"Un","BLLF01000085.1",39514,42830,"HaLaN_02061","uncharacterized protein HaLaN_02061"
"Un","BLLF01000085.1",50110,52336,"HaLaN_02062","uncharacterized protein HaLaN_02062"
"Un","BLLF01000085.1",55280,61325,"HaLaN_02063","acetyl-coenzyme A synthetase"
