Gene ID	GO	KOG	ENZYME
Naga_100053g27	GO:0008270 GO:0003676 GO:0005622 GO:0004527 GO:0043765 GO:0042578 GO:0004518	KOG2248	3.1.-.-
Naga_100053g29	GO:0009374 GO:0008152 GO:0005524 GO:0003824 GO:0016874 GO:0004485	KOG0238	6.4.1.4
Naga_100053g33	GO:0051864	KOG2132	
Naga_100053g34	GO:0051082 GO:0031072 GO:0006457		
Naga_101051g3	GO:0016020		
Naga_101051g1	GO:0008152 GO:0003824 GO:0031957 GO:0031956 GO:0031955 GO:0015645 GO:0004467	KOG1256	6.2.1.3
Naga_100158g20	GO:0008152 GO:0003824 GO:0031957 GO:0031956 GO:0031955 GO:0015645 GO:0004467	KOG1256	6.2.1.3
Naga_100158g17	GO:0006412 GO:0005840 GO:0005622 GO:0003735	KOG3320	
Naga_100158g13	GO:0009231 GO:0008686 GO:0003935	KOG1284	
Naga_100158g12	GO:0008152 GO:0003824 GO:0009081 GO:0004084	KOG0975	2.6.1.42
Naga_100158g8	GO:0006508	KOG0840	3.4.21.92
Naga_100158g7	GO:0047134	KOG2501	
Naga_100158g1	GO:0005515		
Naga_101027g1	GO:0003723 GO:0005488	KOG1488	
Naga_101647g1	GO:0016887 GO:0005524	KOG0061	
Naga_103480g1	GO:0005488	KOG1820	
Naga_101242g1	GO:0006284 GO:0006281 GO:0003824		
Naga_101243g1	GO:0016491 GO:0008152	KOG0725	
Naga_100966g1	GO:0006796 GO:0005737 GO:0004427 GO:0000287	KOG1626	
Naga_100384g1	GO:0005488		
Naga_100225g1	GO:0016021 GO:0008643 GO:0005351 GO:0000139	KOG3912	
Naga_100225g3	GO:0006396 GO:0003723 GO:0000175	KOG1068	
Naga_100225g4	GO:0051082 GO:0006457 GO:0005524	KOG0019	
Naga_100225g6	GO:0016021 GO:0004659		
Naga_100225g7	GO:0009089 GO:0008839		
Naga_100225g10	GO:0050660 GO:0016614 GO:0006066 GO:0008812	KOG1238	1.1.99.1
Naga_100179g4	GO:0006508 GO:0004185	KOG1282	3.4.16.5
Naga_100179g6	GO:0006508 GO:0004185	KOG1282	3.4.16.5
Naga_100179g7	GO:0004519 GO:0003676	KOG1000	
Naga_100179g9	GO:0008270 GO:0006508 GO:0004222 GO:0046872 GO:0003824	KOG0959	3.4.24.56
Naga_100718g2	GO:0006629 GO:0004806	KOG4569	3.1.1.3
Naga_100718g4	GO:0016020 GO:0015662 GO:0006812	KOG0203	
Naga_100346g8	GO:0016020 GO:0015662 GO:0006812 GO:0005524	KOG0202	
Naga_100391g2	GO:0005515 GO:0008236 GO:0006508		
Naga_100391g3	GO:0003676 GO:0016799 GO:0008270 GO:0006284 GO:0003906 GO:0003684 GO:0006289		
Naga_100391g4	GO:0008270 GO:0003676	KOG0274	
Naga_100391g5	GO:0032259 GO:0008168 GO:0003676	KOG2904	
Naga_100802g2	GO:0031072	KOG0714	
Naga_100727g1	GO:0003676	KOG1856	
Naga_100425g5	GO:0005515 GO:0003723	KOG1856	
Naga_100425g3	GO:0006281 GO:0003824	KOG4062	
Naga_100425g1	GO:0017111 GO:0000166 GO:0005524	KOG0733	
Naga_100379g5	GO:0016020 GO:0006810 GO:0005215	KOG0223	
Naga_100379g4	GO:0007018 GO:0005875 GO:0005524 GO:0003777	KOG0246	
Naga_100379g3			
Naga_100379g2	GO:0006412 GO:0005840 GO:0005622 GO:0003735	KOG1696	
Naga_100276g9	GO:0016787 GO:0008152 GO:0033883	KOG2882	
Naga_100276g2	GO:0051246 GO:0043687 GO:0019787 GO:0051444 GO:0051443 GO:0051438 GO:0004842	KOG0419	6.3.2.19
Naga_101042g2	GO:0008565 GO:0006886 GO:0005737 GO:0005643 GO:0005634 GO:0005488	KOG1410	
Naga_100360g3	GO:0005975 GO:0004553 GO:0003824 GO:0008810		3.2.1.4
Naga_100360g1	GO:0032040 GO:0006364	KOG2172	
Naga_100383g3	GO:0005488	KOG2734	
Naga_100383g4	GO:0007165 GO:0005622		
Naga_100200g9	GO:0006468 GO:0005524 GO:0004672 GO:0004674	KOG0603	
Naga_100200g8	GO:0016021 GO:0050291	KOG1607	2.3.1.24
Naga_100200g7	GO:0030955 GO:0006096 GO:0004743 GO:0000287 GO:0003824	KOG2323	2.7.1.40
Naga_100200g6	GO:0016491	KOG0029	
Naga_100200g3	GO:0004535	KOG1275	3.1.13.4
Naga_100200g2	GO:0005622 GO:0004527 GO:0003676 GO:0004535	KOG1275	3.1.13.4
Naga_101089g1	GO:0050662 GO:0044237 GO:0003824 GO:0003978	KOG1371	5.1.3.2
Naga_100567g4	GO:0008270 GO:0003676		
Naga_100247g3	GO:0007049		
Naga_100247g4	GO:0006629 GO:0008152 GO:0018734 GO:0018733 GO:0018732 GO:0018731 GO:0016298 GO:0004620	KOG3773	3.1.1.-
Naga_100247g7	GO:0050515 GO:0016114 GO:0016310 GO:0016301 GO:0005524		
Naga_100247g8	GO:0008270 GO:0005515 GO:0051444 GO:0051443 GO:0051438 GO:0004842	KOG1815	6.3.2.19
Naga_100247g12	GO:0016020 GO:0006821 GO:0005247 GO:0005216	KOG0475	
Naga_100510g6	GO:0003824	KOG4178	
Naga_100351g6	GO:0006468 GO:0005524 GO:0004672 GO:0004674 GO:0004693	KOG0663	
Naga_100351g4	GO:0006269 GO:0003896 GO:0043814 GO:0043338 GO:0033677 GO:0008905 GO:0008193 GO:0008192 GO:0004779 GO:0003887 GO:0003724 GO:0003720	KOG2851	2.7.7.-
Naga_100351g2	GO:0045454 GO:0015035 GO:0009055 GO:0004462	KOG2943	4.4.1.5
Naga_100035g4	GO:0007018 GO:0005875 GO:0005524 GO:0003777	KOG0241	
Naga_100035g6	GO:0015031 GO:0006464	KOG2391	
Naga_100035g11	GO:0016020 GO:0006821 GO:0005247 GO:0005216	KOG0476	
Naga_100035g12	GO:0003676	KOG0118	
Naga_100035g19	GO:0045454 GO:0015035 GO:0009055	KOG0911	
Naga_100035g25	GO:0006566 GO:0005524 GO:0004413 GO:0016310 GO:0016301	KOG1537	2.7.1.39
Naga_100035g27	GO:0016020 GO:0008715 GO:0008654 GO:0003824		
Naga_100035g28	GO:0009058	KOG0853	
Naga_100035g29	GO:0051536 GO:0009055	KOG3309	
Naga_100035g30	GO:0006418 GO:0006412 GO:0005737 GO:0005524 GO:0004812 GO:0000166 GO:0004831	KOG2144	6.1.1.1
Naga_100035g32	GO:0005634 GO:0043734 GO:0019798 GO:0018602 GO:0000907	KOG1246	1.14.11.-
Naga_100035g36	GO:0030955 GO:0006096 GO:0004743 GO:0000287 GO:0003824	KOG2323	2.7.1.40
Naga_100035g37	GO:0020037 GO:0005506 GO:0004497 GO:0008398	KOG0157	
Naga_100035g38	GO:0008152 GO:0003824 GO:0047621	KOG1535	3.7.1.5
Naga_100035g41	GO:0003824	KOG2126	2.7.-.-
Naga_100035g42	GO:0006269 GO:0005658 GO:0003896 GO:0043814 GO:0043338 GO:0033677 GO:0008905 GO:0008193 GO:0008192 GO:0004779 GO:0003887 GO:0003724 GO:0003720	KOG2267	2.7.7.-
Naga_100035g43	GO:0008152 GO:0003824 GO:0031177 GO:0004043	KOG1256	
Naga_100106g2	GO:0006412 GO:0005840 GO:0005622 GO:0003735 GO:0003723	KOG0378	
Naga_100106g3	GO:0008168 GO:0008152	KOG4300	
Naga_100106g4	GO:0016021 GO:0006506 GO:0005789	KOG3144	2.7.-.-
Naga_100106g6	GO:0046914 GO:0020037	KOG0537	
Naga_100106g9	GO:0016021	KOG4243	
Naga_100106g12	GO:0016787 GO:0050313	KOG0814	1.13.11.18
Naga_100106g15	GO:0051536 GO:0009055		
Naga_100106g16	GO:0019239 GO:0009168 GO:0046936 GO:0004000	KOG1097	3.5.4.4
Naga_100106g21	GO:0008152		
Naga_100106g23	GO:0016787 GO:0030145 GO:0006302 GO:0005634 GO:0004519	KOG2310	
Naga_100017g1	GO:0016071	KOG1782	
Naga_100017g2	GO:0009349 GO:0009231 GO:0004746		
Naga_100017g3	GO:0016747	KOG3700	
Naga_100017g4	GO:0005524 GO:0004386 GO:0003676 GO:0008026	KOG0331	
Naga_100017g5	GO:0005634 GO:0003899 GO:0003677	KOG3297	
Naga_100017g6	GO:0005634	KOG0955	
Naga_100017g9	GO:0016459 GO:0005524 GO:0003774	KOG0160	
Naga_100017g10	GO:0016491 GO:0008270 GO:0045551	KOG0023	1.1.1.195
Naga_100017g11	GO:0006779 GO:0004853	KOG2872	4.1.1.37
Naga_100017g12	GO:0008898	KOG1579	2.1.1.10
Naga_100017g13	GO:0016020 GO:0008643 GO:0005351 GO:0016021 GO:0006810 GO:0005215	KOG0254	
Naga_100017g14	GO:0008484 GO:0008152 GO:0004423	KOG3867	3.1.6.13
Naga_100017g15	GO:0006414 GO:0003746 GO:0005737		
Naga_100017g16	GO:0016491 GO:0008152	KOG1208	
Naga_100017g17	GO:0016192 GO:0006886 GO:0005515	KOG2066	
Naga_100017g18	GO:0006412 GO:0005840 GO:0005622 GO:0003735	KOG0397	
Naga_100017g20	GO:0005975 GO:0006098 GO:0005737 GO:0004801	KOG2772	
Naga_100017g22	GO:0006511 GO:0005839 GO:0004175	KOG0176	
Naga_100017g23	GO:0016021 GO:0006481 GO:0004671	KOG2628	2.1.1.100
Naga_100017g25	GO:0009395 GO:0004620 GO:0008152 GO:0004622	KOG1325	3.1.1.5
Naga_100017g26	GO:0003995 GO:0016627 GO:0008152 GO:0050660	KOG1469	
Naga_100017g27	GO:0019867	KOG2602	
Naga_100017g28	GO:0030170 GO:0009058 GO:0003824 GO:0016769	KOG0257	
Naga_100017g29	GO:0016021 GO:0006810 GO:0005215 GO:0016020	KOG0255	
Naga_100017g31	GO:0016788 GO:0009058 GO:0047381		3.1.2.21
Naga_100017g34	GO:0051246 GO:0043687 GO:0019787 GO:0051444 GO:0051443 GO:0051438 GO:0004842	KOG0417	6.3.2.19
Naga_100017g36	GO:0005525 GO:0003924 GO:0005622	KOG0462	
Naga_100017g38	GO:0005975 GO:0004553 GO:0030246 GO:0003824 GO:0033919	KOG1066	3.2.1.84
Naga_100017g40	GO:0016575 GO:0005634 GO:0004407	KOG1342	
Naga_100017g45	GO:0032040 GO:0006364	KOG1539	
Naga_100017g46	GO:0008287 GO:0006470 GO:0004722 GO:0003824 GO:0017023 GO:0017020 GO:0017018 GO:0008597 GO:0008420 GO:0005963 GO:0004724 GO:0004723 GO:0004721	KOG0698	3.1.3.16
Naga_100017g47	GO:0007205 GO:0004143 GO:0008152 GO:0003951	KOG1169	
Naga_100017g49	GO:0016021	KOG3072	
Naga_100017g51	GO:0003676	KOG4206	
Naga_100017g56			
Naga_100017g57	GO:0008152 GO:0030429 GO:0030170 GO:0009435 GO:0006569 GO:0005737	KOG3846	3.7.1.3
Naga_100017g58	GO:0008967 GO:0008152 GO:0043813 GO:0043812 GO:0043726 GO:0030352 GO:0030351 GO:0019198 GO:0019178 GO:0017161 GO:0017017 GO:0016312 GO:0008579 GO:0008330 GO:0008138	KOG2914	3.1.3.-
Naga_100017g60	GO:0005509 GO:0046488 GO:0016307 GO:0016308	KOG0229	2.7.1.68
Naga_100017g61	GO:0008233 GO:0006508		3.4.21.-
Naga_100017g62	GO:0050046	KOG0872	
Naga_100017g64	GO:0003824 GO:0004348	KOG2119	3.2.1.45
Naga_100017g65	GO:0008152 GO:0009116 GO:0009113 GO:0004044	KOG0572	2.4.2.14
Naga_100017g70	GO:0000049	KOG2241	
Naga_100017g71	GO:0004385	KOG0707	2.7.4.8
Naga_100017g75	GO:0016787		
Naga_100017g76	GO:0006418 GO:0006412 GO:0005737 GO:0005524 GO:0004812 GO:0000166 GO:0006431 GO:0004825	KOG0436	6.1.1.10
Naga_100017g77	GO:0009982 GO:0003723 GO:0001522 GO:0042300 GO:0042299	KOG1919	5.4.99.-
Naga_100017g78	GO:0008270 GO:0006508 GO:0004222 GO:0046872 GO:0003824	KOG0961	
Naga_100017g80			
Naga_100017g81	GO:0009116 GO:0003824 GO:0004850		2.4.2.3
Naga_100017g85	GO:0006071 GO:0004371	KOG2426	2.7.1.29
Naga_100022g4	GO:0016853 GO:0005783 GO:0003756	KOG0191	5.3.4.1
Naga_100022g7	GO:0016818 GO:0005634 GO:0004003 GO:0008026 GO:0006139 GO:0005524 GO:0003676 GO:0003677	KOG1133	
Naga_100022g9	GO:0006457 GO:0003755		
Naga_100022g10	GO:0008152 GO:0003824		
Naga_100022g11	GO:0003824	KOG1157	
Naga_100022g13	GO:0006508 GO:0004197 GO:0008234	KOG1543	3.4.22.1
Naga_100022g14	GO:0005515	KOG4441	
Naga_100022g15	GO:0006259 GO:0005694 GO:0005524	KOG0979	
Naga_100022g16	GO:0030259 GO:0016758 GO:0005975	KOG1192	
Naga_100022g22	GO:0004176		
Naga_100022g28	GO:0016773 GO:0004430	KOG0903	2.7.1.67
Naga_100022g30	GO:0009231 GO:0008531	KOG3110	2.7.1.26
Naga_100022g33	GO:0008270 GO:0005515		
Naga_100022g34	GO:0051287 GO:0016620 GO:0006520 GO:0005737 GO:0009088 GO:0009086 GO:0004073 GO:0046983 GO:0008652	KOG4777	1.2.1.11
Naga_100022g39	GO:0006096 GO:0004634 GO:0000015	KOG2670	4.2.1.11
Naga_100022g41	GO:0016787 GO:0008892	KOG3968	3.5.4.3
Naga_100022g43	GO:0032012 GO:0005622 GO:0005086	KOG0930	
Naga_100022g44	GO:0006412 GO:0005524 GO:0004812	KOG2780	
Naga_100022g45	GO:0006468 GO:0005524 GO:0004672 GO:0004674	KOG1151	
Naga_100022g47	GO:0008270 GO:0005515	KOG0800	
Naga_100022g48	GO:0005524	KOG1968	
Naga_100022g49			
Naga_100022g50	GO:0006396 GO:0003723 GO:0000175	KOG1613	
Naga_100022g53	GO:0004450 GO:0004448	KOG1526	1.1.1.42
Naga_100022g55	GO:0006468 GO:0005524 GO:0004672 GO:0004674 GO:0004693	KOG0594	
Naga_100022g58	GO:0007264 GO:0005525 GO:0007165 GO:0006913 GO:0006886 GO:0005515 GO:0003924 GO:0005622 GO:0015031	KOG0078	
Naga_100022g61	GO:0003677	KOG1878	
Naga_100022g62	GO:0015031 GO:0007264 GO:0005525 GO:0006886 GO:0005622 GO:0051444 GO:0051443 GO:0051438 GO:0004842	KOG0072	6.3.2.19
Naga_100022g63	GO:0005525 GO:0003924	KOG0467	
Naga_100022g64	GO:0009058 GO:0003824		
Naga_100022g65	GO:0015031	KOG3232	
Naga_100022g67	GO:0003676	KOG0121	
Naga_100022g68	GO:0008152 GO:0003824 GO:0005488	KOG1202	
Naga_100124g1	GO:0016740		
Naga_100124g5	GO:0007264 GO:0005525 GO:0007165 GO:0006913 GO:0006886 GO:0005515 GO:0003924 GO:0005622 GO:0015031	KOG0094	
Naga_100124g6	GO:0015940 GO:0004592	KOG3042	6.3.2.1
Naga_100124g9	GO:0008565 GO:0006886 GO:0005737 GO:0005643 GO:0005634 GO:0005488	KOG2171	
Naga_100124g14	GO:0005524 GO:0016772 GO:0016310 GO:0018106 GO:0007165 GO:0004673 GO:0000155 GO:0004740	KOG0787	
Naga_100124g15	GO:0008236 GO:0006508	KOG2237	3.4.21.83
Naga_100124g16	GO:0030145 GO:0016787		
Naga_100124g17	GO:0042325 GO:0005737 GO:0005515		
Naga_100124g18	GO:0009165 GO:0004749 GO:0000287	KOG1448	2.7.6.1
Naga_100114g19	GO:0051536 GO:0016226 GO:0005506 GO:0005515	KOG3361	
Naga_100114g17	GO:0016787 GO:0008152 GO:0004806	KOG1515	3.1.1.3
Naga_100114g16	GO:0016020 GO:0006075 GO:0003843 GO:0000148 GO:0046921 GO:0046920 GO:0046527 GO:0045140 GO:0042283 GO:0042281 GO:0033556 GO:0031278 GO:0019187 GO:0019112 GO:0018718 GO:0018717 GO:0018716 GO:0018715 GO:0016759 GO:0008921 GO:0008755 GO:0008417 GO:0008378 GO:0008376 GO:0008375 GO:0004583 GO:0004576 GO:0004376 GO:0003980 GO:0001962 GO:0000033 GO:0000030 GO:0000026 GO:0000009	KOG0916	2.4.1.-
Naga_100114g14	GO:0003676	KOG0118	
Naga_100114g13	GO:0005524 GO:0004386 GO:0003676 GO:0017111 GO:0000166 GO:0008026	KOG0952	
Naga_100114g12	GO:0020037 GO:0006979 GO:0004601 GO:0004130		1.11.1.5
Naga_100114g11	GO:0005975 GO:0004553	KOG1066	
Naga_100114g8	GO:0008152 GO:0003824		
Naga_100114g5	GO:0016780 GO:0016020 GO:0008654 GO:0043761 GO:0018422 GO:0018421 GO:0008808	KOG1617	2.7.8.-
Naga_100299g10	GO:0005634	KOG1083	
Naga_100299g2	GO:0005524 GO:0003677 GO:0004386 GO:0003676	KOG1000	
Naga_100299g1	GO:0005634	KOG2773	
Naga_100112g20	GO:0016491 GO:0051786	KOG4254	
Naga_100112g19	GO:0005622 GO:0005515	KOG4567	
Naga_100112g17	GO:0008236 GO:0006508 GO:0008234	KOG2182	3.4.-.-
Naga_100112g12	GO:0007264 GO:0005525 GO:0007165 GO:0006913 GO:0006886 GO:0005515 GO:0003924 GO:0005622 GO:0015031	KOG0092	
Naga_100112g11	GO:0009073 GO:0004106	KOG0795	5.4.99.5
Naga_100112g9	GO:0006508 GO:0005524 GO:0004222 GO:0017111 GO:0000166 GO:0030163 GO:0016020	KOG0731	3.4.24.-
Naga_100112g7	GO:0006450		
Naga_100112g5	GO:0051536 GO:0003824		
Naga_100112g3	GO:0016567 GO:0004842 GO:0000151 GO:0005488	KOG0167	
Naga_100112g1	GO:0006516 GO:0004067 GO:0003948	KOG1593	3.5.1.26
Naga_100050g42	GO:0016021	KOG3797	
Naga_100050g40	GO:0008152 GO:0008080	KOG3235	
Naga_100050g37	GO:0043813 GO:0043812 GO:0043726 GO:0030352 GO:0030351 GO:0019198 GO:0019178 GO:0017161 GO:0017017 GO:0016312 GO:0008579 GO:0008330 GO:0008138	KOG3109	3.1.3.-
Naga_100050g35	GO:0051252 GO:0008428		
Naga_100050g34	GO:0006334 GO:0005634 GO:0003677 GO:0000786	KOG1756	
Naga_100050g32	GO:0005622 GO:0008283 GO:0005730	KOG2481	
Naga_100050g29	GO:0006334 GO:0005634 GO:0003677 GO:0000786	KOG3467	
Naga_100050g28	GO:0006334 GO:0005634 GO:0003677 GO:0000786		
Naga_100050g26	GO:0016070 GO:0005515 GO:0005488	KOG2141	
Naga_100050g25	GO:0016756	KOG0632	2.3.2.15
Naga_100050g24	GO:0008152 GO:0003824 GO:0016868 GO:0006096	KOG0235	
Naga_100050g20	GO:0050660 GO:0016491	KOG2495	
Naga_100050g19	GO:0046914 GO:0020037	KOG1110	
Naga_100050g18	GO:0016491 GO:0008152 GO:0050356	KOG0725	1.1.1.206
Naga_100050g15	GO:0005515 GO:0006508 GO:0004252 GO:0003824	KOG1320	
Naga_100050g13	GO:0008137 GO:0005739 GO:0003954	KOG3468	
Naga_100050g11	GO:0046961 GO:0016469 GO:0046933 GO:0015986	KOG3432	
Naga_100050g9	GO:0004535	KOG0620	3.1.13.4
Naga_100050g7	GO:0050660 GO:0016491 GO:0045454 GO:0005737 GO:0004148	KOG1335	1.8.1.4
Naga_100050g6	GO:0006418 GO:0006412 GO:0005737 GO:0005524 GO:0004812 GO:0000166 GO:0006433 GO:0004827	KOG4163	6.1.1.15
Naga_100050g5	GO:0006412 GO:0005840 GO:0005622 GO:0003735	KOG3486	
Naga_100050g3	GO:0016020 GO:0008375 GO:0030158	KOG0799	2.4.2.26
Naga_100050g2	GO:0016020	KOG1134	
Naga_100050g1	GO:0008234 GO:0006508	KOG0778	
Naga_100006g112	GO:0005622	KOG2058	
Naga_100006g111	GO:0006260 GO:0005634 GO:0000808	KOG2928	
Naga_100006g110	GO:0005737 GO:0005634 GO:0005525	KOG3886	
Naga_100006g106	GO:0006281 GO:0003913 GO:0003904	KOG0133	4.1.99.3
Naga_100006g105	GO:0005525 GO:0043141 GO:0019177 GO:0019176 GO:0016462 GO:0008828 GO:0008796 GO:0008758 GO:0008413 GO:0004787 GO:0000810	KOG1424	3.6.1.-
Naga_100006g104	GO:0016020 GO:0015662 GO:0006810 GO:0005524 GO:0016021 GO:0015914 GO:0004012 GO:0000287	KOG0206	3.6.3.1
Naga_100006g103	GO:0008270 GO:0005515 GO:0005524		
Naga_100006g102	GO:0017176 GO:0016021 GO:0006506	KOG3059	
Naga_100006g101	GO:0007018 GO:0005875 GO:0005524 GO:0003777	KOG0245	
Naga_100006g100	GO:0003824	KOG3197	
Naga_100006g99	GO:0005524 GO:0003677 GO:0004386 GO:0003676	KOG0390	3.6.4.-
Naga_100006g98	GO:0016020 GO:0015297 GO:0015238 GO:0006855	KOG1347	
Naga_100006g95	GO:0006468 GO:0005524 GO:0004672 GO:0004674	KOG0198	
Naga_100006g94	GO:0003824 GO:0004766	KOG1562	2.5.1.16
Naga_100006g92	GO:0008173 GO:0006396 GO:0003723 GO:0009020	KOG0838	2.1.1.34
Naga_100006g91	GO:0050660 GO:0016491 GO:0045454 GO:0005737 GO:0004791	KOG4716	
Naga_100006g89	GO:0051082 GO:0006457 GO:0005524	KOG0019	
Naga_100006g87	GO:0016791 GO:0008152 GO:0016787	KOG2882	3.1.3.41
Naga_100006g86	GO:0003846	KOG0831	2.3.1.22
Naga_100006g84	GO:0051922 GO:0050698 GO:0050694 GO:0019111 GO:0018727 GO:0018726 GO:0018725 GO:0018724 GO:0018723 GO:0018722 GO:0018721 GO:0017095 GO:0016232 GO:0004394 GO:0001537 GO:0001517		2.8.2.-
Naga_100006g80	GO:0016020	KOG2620	
Naga_100006g78	GO:0006464 GO:0005622 GO:0004842 GO:0051444 GO:0051443 GO:0051438	KOG0942	6.3.2.19
Naga_100006g77	GO:0051536 GO:0009055 GO:0051537	KOG3309	
Naga_100006g75	GO:0020037 GO:0005506 GO:0004497 GO:0043823 GO:0018600 GO:0018599 GO:0018598 GO:0018597 GO:0018596 GO:0018595 GO:0018594 GO:0018593 GO:0018592 GO:0018591 GO:0018590 GO:0018589 GO:0018588 GO:0018586 GO:0018585	KOG0157	1.14.-.-
Naga_100006g74	GO:0015940 GO:0003864 GO:0003824	KOG2949	2.1.2.11
Naga_100006g73	GO:0006725 GO:0004497 GO:0016491 GO:0008152 GO:0043731 GO:0043719 GO:0019113 GO:0018657 GO:0018656 GO:0018655 GO:0018654 GO:0018653 GO:0018652 GO:0018651 GO:0018650 GO:0018649 GO:0018648 GO:0018647 GO:0018646 GO:0018644 GO:0018643 GO:0018642 GO:0018641 GO:0018640 GO:0018639 GO:0018638 GO:0018637 GO:0018636 GO:0018635 GO:0018634 GO:0018633 GO:0018632 GO:0018631 GO:0018630 GO:0018471 GO:0008688	KOG3855	1.14.13.-
Naga_100006g72	GO:0016779 GO:0006396 GO:0003723	KOG2159	
Naga_100006g69	GO:0016021 GO:0006810 GO:0005215 GO:0016020	KOG0252	
Naga_100006g67	GO:0005634	KOG2150	
Naga_100006g66	GO:0006366 GO:0005665 GO:0003677 GO:0003899 GO:0034062	KOG0260	2.7.7.6
Naga_100006g64	GO:0006561 GO:0004350 GO:0008652 GO:0004349 GO:0016491 GO:0008152	KOG4165	
Naga_100006g59	GO:0006511 GO:0005839 GO:0004298	KOG0180	3.4.25.1
Naga_100006g57	GO:0031072	KOG0721	
Naga_100006g56	GO:0016021	KOG1944	
Naga_100006g55	GO:0005515	KOG0619	
Naga_100006g53	GO:0016853 GO:0008616		
Naga_100006g49			
Naga_100006g47	GO:0006415 GO:0003747	KOG2726	
Naga_100006g44	GO:0003677	KOG3554	
Naga_100006g42	GO:0008168 GO:0008152	KOG3010	
Naga_100006g40	GO:0008233 GO:0006508 GO:0005634	KOG1849	
Naga_100006g39	GO:0016787 GO:0042781	KOG2121	
Naga_100006g36	GO:0008152 GO:0003824 GO:0004490	KOG1679	4.2.1.18
Naga_100006g34	GO:0045454 GO:0015035 GO:0009055	KOG1752	
Naga_100006g32	GO:0008152 GO:0003824 GO:0004165	KOG0016	5.3.3.8
Naga_100006g29	GO:0008825 GO:0008610		2.1.1.79
Naga_100006g26	GO:0043852 GO:0043851 GO:0043834 GO:0043833 GO:0043827 GO:0043803 GO:0043791 GO:0043782 GO:0043780 GO:0043777 GO:0043776 GO:0043770 GO:0030792 GO:0019702 GO:0018707 GO:0018423 GO:0016436 GO:0016435 GO:0016434 GO:0016433 GO:0016427 GO:0016426 GO:0016423 GO:0016300 GO:0016279 GO:0016278 GO:0016274 GO:0016273 GO:0016205 GO:0009383 GO:0009008 GO:0008650 GO:0008649 GO:0008425 GO:0008276 GO:0008175 GO:0008174 GO:0008173 GO:0008172 GO:0008171 GO:0008170 GO:0008169 GO:0003880 GO:0000179	KOG2899	2.1.1.-
Naga_100006g25	GO:0046677 GO:0030655 GO:0008800		
Naga_100006g22	GO:0008270 GO:0003676		
Naga_100006g21	GO:0016787	KOG0648	
Naga_100006g14	GO:0008026 GO:0005524 GO:0003676 GO:0016818 GO:0005634 GO:0004003 GO:0006139 GO:0003677	KOG1132	
Naga_100006g13	GO:0003676		
Naga_100006g12	GO:0008270 GO:0005515 GO:0005634 GO:0003677		
Naga_100006g3	GO:0006412 GO:0005840 GO:0005622 GO:0003735	KOG1790	
Naga_101452g1	GO:0005634 GO:0003899 GO:0003677 GO:0046983	KOG1522	
Naga_101514g1	GO:0003899 GO:0003677 GO:0046983	KOG1522	
Naga_100744g1	GO:0050220	KOG3158	5.3.99.3
Naga_100287g8	GO:0016021 GO:0006825 GO:0005375	KOG3386	
Naga_100287g2	GO:0005488	KOG2160	
Naga_102490g1	GO:0008270 GO:0006355 GO:0005634 GO:0004402 GO:0003712	KOG1778	
Naga_100489g1	GO:0008270 GO:0006355 GO:0005634 GO:0004402 GO:0003712 GO:0005515	KOG1778	2.3.1.48
Naga_100928g1	GO:0005524 GO:0004386 GO:0003676	KOG0329	
Naga_100597g2	GO:0005975 GO:0004462	KOG2944	4.4.1.5
Naga_100814g2	GO:0007165 GO:0005622	KOG2372	
Naga_100814g1	GO:0016020		
Naga_100312g8	GO:0016020 GO:0008508 GO:0006814 GO:0016021		
Naga_100312g9	GO:0008794		
Naga_100291g1	GO:0016887 GO:0005524 GO:0017111 GO:0000166	KOG0061	
Naga_100291g3	GO:0009072 GO:0003868	KOG0638	1.13.11.27
Naga_101365g1	GO:0016614 GO:0005975 GO:0016491	KOG2711	
Naga_102031g1	GO:0005488	KOG0403	
Naga_100621g2	GO:0004535	KOG0620	3.1.13.4
Naga_101421g1	GO:0004639	KOG2835	6.3.2.6
Naga_100540g2	GO:0006412 GO:0005840 GO:0005622 GO:0003735	KOG3295	
Naga_101574g1	GO:0051539 GO:0051287 GO:0016651 GO:0010181	KOG2658	
Naga_100153g1	GO:0016020 GO:0008715 GO:0008654 GO:0003824		
Naga_100153g3	GO:0008270 GO:0006730 GO:0004089	KOG0382	4.2.1.1
Naga_100153g9	GO:0016020		
Naga_100153g10	GO:0051082 GO:0016272 GO:0006457	KOG3313	
Naga_100153g11	GO:0016887 GO:0005524 GO:0017111 GO:0000166	KOG0065	
Naga_100434g5	GO:0006629 GO:0004771	KOG2624	3.1.1.13
Naga_100434g3	GO:0016747		
Naga_100434g1	GO:0005488	KOG1837	
Naga_100064g28	GO:0000166	KOG1533	
Naga_100064g27	GO:0005524 GO:0018106 GO:0007165 GO:0004673 GO:0000155 GO:0004740	KOG0787	
Naga_100064g23	GO:0008152 GO:0003824 GO:0016114 GO:0008661	KOG0523	
Naga_100064g19	GO:0008440	KOG1620	
Naga_100064g18	GO:0016491 GO:0050661 GO:0008677		1.1.1.169
Naga_100064g13			
Naga_100064g12	GO:0008152 GO:0020037 GO:0005506	KOG2840	
Naga_100064g9	GO:0016021	KOG2399	
Naga_100064g4	GO:0006096 GO:0004618	KOG1367	2.7.2.3
Naga_100064g3	GO:0004487 GO:0004486	KOG0089	1.5.1.15
