Gene ID	GO	KO	KOG	ENZYME	PANTHER
fgenesh1_pm.1_HASH_213	GO:0016740 GO:0030170 GO:0009058 GO:0016769		KOG0257		PTHR11751:SF31 PTHR11751
fgenesh1_pm.1_HASH_218	GO:0003872 GO:0006096 GO:0005945	K00895	KOG2440	2.7.1.90	PTHR13697
fgenesh1_pm.1_HASH_225	GO:0005515	K06867	KOG4214		PTHR24128
fgenesh1_pm.1_HASH_231	GO:0016740 GO:0030170 GO:0009058 GO:0006520 GO:0016769	K00652	KOG1359	2.3.1.47	PTHR13693:SF10 PTHR13693
fgenesh1_pm.1_HASH_232	GO:0016491 GO:0008152 GO:0003854 GO:0016616 GO:0006694 GO:0055114 GO:0003824 GO:0050662 GO:0044237				PTHR12286
fgenesh1_pm.1_HASH_235	GO:0003677 GO:0005524 GO:0003676 GO:0004386	K10841			PTHR10799 PTHR10799:SF49
fgenesh1_pm.1_HASH_236	GO:0016616 GO:0055114 GO:0051287	K00029	KOG1257	1.1.1.40	PTHR23406:SF2 PTHR23406
fgenesh1_pm.1_HASH_239	GO:0003899 GO:0006351	K03022	KOG3297	2.7.7.6	PTHR12709 PTHR12709:SF2
fgenesh1_pm.1_HASH_247	GO:0006659	K08730	KOG2735	2.7.8.-	PTHR12615
fgenesh1_pm.1_HASH_263	GO:0055114 GO:0016491		KOG1576		PTHR11732:SF8 PTHR11732
fgenesh1_pm.1_HASH_269	GO:0003824 GO:0005992	K00697 K01087	KOG1050	2.4.1.15 3.1.3.12	PTHR10788
fgenesh1_pm.1_HASH_278	GO:0016787				PTHR11935 PTHR11935:SF44
fgenesh1_pm.1_HASH_280	GO:0005515	K00670	KOG1156	2.3.1.88	PTHR22767 PTHR22767:SF2
fgenesh1_pm.1_HASH_293	GO:0003676 GO:0005524 GO:0008026 GO:0004386		KOG0335		PTHR24031:SF56 PTHR24031
fgenesh1_pm.1_HASH_298	GO:0003735 GO:0006412 GO:0005840	K02882	KOG0829		PTHR10052
fgenesh1_pm.1_HASH_304	GO:0016787 GO:0008152	K14664		3.5.1.-	PTHR11014:SF41 PTHR11014
fgenesh1_pm.1_HASH_306	GO:0008171 GO:0008168 GO:0008152				PTHR10108 PTHR10108:SF275
fgenesh1_pm.2_HASH_24	GO:0003824 GO:0008152	K01687	KOG2448	4.2.1.9	PTHR21000
fgenesh1_pm.2_HASH_36	GO:0003746 GO:0006414 GO:0043043 GO:0005737	K02356			
fgenesh1_pm.2_HASH_53	GO:0016491 GO:0008152		KOG1208		PTHR24320
fgenesh1_pm.2_HASH_60	GO:0003677 GO:0005524 GO:0003676 GO:0004386		KOG1001		PTHR10799 PTHR10799:SF133
fgenesh1_pm.2_HASH_63	GO:0004672 GO:0005524 GO:0006468 GO:0004842 GO:0016567 GO:0000151		KOG2345		PTHR24420 PTHR24420:SF448
fgenesh1_pm.2_HASH_75	GO:0051258 GO:0003924 GO:0005525 GO:0007017 GO:0005874	K07375	KOG1375		PTHR11588
fgenesh1_pm.2_HASH_86	GO:0004672 GO:0005524 GO:0006468 GO:0003824	K07178	KOG2270	2.7.11.1	PTHR10593:SF5 PTHR10593
fgenesh1_pm.2_HASH_94	GO:0005524 GO:0016301 GO:0008152	K00855		2.7.1.19	PTHR10285
fgenesh1_pm.2_HASH_112	GO:0004222 GO:0006508 GO:0008270 GO:0008237	K06972	KOG2019		PTHR11851:SF68 PTHR11851
fgenesh1_pm.2_HASH_121	GO:0003777 GO:0005524 GO:0007018	K10405			PTHR24115 PTHR24115:SF170
fgenesh1_pm.2_HASH_131	GO:0016020 GO:0009765	K08913			PTHR21649
fgenesh1_pm.2_HASH_144	GO:0055085 GO:0016021		KOG2532		PTHR11662:SF23 PTHR11662
fgenesh1_pm.2_HASH_150	GO:0005525 GO:0007264 GO:0019001 GO:0007186 GO:0005634 GO:0005737 GO:0005622 GO:0006886	K07977	KOG0077		PTHR11711 PTHR11711:SF12
fgenesh1_pm.2_HASH_167	GO:0005525 GO:0006614 GO:0005524 GO:0016301	K03110			PTHR11564 PTHR11564:SF10
fgenesh1_pm.2_HASH_171	GO:0055114 GO:0016491		KOG1575		PTHR11732:SF15 PTHR11732
fgenesh1_pm.2_HASH_175	GO:0005515		KOG4626		PTHR23083 PTHR23083:SF245
fgenesh1_pm.2_HASH_196	GO:0005524 GO:0016887 GO:0042626 GO:0006810 GO:0055085 GO:0016021		KOG0055		PTHR24221
fgenesh1_pm.2_HASH_204	GO:0004645 GO:0005975		KOG2099		PTHR11468
fgenesh1_pm.2_HASH_209	GO:0016787	K01069	KOG0813	3.1.2.6	PTHR11935 PTHR11935:SF7
gw1.1.303.1	GO:0005215 GO:0006810				
fgenesh1_pm.2_HASH_213	GO:0005515	K11374	KOG1063		PTHR13729 PTHR13729:SF2
fgenesh1_pm.2_HASH_237	GO:0016491 GO:0055114 GO:0010181		KOG1159		PTHR19384 PTHR19384:SF10
fgenesh1_pm.2_HASH_251	GO:0003824 GO:0051539 GO:0009451 GO:0051536		KOG4355		PTHR11918:SF41 PTHR11918
fgenesh1_pm.2_HASH_254	GO:0005524 GO:0016773 GO:0005975	K00844	KOG1369	2.7.1.1	PTHR19443
fgenesh1_pm.2_HASH_269	GO:0000166 GO:0004812 GO:0005524 GO:0006418 GO:0005737 GO:0006412	K01869	KOG0435	6.1.1.4	PTHR11946:SF36 PTHR11946
fgenesh1_pm.2_HASH_271	GO:0016758 GO:0030246 GO:0005975 GO:0030259 GO:0009247	K03715		2.4.1.46	PTHR21015 PTHR21015:SF21
fgenesh1_pm.2_HASH_280	GO:0016491 GO:0050660 GO:0055114 GO:0045454 GO:0005737	K00382	KOG1335	1.8.1.4	PTHR22912 PTHR22912:SF49
fgenesh1_pm.2_HASH_281	GO:0016779 GO:0008152	K00972	KOG2388	2.7.7.23	PTHR11952 PTHR11952:SF2
fgenesh1_pm.2_HASH_294	GO:0016740 GO:0009058	K00801	KOG1459	2.5.1.21	PTHR11626
fgenesh1_pm.2_HASH_308	GO:0003677 GO:0030337 GO:0006275 GO:0043626 GO:0003684 GO:0008853 GO:0006281 GO:0005634		KOG1636		PTHR11352
fgenesh1_pm.2_HASH_321	GO:0008168 GO:0008152	K07056			PTHR21091 PTHR21091:SF18
fgenesh1_pm.2_HASH_328	GO:0006904 GO:0016192		KOG1301		PTHR11679:SF2 PTHR11679
fgenesh1_pm.2_HASH_331	GO:0004045 GO:0006412 GO:0006470 GO:0004725		KOG3305		PTHR11717 PTHR11717:SF2
fgenesh1_pm.3_HASH_12	GO:0003924 GO:0005525 GO:0000166	K06883	KOG1532		PTHR21231 PTHR21231:SF1
fgenesh1_pm.3_HASH_16	GO:0016853 GO:0005975	K01792	KOG1594	5.1.3.15	PTHR11122:SF9 PTHR11122
fgenesh1_pm.3_HASH_21	GO:0004066 GO:0006529 GO:0016740 GO:0008033 GO:0005737	K00566	KOG2805	2.8.1.-	PTHR11933
fgenesh1_pm.3_HASH_25	GO:0003824 GO:0030170 GO:0008152	K01738	KOG1252	2.5.1.47	PTHR10314 PTHR10314:SF8
fgenesh1_pm.3_HASH_46	GO:0016491 GO:0016706 GO:0055114	K06892	KOG0143		PTHR10209
fgenesh1_pm.3_HASH_52	GO:0004371 GO:0006071		KOG2426		PTHR10854
fgenesh1_pm.3_HASH_61	GO:0005215 GO:0006810 GO:0016020		KOG1291		PTHR11706 PTHR11706:SF13
fgenesh1_pm.3_HASH_63	GO:0016491 GO:0008152 GO:0003824 GO:0050662 GO:0044237		KOG0725		PTHR24322:SF76 PTHR24322
fgenesh1_pm.3_HASH_73	GO:0005524 GO:0009378 GO:0006281 GO:0006310 GO:0006260 GO:0005663 GO:0003689	K10755	KOG0989		PTHR11669
fgenesh1_pm.3_HASH_82	GO:0016851 GO:0015979 GO:0015995	K03405		6.6.1.1	
gw1.1.304.1	GO:0016491 GO:0008152 GO:0003824 GO:0050662 GO:0044237	K13606	KOG0725	1.1.1.294	PTHR24314 PTHR24314:SF37
fgenesh1_pm.3_HASH_96	GO:0004190 GO:0016021		KOG2443		PTHR12174 PTHR12174:SF23
fgenesh1_pm.3_HASH_107	GO:0008270	K10144	KOG1940		PTHR21319
fgenesh1_pm.3_HASH_128	GO:0005524 GO:0016887 GO:0016020		KOG0065		PTHR19241 PTHR19241:SF10
fgenesh1_pm.3_HASH_140	GO:0003723 GO:0006355	K03500	KOG1122	2.1.1.-	PTHR22807:SF12 PTHR22807
fgenesh1_pm.3_HASH_143	GO:0003924 GO:0005525		KOG0446		PTHR11566:SF62 PTHR11566
fgenesh1_pm.3_HASH_146	GO:0016491 GO:0055114	K00514	KOG0029	1.14.99.30	PTHR10742:SF6 PTHR10742
gw1.4.316.1	GO:0000902 GO:0005524				PTHR19375 PTHR19375:SF1
fgenesh1_pm.3_HASH_197	GO:0003824 GO:0046872 GO:0004619 GO:0030145 GO:0006007 GO:0005737	K01834	KOG4513	5.4.2.1	
fgenesh1_pm.3_HASH_209	GO:0005515	K08770	KOG0005		PTHR10666
fgenesh1_pm.3_HASH_232	GO:0003677 GO:0005524 GO:0003676 GO:0004386 GO:0016787	K10843	KOG1123	3.6.4.12	PTHR11274
fgenesh1_pm.3_HASH_238	GO:0016491 GO:0046872 GO:0055114	K04035		1.14.13.81	
fgenesh1_pm.3_HASH_251	GO:0000287 GO:0004634 GO:0006096 GO:0000015	K01689	KOG2670	4.2.1.11	PTHR11902
fgenesh1_pm.4_HASH_29	GO:0008168 GO:0008276 GO:0006479 GO:0005737 GO:0008152 GO:0016429 GO:0030488		KOG2904		PTHR18895:SF7 PTHR18895
gw1.16.116.1	GO:0005515		KOG0005		PTHR10666:SF9 PTHR10666
fgenesh1_pm.4_HASH_39	GO:0034023 GO:0006189 GO:0004638				
fgenesh1_pm.4_HASH_48	GO:0016020				
fgenesh1_pm.4_HASH_55	GO:0004672 GO:0005524 GO:0006468		KOG0192		PTHR23257:SF82 PTHR23257
fgenesh1_pm.4_HASH_58	GO:0005515				PTHR24006 PTHR24006:SF29
fgenesh1_pm.4_HASH_71	GO:0008652	K09903		2.7.4.22	PTHR26059 PTHR26059:SF1
fgenesh1_pm.4_HASH_72	GO:0003824 GO:0008299	K00991		2.7.7.60	PTHR19136:SF21 PTHR19136
fgenesh1_pm.4_HASH_84	GO:0005515	K03249	KOG2975		PTHR10540:SF6 PTHR10540
fgenesh1_pm.4_HASH_96	GO:0003677				PTHR10641 PTHR10641:SF77
fgenesh1_pm.4_HASH_116	GO:0006520	K01424	KOG0503	3.5.1.1	PTHR11707
fgenesh1_pm.4_HASH_130	GO:0000166 GO:0004812 GO:0005524 GO:0006418 GO:0005737 GO:0004824 GO:0006430 GO:0004817 GO:0006423 GO:0006412	K01883	KOG2007	6.1.1.16	PTHR10890
fgenesh1_pm.4_HASH_141	GO:0003747 GO:0006415 GO:0016149 GO:0005737	K02835	KOG2726		PTHR11075:SF13 PTHR11075
fgenesh1_pm.4_HASH_143	GO:0004672 GO:0005524 GO:0006468	K07376	KOG0614	2.7.11.12	PTHR24351:SF124 PTHR24351
fgenesh1_pm.4_HASH_145	GO:0004047 GO:0006546 GO:0005737		KOG2770		PTHR13847:SF38 PTHR13847
fgenesh1_pm.4_HASH_159	GO:0000166 GO:0005524 GO:0043039 GO:0005737 GO:0004812 GO:0006418 GO:0004819 GO:0006425 GO:0006412	K01886	KOG1148	6.1.1.18	PTHR10119:SF15 PTHR10119
fgenesh1_pm.4_HASH_174	GO:0016491 GO:0016706 GO:0055114	K00472		1.14.11.2	PTHR10869
fgenesh1_pm.4_HASH_188	GO:0004834 GO:0006568	K01695	KOG4175	4.2.1.20	PTHR10314 PTHR10314:SF4
fgenesh1_pm.4_HASH_189	GO:0005634		KOG2321		PTHR14927
fgenesh1_pm.4_HASH_191	GO:0003676 GO:0005524 GO:0008026 GO:0004386 GO:0005634		KOG0331		PTHR24031 PTHR24031:SF125
fgenesh1_pm.4_HASH_199	GO:0016491 GO:0008152 GO:0003854 GO:0016616 GO:0006694 GO:0055114 GO:0003824 GO:0050662 GO:0044237		KOG1203		PTHR14194 PTHR14194:SF15
fgenesh1_pm.4_HASH_203	GO:0005525 GO:0007264 GO:0019001 GO:0007186 GO:0005634 GO:0005737 GO:0005622	K07977	KOG0075		PTHR11711 PTHR11711:SF20
fgenesh1_pm.4_HASH_208	GO:0016491 GO:0046872 GO:0055114 GO:0003856 GO:0009073	K01735		4.2.3.4	PTHR21090
fgenesh1_pm.4_HASH_225	GO:0016772 GO:0016020				PTHR13773
fgenesh1_pm.4_HASH_241	GO:0016787		KOG0372		PTHR11668 PTHR11668:SF7
fgenesh1_pm.4_HASH_248	GO:0016787	K14403	KOG1137	3.1.27.-	PTHR11203 PTHR11203:SF11
fgenesh1_pm.4_HASH_256	GO:0016787		KOG0374		PTHR11668 PTHR11668:SF155
fgenesh1_pm.4_HASH_261	GO:0005515	K12795	KOG1309		PTHR22904 PTHR22904:SF69
fgenesh1_pm.4_HASH_278	GO:0016881 GO:0006464 GO:0005622	K10587	KOG0940	6.3.2.19	PTHR11254
fgenesh1_pm.4_HASH_279	GO:0003913 GO:0006281 GO:0003904	K01669	KOG0133	4.1.99.3	PTHR10211
fgenesh1_pm.5_HASH_12	GO:0016020		KOG1441		PTHR11132 PTHR11132:SF14
fgenesh1_pm.5_HASH_21	GO:0016209 GO:0016491 GO:0055114 GO:0051920	K11188	KOG0854	1.11.1.15 1.11.1.7 3.1.1.-	PTHR10681
fgenesh1_pm.5_HASH_24	GO:0016788 GO:0006505 GO:0006886 GO:0031227				
fgenesh1_pm.5_HASH_34	GO:0016209 GO:0016491 GO:0055114	K03564	KOG0852	1.11.1.15	PTHR10681:SF5 PTHR10681
fgenesh1_pm.5_HASH_41	GO:0016787	K04382	KOG0371	3.1.3.16	PTHR11668 PTHR11668:SF21
fgenesh1_pm.5_HASH_51	GO:0005524 GO:0016310 GO:0016301 GO:0050515 GO:0016114	K00919		2.7.1.148	PTHR20861 PTHR20861:SF2
fgenesh1_pm.5_HASH_77	GO:0005515 GO:0008138 GO:0006470	K04459	KOG1719	3.1.3.16 3.1.3.48	PTHR10159
fgenesh1_pm.5_HASH_84	GO:0003924 GO:0005525	K03596	KOG0462		PTHR23115 PTHR23115:SF40
fgenesh1_pm.5_HASH_93	GO:0003677 GO:0003899 GO:0006351	K03025	KOG3233	2.7.7.6	PTHR12780
fgenesh1_pm.5_HASH_95	GO:0008508 GO:0006814 GO:0016020		KOG2718		PTHR10361 PTHR10361:SF0
fgenesh1_pm.5_HASH_99	GO:0009055 GO:0051536				PTHR23426:SF1 PTHR23426
fgenesh1_pm.5_HASH_106	GO:0016853 GO:0005975 GO:0019318	K01785	KOG1604	5.1.3.3	PTHR10091
fgenesh1_pm.5_HASH_108	GO:0055114 GO:0004497	K06126	KOG3855	1.14.13.-	PTHR13789 PTHR13789:SF5
fgenesh1_pm.5_HASH_133	GO:0005515				PTHR12461:SF3 PTHR12461
fgenesh1_pm.5_HASH_146	GO:0005524 GO:0016887 GO:0016020		KOG0061		PTHR19241 PTHR19241:SF28
fgenesh1_pm.5_HASH_151	GO:0016020 GO:0005515	K08489	KOG0809		PTHR19957:SF57 PTHR19957
fgenesh1_pm.5_HASH_152	GO:0003824	K04532	KOG2016		PTHR10953:SF29 PTHR10953
fgenesh1_pm.5_HASH_157	GO:0004672 GO:0005524 GO:0006468		KOG0614		PTHR24353
fgenesh1_pm.5_HASH_174	GO:0006810 GO:0055085 GO:0016020 GO:0009847 GO:0016021 GO:0015171 GO:0003333		KOG1286		PTHR11785 PTHR11785:SF53
fgenesh1_pm.5_HASH_194	GO:0003824 GO:0051536 GO:0055114 GO:0006779 GO:0005737 GO:0004109	K02495		1.3.99.22	PTHR13932
fgenesh1_pm.5_HASH_197	GO:0009055 GO:0016491 GO:0055114 GO:0005515	K11450	KOG0029	1.-.-.-	PTHR10742:SF30 PTHR10742
fgenesh1_pm.5_HASH_228	GO:0016627 GO:0055114 GO:0003995 GO:0016491	K00249	KOG1469	1.3.99.3	PTHR10909 PTHR10909:SF147
fgenesh1_pm.5_HASH_246	GO:0016491 GO:0008152 GO:0003824 GO:0050662 GO:0044237		KOG0725		PTHR24322
fgenesh1_pm.5_HASH_248	GO:0005524 GO:0009378 GO:0006281 GO:0006310 GO:0003678 GO:0016887	K14571	KOG0733		PTHR23077 PTHR23077:SF16
fgenesh1_pm.6_HASH_25	GO:0016627 GO:0006629 GO:0005737 GO:0016021	K10258	KOG1639	1.3.1.-	PTHR10556 PTHR10556:SF28
fgenesh1_pm.6_HASH_29	GO:0016705 GO:0016117 GO:0016491 GO:0055114	K06443		1.14.-.-	PTHR10617 PTHR10617:SF31
fgenesh1_pm.6_HASH_42	GO:0008270	K12486			PTHR23180
fgenesh1_pm.6_HASH_44	GO:0019843 GO:0005622 GO:0003723	K02997	KOG3301		PTHR11831 PTHR11831:SF3
fgenesh1_pm.6_HASH_60	GO:0004107 GO:0009073	K01736	KOG4492	4.2.3.5	PTHR21085
fgenesh1_pm.6_HASH_70	GO:0009055	K03521	KOG3180		PTHR21294
fgenesh1_pm.6_HASH_72	GO:0016491 GO:0055114 GO:0016616 GO:0016615 GO:0006108		KOG1496		PTHR23382
fgenesh1_pm.6_HASH_125	GO:0005524 GO:0016887		KOG0927		PTHR19211:SF37 PTHR19211
fgenesh1_pm.6_HASH_127	GO:0003723 GO:0003735 GO:0006412 GO:0005622 GO:0005840	K02952	KOG3311		PTHR10871 PTHR10871:SF1
fgenesh1_pm.6_HASH_168	GO:0008270 GO:0016491 GO:0055114		KOG1198		PTHR11695 PTHR11695:SF28
fgenesh1_pm.6_HASH_183	GO:0003937 GO:0004643 GO:0006164 GO:0006188 GO:0003824	K00602	KOG2555	2.1.2.3 3.5.4.10	PTHR11692
fgenesh1_pm.6_HASH_187	GO:0016491 GO:0050660 GO:0055114	K03885	KOG2495	1.6.99.3	PTHR22915:SF4 PTHR22915
fgenesh1_pm.6_HASH_190	GO:0003723 GO:0008173 GO:0006396 GO:0008168		KOG0838		PTHR12029:SF7 PTHR12029
fgenesh1_pm.6_HASH_198	GO:0019867				PTHR12815 PTHR12815:SF6
fgenesh1_pm.6_HASH_223	GO:0016020		KOG2952		PTHR10926:SF0 PTHR10926
fgenesh1_pm.6_HASH_226	GO:0008508 GO:0006814 GO:0016020	K03453	KOG2718		PTHR10361 PTHR10361:SF0
fgenesh1_pm.7_HASH_8	GO:0003924 GO:0005525 GO:0006414 GO:0005622 GO:0003746		KOG0460		PTHR23115 PTHR23115:SF31
fgenesh1_pm.7_HASH_15	GO:0016491 GO:0055114 GO:0010181		KOG1158		PTHR19384 PTHR19384:SF41
fgenesh1_pm.7_HASH_19	GO:0004427 GO:0009678 GO:0016020	K01507		3.6.1.1	
fgenesh1_pm.7_HASH_22	GO:0055114 GO:0016491		KOG1575		PTHR11732:SF88 PTHR11732
gw1.16.117.1	GO:0004672 GO:0005524 GO:0006468	K06276	KOG0598	2.7.11.1	PTHR24352
fgenesh1_pm.7_HASH_40	GO:0008168 GO:0006139				PTHR14475 PTHR14475:SF2
fgenesh1_pm.7_HASH_41	GO:0005525 GO:0006614 GO:0003924 GO:0005047 GO:0006886 GO:0005785	K13431	KOG0781		PTHR11564 PTHR11564:SF8
fgenesh1_pm.7_HASH_43	GO:0004553	K12373		3.2.1.52	PTHR22600
fgenesh1_pm.7_HASH_80	GO:0005524 GO:0016887 GO:0042626 GO:0006810 GO:0055085 GO:0016021		KOG0058		PTHR24221
fgenesh1_pm.7_HASH_104	GO:0000166 GO:0004812 GO:0005524 GO:0006418 GO:0005737 GO:0006412 GO:0006427 GO:0004821	K01892	KOG1936	6.1.1.21	PTHR11476
fgenesh1_pm.7_HASH_122	GO:0005515	K09613	KOG1554	3.4.-.-	PTHR10410 PTHR10410:SF6
fgenesh1_pm.7_HASH_145	GO:0005524 GO:0016887				PTHR19241
fgenesh1_pm.7_HASH_148	GO:0009103	K00979		2.7.7.38	PTHR21485 PTHR21485:SF4
fgenesh1_pm.7_HASH_156	GO:0005515 GO:0008236 GO:0006508				PTHR18868:SF10 PTHR18868
fgenesh1_pm.7_HASH_171	GO:0019843 GO:0005622 GO:0003723	K14560	KOG4655		PTHR11831 PTHR11831:SF1
fgenesh1_pm.7_HASH_183	GO:0008565 GO:0006886		KOG1991		PTHR10997:SF18 PTHR10997
fgenesh1_pm.7_HASH_199	GO:0008270 GO:0006886 GO:0006888 GO:0030127	K14006	KOG1986		PTHR11141
fgenesh1_pm.7_HASH_205	GO:0003824	K08337	KOG2337		PTHR10953
fgenesh1_pm.7_HASH_208	GO:0003677 GO:0003918 GO:0005524 GO:0006265 GO:0005694	K03164	KOG0355	5.99.1.3	PTHR10169:SF19 PTHR10169
fgenesh1_pm.7_HASH_214	GO:0008270 GO:0070403 GO:0006476 GO:0016811 GO:0006355 GO:0006342		KOG2683		PTHR11085
fgenesh1_pm.8_HASH_12	GO:0003735 GO:0006412 GO:0005840	K02866	KOG0857		PTHR11726
fgenesh1_pm.8_HASH_19	GO:0004181 GO:0006508				
fgenesh1_pm.8_HASH_28	GO:0008483 GO:0030170	K14286	KOG1403	2.6.1.-	PTHR11986 PTHR11986:SF23
fgenesh1_pm.8_HASH_41	GO:0003824	K11996	KOG2017		PTHR10953:SF79 PTHR10953
fgenesh1_pm.8_HASH_53	GO:0004499 GO:0050660 GO:0050661 GO:0055114 GO:0009055 GO:0016491		KOG1399		PTHR23023 PTHR23023:SF6
fgenesh1_pm.8_HASH_66	GO:0003824	K01598	KOG0672	4.1.1.36	PTHR14359
fgenesh1_pm.8_HASH_86	GO:0005215 GO:0006810 GO:0016020		KOG1291		PTHR11706 PTHR11706:SF8
fgenesh1_pm.8_HASH_110	GO:0009055 GO:0016491 GO:0055114		KOG4254		PTHR10668:SF5 PTHR10668
fgenesh1_pm.8_HASH_127	GO:0006511 GO:0005622	K05609	KOG1415	3.4.19.12	PTHR10589 PTHR10589:SF17
fgenesh1_pm.8_HASH_128	GO:0055114		KOG3022		PTHR23264 PTHR23264:SF3
fgenesh1_pm.8_HASH_131	GO:0016746 GO:0016747 GO:0006633 GO:0016020 GO:0008610				
fgenesh1_pm.9_HASH_30	GO:0005515 GO:0030071 GO:0005680	K03355	KOG1155		PTHR12558 PTHR12558:SF10
fgenesh1_pm.9_HASH_55	GO:0004853 GO:0006779		KOG2872		PTHR21091 PTHR21091:SF2
fgenesh1_pm.9_HASH_58	GO:0005524		KOG0787		PTHR11947 PTHR11947:SF3
fgenesh1_pm.9_HASH_60	GO:0003777 GO:0005524 GO:0007018				PTHR24115
fgenesh1_pm.9_HASH_71	GO:0004784 GO:0046872 GO:0006801 GO:0055114		KOG0876		PTHR11404 PTHR11404:SF8
fgenesh1_pm.9_HASH_80	GO:0004672 GO:0005524 GO:0006468		KOG0663		PTHR24056 PTHR24056:SF86
fgenesh1_pm.9_HASH_82	GO:0006412 GO:0005840 GO:0005622 GO:0003735	K02951	KOG3406		PTHR11843
fgenesh1_pm.9_HASH_86	GO:0016810 GO:0006807	K13566	KOG0806	3.5.1.3	PTHR23088
fgenesh1_pm.9_HASH_89	GO:0003824		KOG1379		PTHR12320
fgenesh1_pm.9_HASH_90	GO:0016787				PTHR22769
fgenesh1_pm.9_HASH_101	GO:0004672 GO:0005524 GO:0006468	K08819	KOG0600	2.7.11.22	PTHR24056 PTHR24056:SF77
fgenesh1_pm.9_HASH_104	GO:0004408 GO:0005739	K01764	KOG3996	4.4.1.17	PTHR12743
fgenesh1_pm.9_HASH_107	GO:0004635 GO:0000105	K11755		3.5.4.19 3.6.1.31	PTHR21256:SF3 PTHR21256
fgenesh1_pm.9_HASH_108	GO:0016787 GO:0008299 GO:0004452	K01823	KOG0142	5.3.3.2	PTHR10885 PTHR10885:SF0
fgenesh1_pm.9_HASH_128	GO:0005515		KOG4555		PTHR22904:SF60 PTHR22904
fgenesh1_pm.9_HASH_129	GO:0005524 GO:0016874 GO:0009058				PTHR23135 PTHR23135:SF4
fgenesh1_pm.9_HASH_139	GO:0008233 GO:0006508	K04773		3.4.21.-	PTHR10381 PTHR10381:SF2
fgenesh1_pm.9_HASH_158	GO:0005524 GO:0044267		KOG0356		PTHR11353:SF8 PTHR11353
fgenesh1_pm.10_HASH_23	GO:0003677 GO:0003899 GO:0006351	K03007	KOG3497		PTHR23413
fgenesh1_pm.10_HASH_34	GO:0003854 GO:0016616 GO:0006694 GO:0055114 GO:0003824 GO:0050662 GO:0044237		KOG1502		PTHR10366 PTHR10366:SF9
fgenesh1_pm.10_HASH_47	GO:0005524 GO:0044267	K04077	KOG0356		PTHR11353
fgenesh1_pm.10_HASH_55	GO:0003824		KOG0698		PTHR13832 PTHR13832:SF186
fgenesh1_pm.10_HASH_58	GO:0003922 GO:0005524 GO:0006164 GO:0006177 GO:0016787 GO:0006541	K01951	KOG1622	6.3.5.2	PTHR11922 PTHR11922:SF2
fgenesh1_pm.10_HASH_81	GO:0004637 GO:0009113	K01945		6.3.4.13	PTHR10520
fgenesh1_pm.10_HASH_89	GO:0022857 GO:0055085 GO:0016021		KOG0254		PTHR24063 PTHR24063:SF116
gw1.14.130.1	GO:0015299 GO:0006812 GO:0055085 GO:0016021				PTHR10110:SF20 PTHR10110
fgenesh1_pm.10_HASH_102	GO:0004146 GO:0006545 GO:0009165 GO:0055114 GO:0004799 GO:0006231	K13998	KOG0673	1.5.1.3 2.1.1.45	PTHR11549:SF2 PTHR11549
fgenesh1_pm.10_HASH_114	GO:0006508 GO:0005838	K03031	KOG3151		PTHR12387
fgenesh1_pm.10_HASH_143	GO:0016020	K07052			
fgenesh1_pm.10_HASH_149	GO:0016616 GO:0051287 GO:0008152 GO:0055114 GO:0048037		KOG0069		PTHR10996 PTHR10996:SF12
fgenesh1_pm.10_HASH_153	GO:0005515 GO:0003746 GO:0006414 GO:0005622				PTHR11741
fgenesh1_pm.10_HASH_160	GO:0008168 GO:0008152		KOG2361		PTHR22809
fgenesh1_pm.10_HASH_169	GO:0004252 GO:0006508		KOG1320		PTHR22939:SF21 PTHR22939
fgenesh1_pm.10_HASH_179	GO:0008152 GO:0030170 GO:0006520 GO:0016829	K01760	KOG0053	4.4.1.8	PTHR11808 PTHR11808:SF18
fgenesh1_pm.11_HASH_1	GO:0005524 GO:0009378 GO:0006281 GO:0006310		KOG0733		PTHR23077
fgenesh1_pm.11_HASH_2	GO:0003723 GO:0008173 GO:0006396 GO:0008168				PTHR12029:SF26 PTHR12029
fgenesh1_pm.11_HASH_3	GO:0006744 GO:0055114				
fgenesh1_pm.11_HASH_8	GO:0005315 GO:0006817 GO:0016020		KOG2493		PTHR11101:SF7 PTHR11101
fgenesh1_pm.11_HASH_17	GO:0044237	K03239	KOG1466		PTHR10233 PTHR10233:SF7
fgenesh1_pm.11_HASH_37	GO:0004555 GO:0005991	K01194	KOG0602	3.2.1.28	PTHR23403:SF1 PTHR23403
fgenesh1_pm.11_HASH_38	GO:0016747 GO:0008152	K00626	KOG1390	2.3.1.9	PTHR18919:SF7 PTHR18919
fgenesh1_pm.11_HASH_40	GO:0016740 GO:0030170 GO:0009058 GO:0008152	K11717	KOG1549	2.8.1.7 4.4.1.16	PTHR11601
fgenesh1_pm.11_HASH_50	GO:0003677 GO:0043565 GO:0005622	K11251	KOG1756		PTHR23430
fgenesh1_pm.11_HASH_51	GO:0020037 GO:0009055 GO:0055114 GO:0016491 GO:0030151	K00360	KOG0535	1.7.1.1	PTHR19370:SF5 PTHR19370
fgenesh1_pm.11_HASH_61	GO:0006777	K03639			PTHR22960
fgenesh1_pm.11_HASH_66	GO:0008374 GO:0006629 GO:0004607	K00679	KOG2369	2.3.1.158	PTHR11440 PTHR11440:SF4
fgenesh1_pm.11_HASH_83	GO:0019239 GO:0009168	K01488	KOG1097	3.5.4.4	PTHR11409 PTHR11409:SF21
