Gene ID	GO	KO
kfl00096_0230	GO:0055085 GO:0016021 GO:0022857	
kfl00096_0240	GO:0046854 GO:0006790 GO:0008441	K15422
kfl00096_0250	GO:0005509	
kfl00096_0260	GO:0018106 GO:0016310 GO:0007165 GO:0016020 GO:0005524 GO:0004673 GO:0016772 GO:0000155	
kfl00096_0270	GO:0006950	
kfl00097_0030	GO:0006855 GO:0055085 GO:0016020 GO:0015297 GO:0015238	
kfl00097_0040	GO:0008152 GO:0000166 GO:0016491	K22418
kfl00097_0070	GO:0006629 GO:0008152	
kfl00097_0090	GO:0055085 GO:0016021	
kfl00097_0100	GO:0005488 GO:0005515	
kfl00097_0150	GO:0008652	K06981
kfl00097_0160	GO:0006351 GO:0005634 GO:0003677 GO:0003899 GO:0032549	K03002
kfl00097_0170	GO:0006351 GO:0003677 GO:0003899 GO:0032549	
kfl00097_0180	GO:0006811 GO:0055085 GO:0016020 GO:0005509 GO:0005216	
kfl00097_0190	GO:0003677 GO:0005515	K09422
kfl00097_0220	GO:0005509	K17991
kfl00097_0230	GO:0016772	
kfl00097_0240	GO:0006457	
kfl00097_0250	GO:0006508 GO:0016021 GO:0004252	
kfl00097_0270	GO:0006468 GO:0005524 GO:0004672 GO:0004674 GO:0004713 GO:0016772	K08794
kfl00097_0280	GO:0005524 GO:0017111 GO:0000166	K22530
kfl00097_0310	GO:0005515	K14012
kfl00097_0320	GO:0006511 GO:0031461 GO:0031625	K03349
kfl00097_0350	GO:0016788	K18467
kfl00097_0360	GO:0006468 GO:0005524 GO:0004672 GO:0004674 GO:0004713 GO:0016772	K14498
kfl00097_0370	GO:0030036 GO:0016043 GO:0003779 GO:0005515	
kfl00097_0380	GO:0016787	
kfl00098_0010p	GO:0019904	
kfl00098_0020	GO:0003676 GO:0000166	K12831
kfl00098_0030	GO:0006412 GO:0005622 GO:0005840 GO:0019843 GO:0003735	K02887
kfl00098_0050	GO:0006468 GO:0005524 GO:0005488 GO:0004672 GO:0004674 GO:0004713 GO:0016772	K17545
kfl00098_0060	GO:0015979 GO:0009654 GO:0009523 GO:0042651	K03541
kfl00098_0070	GO:0005525 GO:0051020 GO:0005085	K21852
kfl00098_0080	GO:0009765 GO:0016020	K08912
kfl00098_0090	GO:0009765 GO:0016020	K08912
kfl00098_0150	GO:0008152 GO:0003824	K05605
kfl00098_0170	GO:0008152 GO:0003824	
kfl00098_0180	GO:0009451 GO:0043412 GO:0018339 GO:0005575 GO:0005737 GO:0051539 GO:0003824 GO:0051536 GO:0016740	K14441
kfl00098_0210	GO:0008168	
kfl00098_0220	GO:0005488	
kfl00098_0230	GO:0005488 GO:0005515	
kfl00098_0240	GO:0006281 GO:0005622 GO:0003677 GO:0004519 GO:0004518 GO:0003676	K01142
kfl00098_0270	GO:0005488 GO:0005515	
kfl00098_0280	GO:0006950	
kfl00098_0290	GO:0006355 GO:0046983 GO:0043565 GO:0003700	
kfl00098_0330	GO:0006468 GO:0005524 GO:0004672 GO:0004713 GO:0016772	
kfl00098_0380	GO:0005515	
kfl00099_0040	GO:0055085 GO:0016021	K07088
kfl00099_0050	GO:0006468 GO:0005524 GO:0004707 GO:0004672 GO:0004674 GO:0004713 GO:0016772	K14512
kfl00099_0080	GO:0016020	
kfl00099_0100	GO:0005515 GO:0008270	K13125
kfl00099_0110	GO:0004866	
kfl00099_0120	GO:0005576 GO:0005615	
kfl00099_0140	GO:0008270	K20028
kfl00099_0150	GO:0016226 GO:0051536 GO:0005198	K22072
kfl00099_0160	GO:0006506 GO:0016021 GO:0017176	K03859
kfl00099_0170	GO:0009166 GO:0016787	
kfl00099_0200	GO:0006334 GO:0000786 GO:0005634 GO:0003677	
kfl00099_0220	GO:0006464 GO:0015031	K12183
kfl00099_0230	GO:0055114 GO:0031418 GO:0005506 GO:0016491 GO:0016705 GO:0016706	K00472
kfl00099_0250	GO:0000166	
kfl00099_0260	GO:0005515	
kfl00100_0010	GO:0003677 GO:0005515 GO:0008270	K11649
kfl00100_0020	GO:0006508 GO:0004197	K22684
kfl00100_0030	GO:0005515	
kfl00100_0040	GO:0008152 GO:0003824 GO:0004802	K00615
kfl00100_0050	GO:0005992 GO:0003825 GO:0003824	K16055
kfl00100_0070	GO:0005488 GO:0005515 GO:0008270	
kfl00100_0080	GO:0006355 GO:0046983 GO:0043565 GO:0003700	
kfl00100_0090	GO:0008033 GO:0003723 GO:0004809	K00555
kfl00100_0130	GO:0004518	
kfl00100_0140	GO:0005515	
kfl00100_0150	GO:0008152 GO:0008168	
kfl00100_0160	GO:0019752 GO:0009098 GO:0006508 GO:0003852 GO:0004190 GO:0003824 GO:0046912	K01649
kfl00100_0170	GO:0009765 GO:0016020	K08907
kfl00100_0210	GO:0005524 GO:0017111 GO:0000166	
kfl00100_0230	GO:0006457 GO:0005488 GO:0031072 GO:0005515 GO:0051082	K09527
kfl00100_0250	GO:0006269 GO:0003896 GO:0016779	K02685
kfl00100_0290	GO:0006139 GO:0005622 GO:0008408 GO:0003676	
kfl00100_0300	GO:0003824 GO:0030170 GO:0016740 GO:0016785	K03341
kfl00100_0310	GO:0006006 GO:0055114 GO:0051287 GO:0050661 GO:0000166 GO:0016620	K05298
kfl00100_0340	GO:0008152 GO:0008168	
kfl00101_0030	GO:0005488 GO:0005515	
kfl00101_0050	GO:0003676 GO:0000166 GO:0005515 GO:0008270	
kfl00101_0060	GO:0006526 GO:0005524 GO:0004055	K01940
kfl00101_0070	GO:0006289 GO:0019538 GO:0005524 GO:0003677 GO:0004518 GO:0017111 GO:0000166	K03696
kfl00101_0080	GO:0003968 GO:0000166	
kfl00101_0120	GO:0006281 GO:0005524 GO:0003684 GO:0017111 GO:0000166	K04485
kfl00101_0130	GO:0005850 GO:0003723 GO:0003743	K03237
kfl00101_0160	GO:0006364 GO:0005737 GO:0008173 GO:0003824 GO:0051536	K06941
kfl00101_0170	GO:0016021 GO:0016758	K08238
kfl00101_0180	GO:0016021 GO:0016758	K08238
kfl00101_0190	GO:0055085 GO:0006810 GO:0016021 GO:0005524 GO:0016887 GO:0042626 GO:0017111 GO:0000166	
kfl00101_0200	GO:0005515 GO:0008270	
kfl00101_0210	GO:0008152 GO:0016787 GO:0008967	
kfl00101_0220	GO:0009108 GO:0051539 GO:0003824 GO:0051536 GO:0016765	
kfl00101_0240	GO:0016311 GO:0006470 GO:0016791 GO:0008138	K05766
kfl00101_0250	GO:0055114 GO:0016491 GO:0016706	
kfl00101_0290	GO:0003676 GO:0005515 GO:0008270	
kfl00102_0020	GO:0005515	
kfl00102_0100	GO:0005524 GO:0008026 GO:0004386 GO:0003676 GO:0017111 GO:0000166	K12854
kfl00102_0110	GO:0016567 GO:0000151 GO:0004842	
kfl00102_0160	GO:0006189 GO:0034023 GO:0005524 GO:0003824 GO:0016874 GO:0046872 GO:0004638	K11808
kfl00102_0180	GO:0005515	K19676
kfl00102_0190	GO:0006633 GO:0055114 GO:0005506 GO:0016491	K00227
kfl00102_0200	GO:0006596 GO:0003824	K01581
kfl00102_0220	GO:0005515	
kfl00102_0240	GO:0005524 GO:0003677 GO:0004386 GO:0016787 GO:0003676	
kfl00102_0250	GO:0016998 GO:0005515	
kfl00102_0260p	GO:0003676 GO:0000166	
kfl00103_0010p	GO:0005515	
kfl00103_0020	GO:0018106 GO:0016310 GO:0007165 GO:0005524 GO:0004673 GO:0016772 GO:0000155	
kfl00103_0040	GO:0005975 GO:0003824 GO:0043169 GO:0004553	
kfl00103_0050	GO:0005515	K19219
kfl00103_0070	GO:0000166	
kfl00103_0080	GO:0016772	K08869
kfl00103_0090	GO:0005515 GO:0008270	
kfl00103_0130	GO:0016117 GO:0055114 GO:0009536 GO:0016491 GO:0016705	K02293
kfl00103_0140	GO:0003723	
kfl00103_0150	GO:0008152 GO:0006796 GO:0005524 GO:0016301 GO:0016773	K00876
kfl00103_0170	GO:0009058	K03844
kfl00103_0190	GO:0005622 GO:0005515 GO:0008270	
kfl00103_0210	GO:0006260 GO:0005664 GO:0003677	
kfl00103_0220	GO:0015671 GO:0020037 GO:0005506 GO:0019825	
kfl00103_0230p	GO:0008152 GO:0000166 GO:0016491	
kfl00104_0020	GO:0005525	K19788
kfl00104_0030	GO:0005515	
kfl00104_0050	GO:0016125 GO:0005783 GO:0016021 GO:0047750	K01824
kfl00104_0060	GO:0005622 GO:0008270	
kfl00104_0070	GO:0015979 GO:0019898 GO:0009654 GO:0009523 GO:0005509	K08901
kfl00104_0100	GO:0006355 GO:0016602 GO:0005634 GO:0003677 GO:0003700	K08064
kfl00104_0130	GO:0006412 GO:0005622 GO:0005840 GO:0003735	K02891
kfl00104_0150	GO:0030163	K06891
kfl00104_0160	GO:0006281 GO:0003887 GO:0003684	K03511
kfl00104_0180	GO:0030163 GO:0005515	
kfl00104_0200	GO:0051603 GO:0005839 GO:0004175 GO:0004298	K02734
kfl00104_0210	GO:0005488 GO:0005515	K16365
kfl00104_0220	GO:0000166 GO:0005515	
kfl00104_0230	GO:0005515	
kfl00104_0240	GO:0045132 GO:0000775 GO:0005634	
kfl00104_0290	GO:0009058 GO:0016841 GO:0003824	K10775
kfl00104_0310	GO:0019277 GO:0003824 GO:0016740 GO:0016765	
kfl00104_0320	GO:0006457 GO:0003755	K12733
kfl00104_0340	GO:0007049 GO:0016538	K02219
kfl00104_0350	GO:0009765 GO:0016020	K08916
kfl00104_0360	GO:0005515	
kfl00104_0370	GO:0009765 GO:0016020	K14172
kfl00105_0030	GO:0005515	
kfl00105_0040	GO:0030833 GO:0005856	K05756
kfl00105_0050	GO:0003676 GO:0000166 GO:0008270	K12885
kfl00105_0080	GO:0015996 GO:0047746	
kfl00105_0100	GO:0005515	K09613
kfl00105_0110	GO:0006486 GO:0016020 GO:0008378	
kfl00105_0120	GO:0005515	
kfl00105_0130	GO:0016042 GO:0003847	K01062
kfl00105_0150	GO:0005622 GO:0008270	
kfl00105_0180	GO:0008033 GO:0008168	K15446
kfl00105_0190	GO:0005975 GO:0042578	K03841
kfl00105_0200	GO:0055085 GO:0006810 GO:0016021 GO:0005215	
kfl00105_0210	GO:0005515	
kfl00105_0260	GO:0000166	
kfl00105_0280	GO:0005524 GO:0008026 GO:0004386 GO:0003676	K18655
kfl00105_0290	GO:0005488	K14832
kfl00106_0010	GO:0005515	
kfl00106_0020	GO:0006334 GO:0000786 GO:0005634 GO:0003677	K11252
kfl00106_0030	GO:0006334 GO:0000786 GO:0005634 GO:0003677	K11251
kfl00106_0040	GO:0006468 GO:0005524 GO:0005515 GO:0004672 GO:0004713 GO:0016772	
kfl00106_0060	GO:0030163 GO:0005737 GO:0005524 GO:0016787 GO:0017111 GO:0000166	K03062
kfl00106_0070	GO:0006418 GO:0006438 GO:0005737 GO:0005524 GO:0004812 GO:0000166 GO:0004832	K01873
kfl00106_0080	GO:0015979 GO:0019898 GO:0009654 GO:0009523 GO:0005509	
kfl00106_0120	GO:0000902	
kfl00106_0130	GO:0006334 GO:0000786 GO:0005634 GO:0003677	
kfl00106_0140	GO:0055114 GO:0000166 GO:0016491 GO:0016747 GO:0008270	K00344
kfl00106_0150	GO:0006457 GO:0003755	K03768
kfl00106_0170	GO:0044267 GO:0006457 GO:0005524 GO:0051082	K09497
kfl00106_0180	GO:0071805 GO:0016020 GO:0005267	K05389
kfl00106_0190	GO:0006508 GO:0003824 GO:0005515 GO:0004252	K22686
kfl00106_0200	GO:0008616 GO:0006400 GO:0008479	K15407
kfl00106_0210	GO:0005515	
kfl00106_0220	GO:0005488 GO:0005515	K19683
kfl00106_0230	GO:0006468 GO:0005524 GO:0004672 GO:0016772	
kfl00106_0240	GO:0006468 GO:0005488 GO:0004672 GO:0016772	
kfl00106_0250	GO:0006260 GO:0003697	
kfl00107_0020	GO:0006887 GO:0048278 GO:0005737	K19984
kfl00107_0030	GO:0006754 GO:0006812 GO:0008152 GO:0016021 GO:0016020 GO:0005524 GO:0016887 GO:0015662 GO:0003824 GO:0046872 GO:0000166	K01535
kfl00107_0050	GO:0005524 GO:0003824 GO:0016874 GO:0046872	K14755
kfl00107_0060	GO:0016020	
kfl00107_0090	GO:0005488 GO:0005515	
kfl00107_0100	GO:0006486 GO:0030173 GO:0008373	
kfl00107_0110	GO:0004017	
kfl00107_0140	GO:0008654 GO:0016020 GO:0016780	K08744
kfl00107_0150	GO:0005634 GO:0003677	
kfl00107_0170	GO:0006950 GO:0009415	
kfl00107_0180	GO:0015031 GO:0007165 GO:0007264 GO:0005622 GO:0016020 GO:0005525 GO:0003924 GO:0005509	K07870
kfl00107_0190	GO:0006412 GO:0015934 GO:0003735	K02876
kfl00107_0200	GO:0006334 GO:0000786 GO:0005634 GO:0003677	K11251
kfl00107_0220	GO:0006481 GO:0016021 GO:0004671	K00587
kfl00107_0230	GO:0042218 GO:0009058 GO:0016847 GO:0003824 GO:0030170 GO:0016769	K14272
kfl00107_0240	GO:0006869 GO:0042157 GO:0006457 GO:0005576 GO:0031072 GO:0008289 GO:0051082	
kfl00107_0260	GO:0006635 GO:0006631 GO:0008152 GO:0055114 GO:0005777 GO:0003995 GO:0003997 GO:0050660 GO:0016627	K00232
kfl00108_0040	GO:0005488	K14026
kfl00108_0050	GO:0016567 GO:0000151 GO:0004842	
kfl00108_0070	GO:0005509	
kfl00108_0080	GO:0005515 GO:0008270	
kfl00108_0100	GO:0006355 GO:0005515 GO:0043565 GO:0003700 GO:0008270	
kfl00108_0110	GO:0016021	
kfl00108_0130	GO:0006306 GO:0005634 GO:0003677	K00558
kfl00108_0140	GO:0016787 GO:0005506 GO:0030145 GO:0004721 GO:0005515	
kfl00108_0170	GO:0005525 GO:0003924	K06949
kfl00108_0190	GO:0006813 GO:0016020 GO:0005515 GO:0005249	
kfl00108_0200	GO:0055114 GO:0006979 GO:0020037 GO:0004601	K00434
kfl00108_0210	GO:0003676 GO:0008270	
kfl00108_0220	GO:0005515	
kfl00109_0020	GO:0018738	K01070
kfl00109_0030	GO:0006069 GO:0055114 GO:0051903 GO:0000166 GO:0016491 GO:0008270	K00121
kfl00109_0040	GO:0055114 GO:0000166 GO:0016491	
kfl00109_0060	GO:0016757	
kfl00109_0070	GO:0008171	
kfl00109_0080	GO:0016787 GO:0016818 GO:0046872	K08077
kfl00109_0090	GO:0009058 GO:0016844	K21407
kfl00109_0130	GO:0006412 GO:0005622 GO:0005840 GO:0003735	K02912
kfl00109_0140	GO:0006396 GO:0003723 GO:0005515	K12825
kfl00109_0150	GO:0008270	
kfl00109_0170	GO:0016757	
kfl00109_0180	GO:0008270	
kfl00109_0190	GO:0005622	
kfl00109_0210	GO:0005515	K10751
kfl00109_0220	GO:0007154 GO:0035091 GO:0005515	K17917
kfl00109_0260	GO:0006281 GO:0005622 GO:0003887 GO:0003684	K03515
kfl00109_0270	GO:0006784 GO:0055114 GO:0016020 GO:0016627	K02259
kfl00109_0280	GO:0005524	
kfl00109_0290	GO:0055114 GO:0016209 GO:0016491 GO:0051920	
kfl00109_0320	GO:0055114 GO:0016491	
kfl00109_0330	GO:0008152 GO:0003824	K07517
kfl00110_0030	GO:0005515	K11790
kfl00110_0050	GO:0016747	K22848
kfl00110_0090	GO:0008270	
kfl00110_0110	GO:0005622 GO:0004527 GO:0003676 GO:0008270	K18417
kfl00110_0120	GO:0006468 GO:0005524 GO:0004672 GO:0016772	K08869
kfl00110_0130	GO:0008270	
kfl00110_0150	GO:0006412 GO:0005622 GO:0005840 GO:0003735	K02920
kfl00110_0160	GO:0006520 GO:0006591 GO:0016597 GO:0016743 GO:0004585	K00611
kfl00110_0180	GO:0055114 GO:0051537 GO:0016491	
kfl00110_0190	GO:0005975 GO:0004553	
kfl00110_0200	GO:0015074 GO:0006310 GO:0003677	
kfl00110_0220	GO:0009987 GO:0016787	K01262
kfl00110_0230	GO:0005975 GO:0004553	
kfl00110_0240	GO:0005488 GO:0005515	
kfl00110_0250	GO:0005515	
kfl00110_0260	GO:0005509	
kfl00110_0270	GO:0005515	
kfl00110_0290	GO:0006811 GO:0055085 GO:0016020 GO:0005509 GO:0005216	K16900
kfl00110_0300	GO:0008270	
kfl00110_0320	GO:0008270	
kfl00110_0350	GO:0015979 GO:0019898 GO:0009654 GO:0009523 GO:0005509	
kfl00110_0360	GO:0005488	
kfl00111_0010	GO:0006470 GO:0004725	
kfl00111_0030	GO:0006810 GO:0016020 GO:0005215	
kfl00111_0040	GO:0006629 GO:0006665 GO:0005764	K12382
kfl00111_0070	GO:0006468 GO:0005524 GO:0004672 GO:0004674 GO:0004713 GO:0016772	K06632
kfl00111_0100	GO:0008152 GO:0016746	
kfl00111_0110	GO:0055085 GO:0006810 GO:0005488	K15113
kfl00111_0130	GO:0005488 GO:0031072 GO:0005515	
kfl00111_0140	GO:0005515	
kfl00111_0170	GO:0016020	
kfl00111_0180	GO:0006508 GO:0004252	K01358
kfl00111_0190	GO:0007034 GO:0030904	K18466
kfl00111_0210	GO:0006468 GO:0005524 GO:0004672 GO:0004674 GO:0004713 GO:0016772	K02208
kfl00111_0240	GO:0005515	
kfl00111_0280	GO:0015851 GO:0016020 GO:0015205	K03457
kfl00111_0290	GO:0005515	
kfl00111_0300	GO:0005515	K02184
kfl00111_0310	GO:0030036 GO:0016043 GO:0003779	
kfl00111_0320	GO:0003676 GO:0000166 GO:0008270	
kfl00111_0330	GO:0006306 GO:0003677	
kfl00111_0340p	GO:0015074 GO:0006278 GO:0003723 GO:0003964 GO:0003676	
kfl00112_0010	GO:0005634 GO:0005488	K11492
kfl00112_0020	GO:0005524 GO:0003677 GO:0004386 GO:0003676 GO:0005515 GO:0008270	
kfl00112_0040	GO:0005515	
kfl00112_0050	GO:0006468 GO:0005524 GO:0004672 GO:0004674 GO:0004713 GO:0016772	
kfl00112_0070	GO:0051726 GO:0000079 GO:0005634 GO:0019901	K06627
kfl00112_0080	GO:0006812 GO:0008152 GO:0016020 GO:0005524 GO:0015662 GO:0003824 GO:0046872 GO:0000166	K01537
kfl00112_0090	GO:0005975 GO:0003824 GO:0043169 GO:0004553	
kfl00112_0110	GO:0005975 GO:0016773	K00854
kfl00112_0120	GO:0005975 GO:0009045	K01805
kfl00112_0130	GO:0006081 GO:0008152 GO:0055114 GO:0004030 GO:0016491 GO:0016620	K00128
kfl00112_0140	GO:0006810 GO:0016020 GO:0030288 GO:0005234 GO:0004970 GO:0005215	K05387
kfl00112_0150	GO:0006810 GO:0016020 GO:0030288 GO:0005234 GO:0004970 GO:0005215	
kfl00112_0160	GO:0055085 GO:0016021 GO:0005886 GO:0005215	
kfl00112_0190	GO:0016020	
kfl00112_0200	GO:0006511	K11842
kfl00112_0210	GO:0006468 GO:0005524 GO:0004672 GO:0004674 GO:0004713 GO:0016772	
kfl00113_0020	GO:0006412 GO:0008168	
kfl00113_0040	GO:0008270	
kfl00113_0050	GO:0008270	
kfl00113_0060	GO:0009451 GO:0001522 GO:0003723 GO:0009982	K06180
kfl00113_0080	GO:0008270	
kfl00113_0100	GO:0045226 GO:0008831 GO:0000166	
kfl00113_0110	GO:0005515	K12880
kfl00113_0130	GO:0005515 GO:0008270	K16274
kfl00113_0140	GO:0044249 GO:0009116 GO:0009165 GO:0009156 GO:0000287 GO:0004749	K00948
kfl00113_0150	GO:0044267 GO:0006457 GO:0042026 GO:0005737 GO:0005524	
kfl00113_0160	GO:0006355 GO:0005515 GO:0043565 GO:0003700	
kfl00113_0180	GO:0006355 GO:0005634 GO:0003677 GO:0005515 GO:0043565 GO:0003700	
kfl00113_0200	GO:0008152 GO:0003824 GO:0016787 GO:0046872 GO:0004222	
kfl00113_0210	GO:0005622 GO:0008270	
kfl00113_0230	GO:0042147	K17600
kfl00113_0260	GO:0006415 GO:0005737 GO:0005525 GO:0003924 GO:0016149	
kfl00113_0270	GO:0005515	
kfl00113_0290	GO:0016020	
kfl00114_0020	GO:0055114 GO:0005506 GO:0016491 GO:0016706	
kfl00114_0040	GO:0005515 GO:0008270	
kfl00114_0050	GO:0005525 GO:0003924	K21594
kfl00114_0060	GO:0042254 GO:0005622 GO:0008270	K14574
kfl00114_0070	GO:0009089 GO:0008152 GO:0003824 GO:0008840 GO:0016829	K01714
kfl00114_0090	GO:0042779 GO:0016891	
kfl00114_0110	GO:0006275 GO:0043626 GO:0003677 GO:0030337	K04802
kfl00114_0130	GO:0005515	
kfl00114_0140	GO:0006629 GO:0004806	
kfl00114_0170	GO:0005515	K11804
kfl00114_0180	GO:0015031 GO:0007264 GO:0005622 GO:0005525	
kfl00114_0200	GO:0005515	K03250
kfl00114_0210	GO:0005515	K16914
kfl00114_0220	GO:0005488 GO:0005515	K21843
kfl00114_0240	GO:0009058 GO:0003824 GO:0030170 GO:0016769	K00654
kfl00114_0250	GO:0045893 GO:0006355 GO:0006352 GO:0006413 GO:0005634 GO:0003743 GO:0008270	K15196
kfl00115_0030	GO:0006355 GO:0003677 GO:0005515	
kfl00115_0050	GO:0005737 GO:0008270	K14801
kfl00115_0060	GO:0005488	
kfl00115_0080	GO:0005488	
kfl00115_0100	GO:0005524 GO:0016887 GO:0017111 GO:0000166	
kfl00115_0110	GO:0016757	
kfl00115_0120	GO:0055114 GO:0016491 GO:0016706	
kfl00115_0140	GO:0008080	
kfl00115_0150	GO:0015031	K12193
kfl00115_0160	GO:0006364 GO:0005737 GO:0008173 GO:0003824 GO:0051536	K06941
kfl00115_0190	GO:0006817 GO:0016020 GO:0005315	K14640
kfl00115_0200	GO:0003723 GO:0005488	K14790
kfl00115_0210	GO:0055114 GO:0016655	
kfl00115_0220	GO:0007049	
kfl00115_0260	GO:0005515	
kfl00116_0020	GO:0005515	
kfl00116_0060	GO:0008152 GO:0016746	K13510
kfl00116_0070	GO:0005634 GO:0003712	
kfl00116_0080	GO:0020037	
kfl00116_0090	GO:0005622 GO:0005515 GO:0008270	K10683
kfl00116_0170	GO:0006468 GO:0005524 GO:0004672 GO:0004674 GO:0004713 GO:0016772	
kfl00116_0180	GO:0006629 GO:0016788 GO:0016298	
kfl00116_0210	GO:0008152	
kfl00116_0240	GO:0006096 GO:0003824 GO:0000287 GO:0030955 GO:0004743	K00873
kfl00116_0300	GO:0005515	
kfl00117_0010p	GO:0003676	
kfl00117_0070	GO:0005488 GO:0005515	
kfl00117_0090	GO:0005515	K14317
kfl00117_0130	GO:0016021 GO:0004659	
kfl00117_0140	GO:0006351 GO:0003677 GO:0003899	K03023
kfl00117_0150	GO:0017111 GO:0000166	K06883
kfl00117_0190	GO:0055114 GO:0004499 GO:0050661 GO:0050660	K22324
kfl00117_0210	GO:0015986 GO:0045261 GO:0046933 GO:0046961	K02115
kfl00117_0250	GO:0008152 GO:0003824	K15634
kfl00118_0010	GO:0005515	
kfl00118_0020	GO:0030001 GO:0055085 GO:0016020 GO:0046873	K07238
kfl00118_0030	GO:0000166 GO:0016491	K18106
kfl00118_0040	GO:0003677 GO:0005515	
kfl00118_0050	GO:0019211	K17605
kfl00118_0070	GO:0006355 GO:0005634 GO:0003677 GO:0005515 GO:0043565 GO:0003700	
kfl00118_0090	GO:0003824	K17508
kfl00118_0110	GO:0009966	K17606
kfl00118_0140	GO:0005975 GO:0008152 GO:0016597 GO:0004645 GO:0030170	K00688
kfl00118_0150	GO:0015074 GO:0006310 GO:0003677	
kfl00118_0160	GO:0006278 GO:0003723 GO:0003964	
kfl00118_0170	GO:0006284 GO:0003677 GO:0003905 GO:0003824	K03652
kfl00118_0190	GO:0055085 GO:0006810 GO:0016020 GO:0005215	
kfl00118_0200	GO:0055085 GO:0006810 GO:0016020 GO:0005215	
kfl00118_0210	GO:0003677 GO:0005515	
kfl00118_0250	GO:0005524 GO:0004765	K00891
kfl00118_0260	GO:0009312 GO:0005795 GO:0016021 GO:0008455	K00736
kfl00118_0270	GO:0006508 GO:0008236	
kfl00118_0280	GO:0031167 GO:0008168	
kfl00118_0300	GO:0005515	
kfl00118_0310	GO:0008152 GO:0000166 GO:0016491	
kfl00118_0320	GO:0009058 GO:0016851	K03403
kfl00118_0360	GO:0006364 GO:0005634	K14559
kfl00119_0010	GO:0003333 GO:0016020 GO:0015171	
kfl00119_0020	GO:0016787	
kfl00119_0070	GO:0005524 GO:0016887 GO:0017111 GO:0000166	K12608
kfl00119_0090	GO:0006811 GO:0006813 GO:0055085 GO:0016020 GO:0005216 GO:0005515 GO:0005249	
kfl00119_0100	GO:0008152 GO:0003824 GO:0030170	K05396
kfl00119_0110	GO:0009072 GO:0005737 GO:0003824 GO:0005515	K01800
kfl00119_0140	GO:0006812 GO:0006885 GO:0006814 GO:0055085 GO:0016021 GO:0015385 GO:0015299	
kfl00119_0150	GO:0008270	
kfl00119_0170	GO:0016021	K13348
kfl00120_0010	GO:0005515	K13216
kfl00120_0040	GO:0055114 GO:0009055 GO:0020037 GO:0005506 GO:0016705	K15402
kfl00120_0050	GO:0045454 GO:0006662 GO:0005783 GO:0009055 GO:0016853 GO:0015035	K09580
kfl00120_0060	GO:0006468 GO:0005524 GO:0004672 GO:0004674 GO:0004713 GO:0016772	K18670
kfl00120_0070	GO:0005515	
kfl00120_0080	GO:0005515	
kfl00120_0110	GO:0006468 GO:0005524 GO:0004672 GO:0004713 GO:0016772	
kfl00120_0130	GO:0016020	
kfl00120_0140	GO:0005515	
kfl00120_0150	GO:0006614 GO:0048500 GO:0008312	K03105
kfl00120_0160	GO:0009765 GO:0016020	
kfl00120_0170	GO:0008152 GO:0000166 GO:0016491	K11153
kfl00120_0210	GO:0006281 GO:0005622 GO:0003677 GO:0004519 GO:0004518	K10772
kfl00120_0220	GO:0006259 GO:0005622 GO:0003677 GO:0004518 GO:0005515 GO:0008270	
kfl00120_0240	GO:0003676 GO:0008270	K13127
kfl00120_0250	GO:0005622 GO:0008270	K11436
kfl00120_0270	GO:0019538 GO:0005524 GO:0017111 GO:0000166	
kfl00120_0280	GO:0005515 GO:0008270	
kfl00121_0010	GO:0005524 GO:0008026 GO:0004386 GO:0003676	K14805
kfl00121_0030	GO:0007018 GO:0030286 GO:0005524 GO:0016887 GO:0003777	K10408
kfl00121_0040	GO:0005975 GO:0030246 GO:0003824 GO:0004553	K05546
kfl00121_0050	GO:0005524 GO:0008026 GO:0004386 GO:0003676	K14776
kfl00121_0060	GO:0006629 GO:0008152	
kfl00121_0070	GO:0006418 GO:0005737 GO:0005524 GO:0004812 GO:0016874 GO:0003676 GO:0000166	K01876
kfl00121_0080	GO:0006413 GO:0003723 GO:0003743	K15025
kfl00121_0090	GO:0006396 GO:0005622 GO:0005488 GO:0005515	
kfl00121_0100	GO:0016817 GO:0005515	
kfl00121_0110	GO:0005975 GO:0004476 GO:0008270	K01809
kfl00121_0120	GO:0008152 GO:0017183 GO:0004164 GO:0008168	K00586
kfl00121_0140	GO:0008152 GO:0003824	K22200
kfl00121_0170	GO:0006259 GO:0006302 GO:0005634 GO:0004519 GO:0004527 GO:0016787 GO:0030145	K10865
kfl00121_0180	GO:0009308 GO:0005507 GO:0048038	
kfl00121_0210	GO:0015035	
kfl00121_0220	GO:0055114 GO:0016567 GO:0000151 GO:0051537 GO:0016491 GO:0004842	
kfl00122_0030	GO:0005524 GO:0008026 GO:0004386 GO:0003676	K14811
kfl00122_0040	GO:0055114 GO:0016021 GO:0009055 GO:0050660 GO:0005506 GO:0016491	
kfl00122_0060	GO:0042254	K02936
kfl00122_0070	GO:0005737 GO:0008168	K05931
kfl00122_0080	GO:0005515	
kfl00122_0100	GO:0055114 GO:0016021 GO:0009055 GO:0050660 GO:0005506 GO:0016491	
kfl00122_0110	GO:0005509 GO:0005515	
kfl00122_0130	GO:0005488 GO:0005515	
kfl00122_0150	GO:0000105 GO:0008152 GO:0055114 GO:0051287 GO:0004399 GO:0016491 GO:0008270	K00013
kfl00122_0160	GO:0005515	
kfl00122_0190	GO:0016070 GO:0005488 GO:0005515	K17583
