Gene ID	GO	KOG	ENZYME
ostta14g00690	GO:0003723 GO:0005525 GO:0005622	KOG1423	
ostta14g00700	GO:0016117 GO:0016705		
ostta14g00710	GO:0003676	KOG0118	
ostta14g00720	GO:0016020	KOG3090	
ostta14g00730	GO:0018064	KOG2920	2.1.1.85
ostta14g00740	GO:0016787	KOG0374	
ostta14g00750	GO:0006364 GO:0032040 GO:0004842 GO:0051438 GO:0051443 GO:0051444	KOG0306	6.3.2.19
ostta14g00760	GO:0005509 GO:0009654 GO:0015979 GO:0019898		
ostta14g00780	GO:0006364 GO:0030688	KOG3911	
ostta14g00800	GO:0005515 GO:0008270 GO:0005778 GO:0007031	KOG0317	
ostta14g00810	GO:0006457 GO:0003755	KOG0543	5.2.1.8
ostta14g00820	GO:0000287 GO:0016740 GO:0030976 GO:0003824 GO:0003984	KOG1184	
ostta14g00880	GO:0003735 GO:0005622 GO:0005840 GO:0006412	KOG3162	
ostta14g00890	GO:0006457 GO:0016272 GO:0051082		
ostta14g00900	GO:0006457 GO:0003755	KOG0549	5.2.1.8
ostta14g00920	GO:0004518 GO:0005622 GO:0006281 GO:0003677 GO:0006289 GO:0003676 GO:0004386 GO:0005524 GO:0016787	KOG0338	
ostta14g00930	GO:0003824 GO:0004018 GO:0009152	KOG2700	4.3.2.2
ostta14g00940	GO:0003677 GO:0003899 GO:0034062	KOG0262	2.7.7.6
ostta14g00950	GO:0004672 GO:0005524 GO:0006468 GO:0004674	KOG0603	
ostta14g00960	GO:0003676	KOG0121	
ostta14g00980	GO:0003677 GO:0005622 GO:0006284 GO:0004519 GO:0051539 GO:0006281 GO:0003824 GO:0003906	KOG1921	4.2.99.18
ostta14g00990	GO:0005525	KOG2486	
ostta14g01010	GO:0005975 GO:0042578 GO:0042132	KOG1458	3.1.3.11
ostta14g01030	GO:0003677 GO:0005524 GO:0003676 GO:0004386	KOG1000	
ostta14g01040	GO:0005524 GO:0003677 GO:0004518 GO:0006289 GO:0000166 GO:0017111 GO:0005515 GO:0019538	KOG1051	3.4.21.92
ostta14g01050	GO:0003677 GO:0005524 GO:0006270 GO:0008094 GO:0005634	KOG0478	
ostta14g01060	GO:0003735 GO:0005622 GO:0005840 GO:0006412	KOG3257	
ostta14g01070	GO:0003735 GO:0005622 GO:0005840 GO:0006412		
ostta14g01075	GO:0008817		2.5.1.17
ostta14g01080	GO:0004812 GO:0005524 GO:0006412 GO:0000166 GO:0004821 GO:0005737 GO:0006427	KOG1936	6.1.1.21
ostta14g01100	GO:0009982 GO:0042299 GO:0042300	KOG2364	5.4.99.-
ostta14g01105	GO:0008152 GO:0016616 GO:0051287 GO:0048037	KOG0069	
ostta14g01110	GO:0005525 GO:0000810 GO:0004787 GO:0008413 GO:0008758 GO:0008796 GO:0008828 GO:0016462 GO:0019176 GO:0019177 GO:0043141	KOG1424	3.6.1.-
ostta14g01120	GO:0016071	KOG1774	
ostta14g01155	GO:0008152 GO:0008967		
ostta14g01160	GO:0003677 GO:0005634	KOG0526	
ostta14g01210	GO:0016491	KOG4254	
ostta14g01220	GO:0005488 GO:0044238		
ostta14g01230	GO:0009055 GO:0051536 GO:0005524 GO:0005622 GO:0006355 GO:0008134		
ostta14g01245	GO:0010181		
ostta14g01270	GO:0003676 GO:0004386 GO:0005524 GO:0008026	KOG0329	
ostta14g01280	GO:0006508 GO:0008234	KOG1543	3.4.22.1
ostta14g01340	GO:0000151 GO:0004842 GO:0016567		
ostta14g01345	GO:0050220		5.3.99.3
ostta14g01355	GO:0003723	KOG2523	
ostta14g01360	GO:0016021	KOG1688	
ostta14g01385	GO:0016706 GO:0019538	KOG3844	
ostta14g01387	GO:0008654 GO:0016020 GO:0016780 GO:0008808 GO:0018421 GO:0018422 GO:0043761	KOG1617	2.7.8.-
ostta14g01390	GO:0004364 GO:0005737 GO:0008152	KOG0406	2.5.1.18
ostta14g01400	GO:0003700 GO:0005634 GO:0006355 GO:0043565 GO:0005515 GO:0008270	KOG4299	
ostta14g01410	GO:0005634 GO:0018024	KOG1079	2.1.1.43
ostta14g01420	GO:0003824 GO:0005975 GO:0030246		
ostta14g01430	GO:0016491		
ostta14g01440	GO:0004222 GO:0005524 GO:0006508 GO:0000166 GO:0017111 GO:0016020 GO:0030163 GO:0008270 GO:0016021	KOG0731	3.4.24.-
ostta14g01450	GO:0005622 GO:0003911 GO:0006260 GO:0006281		6.5.1.2
ostta14g01510	GO:0016021	KOG0748	
ostta14g01520	GO:0005525 GO:0003924	KOG0469	
ostta14g01540	GO:0008270	KOG1776	
ostta14g01550	GO:0005622 GO:0043565 GO:0003677 GO:0003887 GO:0034061	KOG1657	2.7.7.7
ostta14g01555	GO:0003899	KOG4134	
ostta14g01570	GO:0005351 GO:0008643 GO:0016020 GO:0005215 GO:0006810 GO:0016021	KOG0254	
ostta14g01580	GO:0004181 GO:0006508		3.4.17.19
ostta14g01610	GO:0003824 GO:0008152 GO:0008696	KOG0975	
ostta14g01620	GO:0005634 GO:0018024	KOG1337	2.1.1.43
ostta14g01670	GO:0005507 GO:0016491	KOG1263	
ostta14g01680	GO:0005524 GO:0016887 GO:0015412	KOG0065	3.6.3.29
ostta14g01720	GO:0004672 GO:0005524 GO:0006468 GO:0004674	KOG0594	
ostta14g01740	GO:0005634 GO:0005643 GO:0005737 GO:0006886 GO:0008565 GO:0005488	KOG2023	
ostta14g01750	GO:0005737 GO:0006520 GO:0016620 GO:0051287 GO:0003942 GO:0006526	KOG4354	1.2.1.38
ostta14g01800	GO:0005515 GO:0005524	KOG0677	
ostta14g01810	GO:0003676 GO:0005524 GO:0008026 GO:0004386	KOG0345	
ostta14g01830	GO:0003872 GO:0005945 GO:0006096	KOG2440	2.7.1.11
ostta14g01840	GO:0000166 GO:0004824 GO:0005524 GO:0005737 GO:0006412 GO:0006430 GO:0004812 GO:0006418 GO:0003676	KOG1885	6.1.1.6
ostta14g01850	GO:0003735 GO:0005622 GO:0005840 GO:0006412		
ostta14g01880			
ostta14g01890	GO:0008152 GO:0016491		
ostta14g01900	GO:0008152 GO:0016491 GO:0006537 GO:0015930 GO:0006807 GO:0016041	KOG0399	1.4.7.1
ostta14g01920	GO:0005524 GO:0005674 GO:0006367 GO:0003824	KOG2905	
ostta14g01940	GO:0003723		
ostta14g01950	GO:0003735 GO:0005622 GO:0005840 GO:0006412	KOG1698	
ostta14g01960	GO:0009058 GO:0016742 GO:0004479 GO:0006412 GO:0003824	KOG3082	2.1.2.9
ostta14g01980	GO:0008152 GO:0008168 GO:0000179 GO:0003880 GO:0008169 GO:0008170 GO:0008171 GO:0008172 GO:0008173 GO:0008174 GO:0008175 GO:0008276 GO:0008425 GO:0008649 GO:0008650 GO:0009008 GO:0009383 GO:0016205 GO:0016273 GO:0016274 GO:0016278 GO:0016279 GO:0016300 GO:0016423 GO:0016426 GO:0016427 GO:0016433 GO:0016434 GO:0016435 GO:0016436 GO:0018423 GO:0018707 GO:0019702 GO:0030792 GO:0043770 GO:0043776 GO:0043777 GO:0043780 GO:0043782 GO:0043791 GO:0043803 GO:0043827 GO:0043833 GO:0043834 GO:0043851 GO:0043852	KOG2940	2.1.1.-
ostta14g01990	GO:0005634		
ostta14g02010	GO:0016020	KOG2725	
ostta14g02020	GO:0000224	KOG0909	3.5.1.52
ostta14g02030	GO:0046907	KOG0864	
ostta14g02070	GO:0016765 GO:0003866 GO:0003824	KOG0692	2.5.1.19
ostta14g02080	GO:0006626 GO:0042719 GO:0045039	KOG3479	
ostta14g02090	GO:0003700 GO:0005634 GO:0006355 GO:0003677		
ostta14g02130	GO:0008270	KOG0703	
ostta14g02150	GO:0003743 GO:0006446 GO:0003677 GO:0005524 GO:0016787 GO:0005488	KOG1461	
ostta14g02180	GO:0004553 GO:0005975 GO:0003824 GO:0043169 GO:0019156	KOG0470	3.2.1.68
ostta14g02197	GO:0004746 GO:0009231 GO:0009349		
ostta14g02200	GO:0004659 GO:0016021 GO:0009058 GO:0047293	KOG1381	2.5.1.39
ostta14g02210	GO:0005643 GO:0006913 GO:0050658	KOG4121	
ostta14g02220	GO:0003676 GO:0005622	KOG1996	
ostta14g02240	GO:0005524 GO:0009058 GO:0016874		
ostta14g02260	GO:0004222 GO:0006508 GO:0008270 GO:0003824 GO:0046872 GO:0017087	KOG0960	3.4.24.64
ostta14g02280	GO:0005215 GO:0006810 GO:0016021	KOG2533	
ostta14g02300	GO:0003723 GO:0003735 GO:0005622 GO:0005840 GO:0006412	KOG4707	
ostta14g02310	GO:0005622	KOG3283	
ostta14g02330	GO:0003676 GO:0005622 GO:0008270	KOG2350	
ostta14g02345	GO:0005515 GO:0008270	KOG0800	
ostta14g02350	GO:0004659 GO:0016021	KOG4581	
ostta14g02370	GO:0020037 GO:0046914	KOG0537	
ostta14g02390	GO:0006505 GO:0006886 GO:0016788 GO:0031227		
ostta14g02400	GO:0005525 GO:0005622 GO:0006886	KOG0077	
ostta14g02410	GO:0003847 GO:0008247 GO:0016042	KOG3847	3.1.1.47
ostta14g02420	GO:0004372 GO:0006544 GO:0006563	KOG2467	2.1.2.1
ostta14g02430	GO:0000775 GO:0005634	KOG2163	
ostta14g02470	GO:0008652 GO:0004349 GO:0006561 GO:0003991 GO:0005737 GO:0006526	KOG2436	2.7.2.8
ostta14g02540	GO:0006885 GO:0015299 GO:0016021	KOG1650	
ostta14g02590	GO:0003824 GO:0008152 GO:0003860	KOG1684	3.1.2.4
ostta14g02610	GO:0004842 GO:0051438 GO:0051443 GO:0051444	KOG4234	6.3.2.19
ostta14g02630	GO:0005509 GO:0009654 GO:0015979 GO:0019898		
ostta14g02635	GO:0004808 GO:0005737 GO:0008033	KOG2805	2.8.1.-
ostta14g02660	GO:0003747 GO:0006415 GO:0004045	KOG3429	3.1.1.29
ostta14g02720	GO:0016021	KOG1277	
ostta14g02750	GO:0005622 GO:0006396 GO:0000398 GO:0005634	KOG0495	
ostta14g02760	GO:0008080 GO:0008152 GO:0004596	KOG3139	2.3.1.88
ostta14g02770	GO:0003723 GO:0003735 GO:0005622 GO:0005840 GO:0006412 GO:0003676	KOG3311	
ostta14g02775	GO:0004765 GO:0005524	KOG0692	2.7.1.71
ostta14g02780	GO:0016021 GO:0008158 GO:0016020	KOG1933	
ostta14g02800	GO:0004672 GO:0005524 GO:0006468 GO:0004674 GO:0004709	KOG0192	
ostta14g02810	GO:0005488	KOG1967	
ostta14g02830	GO:0015031	KOG3229	
ostta14g02860	GO:0005975 GO:0016853 GO:0003824 GO:0030246 GO:0004034	KOG1604	5.1.3.3
ostta14g02870	GO:0016021 GO:0016192 GO:0006810	KOG0862	
ostta14g02890	GO:0016787 GO:0004452 GO:0008299	KOG0142	5.3.3.2
ostta14g02910	GO:0008080 GO:0008152		
ostta14g02920	GO:0005515 GO:0005524	KOG0677	
ostta14g02935	GO:0003676 GO:0005634 GO:0008270	KOG0227	
ostta14g02945	GO:0019787 GO:0043687 GO:0051246 GO:0004842 GO:0051438 GO:0051443 GO:0051444	KOG0419	6.3.2.19
ostta14g02950	GO:0006284 GO:0004519 GO:0051539 GO:0006281 GO:0003824 GO:0016787 GO:0000701 GO:0004844 GO:0017065 GO:0019104 GO:0043733	KOG2457	3.2.2.-
ostta14g02960	GO:0016791 GO:0008138 GO:0008330 GO:0008579 GO:0016312 GO:0017017 GO:0017161 GO:0019178 GO:0019198 GO:0030351 GO:0030352 GO:0043726 GO:0043812 GO:0043813	KOG1605	3.1.3.-
ostta14g02970	GO:0003862 GO:0005737 GO:0009098	KOG0786	1.1.1.85
ostta14g02980	GO:0005509 GO:0005267 GO:0006813 GO:0016020	KOG1418	
ostta14g03010	GO:0005515	KOG1987	
ostta14g03050	GO:0006525 GO:0008483 GO:0030170 GO:0003992	KOG1401	2.6.1.11
ostta15g00020	GO:0005634	KOG2084	
ostta15g00035	GO:0005737 GO:0016788 GO:0019478 GO:0004518 GO:0042578 GO:0043765	KOG3323	3.1.-.-
ostta15g00045	GO:0003735 GO:0005622 GO:0005840 GO:0006412	KOG0402	
ostta15g00050	GO:0018024	KOG1337	2.1.1.43
ostta15g00060	GO:0004070 GO:0006207 GO:0006520 GO:0016597 GO:0016743	KOG0370	2.1.3.2
ostta15g00080	GO:0031072	KOG0714	
ostta15g00090	GO:0004792 GO:0008272	KOG1529	
ostta15g00110	GO:0004672 GO:0005524 GO:0006468 GO:0004674 GO:0004707	KOG0660	
ostta15g00120	GO:0009107 GO:0003824 GO:0006464 GO:0033819	KOG0325	
ostta15g00140	GO:0008152		
ostta15g00150	GO:0004550 GO:0005524 GO:0006183 GO:0006228 GO:0006241	KOG0888	2.7.4.6
ostta15g00170	GO:0005667 GO:0006352 GO:0006355 GO:0008270 GO:0003743 GO:0005515 GO:0005634 GO:0006413	KOG1597	
ostta15g00180	GO:0003824 GO:0044237 GO:0050662 GO:0048040	KOG1429	4.1.1.35
ostta15g00190	GO:0006865 GO:0015171 GO:0016020	KOG1286	
ostta15g00230	GO:0006904 GO:0016192	KOG1300	
ostta15g00250	GO:0005524 GO:0006457 GO:0051082 GO:0005515 GO:0044267	KOG0361	
ostta15g00280	GO:0008080 GO:0008152		
ostta15g00300	GO:0003723	KOG1676	
ostta15g00310	GO:0005515	KOG2397	
ostta15g00320	GO:0005507 GO:0005758 GO:0006825 GO:0016531	KOG3496	
ostta15g00350	GO:0016787 GO:0004721 GO:0004723 GO:0004724 GO:0005963 GO:0008420 GO:0008597 GO:0017018 GO:0017020 GO:0017023	KOG0374	3.1.3.16
ostta15g00375	GO:0003700 GO:0005634 GO:0006355 GO:0003677		
ostta15g00380	GO:0008962	KOG2961	3.1.3.27
ostta15g00390	GO:0005525 GO:0003924 GO:0005622	KOG0462	
ostta15g00405	GO:0003755 GO:0006457	KOG0885	5.2.1.8
ostta15g00410	GO:0008080 GO:0008152 GO:0003824 GO:0051536 GO:0004402	KOG2535	2.3.1.48
ostta15g00420	GO:0004175 GO:0005839 GO:0006511 GO:0004298	KOG0175	3.4.25.1
ostta15g00450	GO:0000175 GO:0004534	KOG2102	3.1.13.-
ostta15g00470	GO:0006605 GO:0006886 GO:0016020 GO:0015031 GO:0015450	KOG3498	
ostta15g00485	GO:0006120 GO:0008137 GO:0010181 GO:0051539 GO:0016651 GO:0051287	KOG2658	
ostta15g00490	GO:0003676 GO:0006397	KOG2253	
ostta15g00530	GO:0004197 GO:0006508	KOG1349	2.6.-.-
ostta15g00560	GO:0009055 GO:0015035 GO:0045454	KOG1752	
ostta15g00590	GO:0008270 GO:0005515	KOG0297	
ostta15g00610	GO:0005471 GO:0005524 GO:0006810 GO:0016021		
ostta15g00620	GO:0000166 GO:0004812 GO:0005524 GO:0005737 GO:0006412 GO:0006418 GO:0004827 GO:0006433	KOG4163	6.1.1.15
ostta15g00640	GO:0000785 GO:0003682 GO:0005634 GO:0006333 GO:0005524 GO:0016887 GO:0000166 GO:0017111 GO:0005488 GO:0008559	KOG0062	3.6.3.44
ostta15g00650	GO:0009055 GO:0051536 GO:0006099 GO:0016491 GO:0008177	KOG3049	1.3.5.1
ostta15g00670	GO:0004672 GO:0005524 GO:0006468 GO:0004674 GO:0004693	KOG0594	
ostta15g00680	GO:0004497 GO:0005506 GO:0020037 GO:0018585 GO:0018586 GO:0018588 GO:0018589 GO:0018590 GO:0018591 GO:0018592 GO:0018593 GO:0018594 GO:0018595 GO:0018596 GO:0018597 GO:0018598 GO:0018599 GO:0018600 GO:0043823	KOG0157	1.14.-.-
ostta15g00690	GO:0003677		
ostta15g00720	GO:0003824 GO:0008152		
ostta15g00740	GO:0005634	KOG2321	
ostta15g00760	GO:0003676 GO:0005622	KOG2184	
ostta15g00790	GO:0005515	KOG0152	
ostta15g00800	GO:0003676	KOG0118	
ostta15g00830	GO:0006520 GO:0030170 GO:0016765	KOG0053	
ostta15g00840	GO:0003677		
ostta15g00870	GO:0005634		
ostta15g00880	GO:0016810		
ostta15g00890	GO:0006470 GO:0008138 GO:0016311 GO:0016791 GO:0003951 GO:0008152 GO:0004725	KOG2178	2.7.1.23
ostta15g00900	GO:0050378		5.1.3.6
ostta15g00920	GO:0051864	KOG2132	
ostta15g00930	GO:0003735 GO:0005622 GO:0005840 GO:0006412 GO:0015935 GO:0003723	KOG0877	
ostta15g00955	GO:0004478 GO:0005524 GO:0006730 GO:0048269 GO:0048270	KOG1506	2.5.1.6
ostta15g00980	GO:0005488	KOG2160	
ostta15g00990	GO:0009538 GO:0015979		
ostta15g01000	GO:0003913 GO:0006281 GO:0003904	KOG0133	4.1.99.3
ostta15g01010	GO:0009116 GO:0000287 GO:0004749 GO:0009165	KOG1448	2.7.6.1
ostta15g01020	GO:0004577	KOG3339	2.4.1.141
ostta15g01030	GO:0016020 GO:0030001 GO:0046873	KOG2693	
ostta15g01060	GO:0003700 GO:0005634 GO:0006355 GO:0043565 GO:0046983		
ostta15g01080	GO:0016787	KOG0648	
ostta15g01090	GO:0003676 GO:0008270 GO:0003677 GO:0005634 GO:0006260	KOG0851	
ostta15g01110	GO:0009058 GO:0000009 GO:0000026 GO:0000030 GO:0000033 GO:0001962 GO:0003980 GO:0004376 GO:0004576 GO:0004583 GO:0008375 GO:0008376 GO:0008378 GO:0008417 GO:0008755 GO:0008921 GO:0016759 GO:0018715 GO:0018716 GO:0018717 GO:0018718 GO:0019112 GO:0019187 GO:0031278 GO:0033556 GO:0042281 GO:0042283 GO:0045140 GO:0046527 GO:0046920 GO:0046921	KOG1111	2.4.1.-
ostta15g01140	GO:0020037 GO:0046914 GO:0016491 GO:0005506 GO:0006633 GO:0016717	KOG4232	
ostta15g01160	GO:0003735 GO:0005622 GO:0005840 GO:0006412 GO:0008097	KOG0875	
ostta15g01180	GO:0003735 GO:0005622 GO:0005840 GO:0006412	KOG1742	
ostta15g01200	GO:0004672 GO:0005524 GO:0006468 GO:0005509 GO:0004674	KOG0032	
ostta15g01210	GO:0003824 GO:0009396	KOG0089	
ostta15g01220	GO:0003676 GO:0004386 GO:0005524 GO:0008026 GO:0003887 GO:0034061	KOG0950	2.7.7.7
ostta15g01230	GO:0005509 GO:0009654 GO:0015979 GO:0019898		
ostta15g01240	GO:0004535	KOG0620	3.1.13.4
ostta15g01250	GO:0005215 GO:0006810 GO:0016020	KOG1291	
ostta15g01270	GO:0005524 GO:0005622 GO:0006355 GO:0008134 GO:0015995 GO:0016851		
ostta15g01340	GO:0018738	KOG3101	3.1.2.12
ostta15g01350	GO:0008270 GO:0016491	KOG0022	
ostta15g01360	GO:0003677 GO:0006289	KOG3451	
ostta15g01370	GO:0001522 GO:0003723 GO:0009982 GO:0042299 GO:0042300	KOG1919	5.4.99.-
ostta15g01400	GO:0016021	KOG1162	
ostta15g01410	GO:0005525 GO:0007264 GO:0015031 GO:0005622 GO:0006886	KOG0075	
ostta15g01420	GO:0004672 GO:0005524 GO:0006468 GO:0004674 GO:0005488	KOG0597	
ostta15g01430	GO:0003677	KOG0048	
ostta15g01440	GO:0003700 GO:0005634 GO:0006355 GO:0043565 GO:0046983		
ostta15g01450	GO:0003677 GO:0005622		
ostta15g01460	GO:0003676 GO:0005515 GO:0016246 GO:0016442	KOG2039	
ostta15g01470	GO:0003824 GO:0008152 GO:0033817	KOG1394	
ostta15g01480	GO:0005524 GO:0006810 GO:0015662 GO:0016020	KOG0207	
ostta15g01550	GO:0003779 GO:0005622	KOG3655	
ostta15g01560	GO:0005488	KOG1248	
ostta15g01590	GO:0005515		
ostta15g01610	GO:0005634 GO:0042254	KOG1765	
ostta15g01630	GO:0016779 GO:0003723 GO:0004652 GO:0005634 GO:0043631 GO:0031123	KOG2245	2.7.7.19
ostta15g01650	GO:0006364		
ostta15g01680	GO:0006807 GO:0016151		
ostta15g01690	GO:0005524 GO:0016151		
ostta15g01700	GO:0006807 GO:0009039 GO:0016151 GO:0016787 GO:0016810 GO:0019627		3.5.1.5
ostta15g01710	GO:0005215 GO:0006810 GO:0016020	KOG2348	
ostta15g01720	GO:0006807 GO:0016151		
ostta15g01730	GO:0003677 GO:0005524 GO:0016887 GO:0000166 GO:0017111 GO:0008559	KOG0062	3.6.3.44
ostta15g01740	GO:0004842 GO:0005622 GO:0006464 GO:0051438 GO:0051443 GO:0051444	KOG4427	6.3.2.19
ostta15g01750	GO:0005515 GO:0016070 GO:0005488	KOG2141	
ostta15g01770	GO:0016020	KOG1441	
ostta15g01790	GO:0008568	KOG0740	3.6.4.3
ostta15g01800	GO:0003824 GO:0008152	KOG1202	
ostta15g01810	GO:0000166 GO:0017111 GO:0005524	KOG0740	
ostta15g01820	GO:0004177 GO:0005773 GO:0006508 GO:0008270	KOG2596	3.4.11.21
ostta15g01830	GO:0003676 GO:0003723 GO:0003743 GO:0006413	KOG2314	
ostta15g01850	GO:0033728	KOG1203	
ostta15g01870	GO:0005515 GO:0008270	KOG4430	
ostta15g01890	GO:0004315 GO:0006633 GO:0003824 GO:0008152 GO:0033818		
ostta15g01920	GO:0008202	KOG2210	
ostta15g01930	GO:0009055 GO:0015035 GO:0045454	KOG0911	
ostta15g01950	GO:0003723 GO:0005488	KOG2049	
ostta15g01970	GO:0005515 GO:0007154 GO:0035091	KOG2273	
ostta15g01980	GO:0016021 GO:0016758 GO:0000009 GO:0000026 GO:0000030 GO:0000033 GO:0001962 GO:0003980 GO:0004376 GO:0004576 GO:0004583 GO:0008375 GO:0008376 GO:0008378 GO:0008417 GO:0008755 GO:0008921 GO:0016759 GO:0018715 GO:0018716 GO:0018717 GO:0018718 GO:0019112 GO:0019187 GO:0031278 GO:0033556 GO:0042281 GO:0042283 GO:0045140 GO:0046527 GO:0046920 GO:0046921	KOG4748	2.4.1.-
ostta15g02010	GO:0003735 GO:0005622 GO:0005840 GO:0006412	KOG3424	
ostta15g02020	GO:0009306 GO:0015450 GO:0016020	KOG1373	
ostta15g02070	GO:0008934	KOG2951	3.1.3.25
ostta15g02090	GO:0008152 GO:0008168	KOG1269	
ostta15g02120	GO:0031072	KOG1150	
ostta15g02130	GO:0005488	KOG2175	
ostta15g02170	GO:0003677	KOG0051	
ostta15g02200	GO:0003735 GO:0005622 GO:0005840 GO:0006412	KOG3254	
ostta15g02220	GO:0008017	KOG3000	
ostta15g02230	GO:0005634	KOG2084	
ostta15g02235	GO:0016706 GO:0019538 GO:0004656 GO:0016222 GO:0019798	KOG1591	1.14.11.2
ostta15g02250	GO:0004497 GO:0006725 GO:0008152 GO:0016491 GO:0018658	KOG2614	1.14.13.1
ostta15g02310	GO:0016021		
ostta15g02320	GO:0003723 GO:0006396 GO:0008173 GO:0009451 GO:0000179 GO:0003880 GO:0008169 GO:0008170 GO:0008171 GO:0008172 GO:0008174 GO:0008175 GO:0008276 GO:0008425 GO:0008649 GO:0008650 GO:0009008 GO:0009383 GO:0016205 GO:0016273 GO:0016274 GO:0016278 GO:0016279 GO:0016300 GO:0016423 GO:0016426 GO:0016427 GO:0016433 GO:0016434 GO:0016435 GO:0016436 GO:0018423 GO:0018707 GO:0019702 GO:0030792 GO:0043770 GO:0043776 GO:0043777 GO:0043780 GO:0043782 GO:0043791 GO:0043803 GO:0043827 GO:0043833 GO:0043834 GO:0043851 GO:0043852	KOG0838	2.1.1.-
ostta15g02325	GO:0005515 GO:0003723	KOG1676	
ostta15g02350	GO:0005524 GO:0016773 GO:0008152 GO:0016301	KOG4203	
ostta15g02360	GO:0003735 GO:0005622 GO:0005840 GO:0006412	KOG1740	
ostta15g02370	GO:0005488	KOG4541	
ostta15g02385	GO:0008152 GO:0008168 GO:0000179 GO:0003880 GO:0008169 GO:0008170 GO:0008171 GO:0008172 GO:0008173 GO:0008174 GO:0008175 GO:0008276 GO:0008425 GO:0008649 GO:0008650 GO:0009008 GO:0009383 GO:0016205 GO:0016273 GO:0016274 GO:0016278 GO:0016279 GO:0016300 GO:0016423 GO:0016426 GO:0016427 GO:0016433 GO:0016434 GO:0016435 GO:0016436 GO:0018423 GO:0018707 GO:0019702 GO:0030792 GO:0043770 GO:0043776 GO:0043777 GO:0043780 GO:0043782 GO:0043791 GO:0043803 GO:0043827 GO:0043833 GO:0043834 GO:0043851 GO:0043852	KOG4300	2.1.1.-
ostta15g02390	GO:0005634 GO:0018024		2.1.1.43
ostta15g02410	GO:0005488	KOG4416	
ostta15g02420	GO:0003755 GO:0006457	KOG0884	5.2.1.8
ostta15g02450	GO:0005524 GO:0016887 GO:0000166 GO:0017111 GO:0008559	KOG0066	3.6.3.44
ostta15g02460	GO:0003824	KOG2126	2.7.-.-
ostta15g02470	GO:0031072		
ostta15g02500	GO:0006629 GO:0008152 GO:0004620 GO:0016298 GO:0018731 GO:0018732 GO:0018733 GO:0018734	KOG3773	3.1.1.-
ostta15g02520	GO:0005975 GO:0016868 GO:0004614	KOG0625	5.4.2.2
ostta15g02550	GO:0008270 GO:0016491	KOG1198	
ostta15g02555	GO:0003824 GO:0030151 GO:0030170	KOG2362	
ostta15g02560	GO:0008152 GO:0016791 GO:0016787	KOG2882	
ostta15g02570	GO:0005488	KOG2025	
ostta15g02640	GO:0000150 GO:0003677 GO:0004518 GO:0006281 GO:0006310 GO:0006974 GO:0003676 GO:0042578 GO:0043765		3.1.-.-
ostta15g02660	GO:0005634	KOG2773	
ostta15g02670	GO:0009538 GO:0015979		
ostta15g02680	GO:0046872 GO:0015979 GO:0015995 GO:0016491 GO:0046914 GO:0048529		
ostta15g02720	GO:0005488	KOG3961	
ostta15g02740	GO:0031072	KOG0267	
ostta15g02760	GO:0043565 GO:0003677	KOG3398	
ostta15g02790	GO:0008152		
ostta15g02795	GO:0005515	KOG3129	
ostta15g02800	GO:0005515	KOG0531	
ostta15g02810	GO:0008652 GO:0004349 GO:0006561 GO:0003723 GO:0005737	KOG1154	2.7.2.11
ostta15g02820	GO:0000808 GO:0005634 GO:0006260	KOG2928	
ostta15g02840	GO:0005525		
ostta15g02850	GO:0004672 GO:0005524 GO:0006468 GO:0004674 GO:0004715	KOG0192	
ostta15g02870	GO:0003735 GO:0005622 GO:0005840 GO:0006412	KOG1722	
ostta15g02880	GO:0006284 GO:0004519 GO:0051539 GO:0006281 GO:0003824 GO:0003906	KOG1921	4.2.99.18
ostta15g02900	GO:0005960 GO:0006546	KOG3373	
ostta15g02920	GO:0005216 GO:0005524 GO:0006811 GO:0016020		
ostta15g02930	GO:0006508 GO:0008236	KOG2237	3.4.21.83
ostta16g00030	GO:0006508	KOG1546	
ostta16g00040	GO:0003824 GO:0008152 GO:0004467 GO:0015645 GO:0031955 GO:0031956 GO:0031957	KOG1256	6.2.1.3
ostta16g00050	GO:0005634 GO:0018024	KOG1337	2.1.1.43
ostta16g00070	GO:0003735 GO:0005622 GO:0005840 GO:0006412	KOG1779	
ostta16g00160	GO:0030001 GO:0046872		
ostta16g00170	GO:0005488	KOG4824	
ostta16g00180	GO:0005506 GO:0009055 GO:0010181 GO:0016491 GO:0003958	KOG1159	1.6.2.4
ostta16g00240	GO:0004672 GO:0005524 GO:0006468 GO:0004674 GO:0004693	KOG0663	
ostta16g00250	GO:0003676 GO:0004386 GO:0005524 GO:0008026	KOG0922	
ostta16g00290	GO:0000287 GO:0004427 GO:0005737 GO:0006796	KOG1626	3.6.1.1
ostta16g00300	GO:0003676 GO:0005622 GO:0008270	KOG2295	
ostta16g00320	GO:0006457 GO:0003755	KOG0552	5.2.1.8
ostta16g00330	GO:0003735 GO:0005622 GO:0005840 GO:0006412	KOG1624	
ostta16g00360	GO:0005515 GO:0008270	KOG1973	
ostta16g00370	GO:0016021		
ostta16g00380	GO:0008152 GO:0008168 GO:0050342	KOG1269	2.1.1.95
ostta16g00390	GO:0016071	KOG1783	
ostta16g00400	GO:0005488	KOG0211	
ostta16g00405	GO:0003735 GO:0005622 GO:0005840 GO:0006412	KOG1715	
ostta16g00420	GO:0008937		
ostta16g00430	GO:0005515 GO:0005524	KOG0676	
