Gene ID	GO	KO	KOG	ENZYME	PANTHER	PFAM
Cre06.g249950	GO:0046488 GO:0016307	K00889	KOG0229	2.7.1.68	PTHR23086	PF02493 PF01504
Cre06.g250200	GO:0006556 GO:0004478 GO:0005524	K00789		2.5.1.6	PTHR11964	PF00438 PF02772 PF02773
Cre06.g250250	GO:0033180 GO:0015991 GO:0015078	K02148	KOG2909		PTHR10137 PTHR10137:SF0	PF03223
Cre06.g250300	GO:0016887 GO:0005524 GO:0030286 GO:0007018 GO:0003777	K10414		3.6.4.2	PTHR10676 PTHR10676:SF34	PF12775 PF12780 PF08385 PF12777 PF07728 PF12781 PF12774 PF08393 PF03028
Cre06.g250450	GO:0016020	K14347	KOG2718		PTHR18640 PTHR18640:SF9	PF01758
Cre06.g250500	GO:0052855	K17757	KOG3974	4.2.1.93	PTHR12592 PTHR12592:SF0	PF01256
Cre06.g250650	GO:0005525		KOG0446	3.6.5.5	PTHR11566	PF00350 PF01031
Cre06.g250750	GO:0036459 GO:0016579	K11842	KOG1871 KOG1873	3.4.19.12	PTHR24006 PTHR24006:SF469	PF00443
Cre06.g250800	GO:0005515 GO:0003723	K13210			PTHR10288 PTHR10288:SF145	PF00397 PF00013
Cre06.g250850	GO:0030983 GO:0006298 GO:0005524				PTHR11361 PTHR11361:SF82	PF01624 PF00488
Cre06.g250902	GO:0046872 GO:0031419 GO:0042558 GO:0009086 GO:0008705 GO:0005622	K00548	KOG1579	2.1.1.13	PTHR21091 PTHR21091:SF112	PF02310 PF00809 PF02965 PF02574
Cre06.g250950	GO:0046872 GO:0005634 GO:0003723	K12836	KOG2202		PTHR12620	PF13893 PF00642
Cre06.g251050	GO:0006468 GO:0005524 GO:0004672	K07198	KOG0583	2.7.11.1 2.7.11.27 2.7.11.31	PTHR24343	PF13426 PF00069
Cre06.g251100	GO:0004379 GO:0006499	K00671		2.3.1.97	PTHR11377	PF02799 PF01233
Cre06.g251200	GO:0030991				PTHR33724 PTHR33724:SF1	PF15305
Cre06.g251250	GO:0007165 GO:0000155 GO:0000160		KOG0519	2.7.13.3	PTHR24423	PF00512 PF02518 PF00072
Cre06.g251300	GO:0006396	K12623	KOG3428 KOG1783 KOG3482 KOG3448		PTHR23338	PF01423
Cre06.g251350	GO:0005515	K14829	KOG0316		PTHR18763	PF00400
Cre06.g251400	GO:0055114 GO:0051287 GO:0004471	K00029		1.1.1.40	PTHR23406 PTHR23406:SF22	PF03949 PF00390
Cre06.g251450	GO:0051539 GO:0009435 GO:0008987	K03517		2.5.1.72	PTHR30573 PTHR30573:SF3	PF02657 PF02445
Cre06.g251500	GO:0008168 GO:0008152	K18787		2.5.1.16	PTHR11558 PTHR11558:SF26	PF08241
Cre06.g251550	GO:0008233 GO:0006508				PTHR33209 PTHR33209:SF1	PF01343
Cre06.g251600	GO:0005515 GO:0006413 GO:0003743	K03262	KOG2767		PTHR23001	PF02020 PF01873
Cre06.g251650	GO:0055085 GO:0016020 GO:0006814 GO:0005215	K14430	KOG1281	3.6.3.27	PTHR10283 PTHR10283:SF92	PF00939 PF03105
Cre06.g251800	GO:0005524	K10755	KOG0989		PTHR11669 PTHR11669:SF17	PF08542 PF00004
Cre06.g251900	GO:0051205 GO:0016021	K03217			PTHR12428 PTHR12428:SF19	PF02096
Cre06.g251951	GO:0005515	K15542	KOG0284		PTHR22836	PF00400
Cre06.g252200	GO:0005525			3.6.5.2	PTHR10903 PTHR10903:SF43	PF04548
Cre06.g252450	GO:0005525				PTHR11702 PTHR11702:SF26	PF01926 PF02824 PF16897
Cre06.g252550	GO:0016746 GO:0008152	K00627	KOG0557	2.3.1.12	PTHR23151 PTHR23151:SF56	PF02817 PF00364 PF00198
Cre06.g252650	GO:0008152	K01704		4.2.1.33	PTHR11670 PTHR11670:SF6	PF00694
Cre06.g252800	GO:0006629			3.1.1.3	PTHR21493 PTHR21493:SF141	PF01764
Cre06.g253051	GO:0016021				PTHR11266 PTHR11266:SF41	
Cre06.g253200	GO:0006468 GO:0004672		KOG0192	2.7.11.1	PTHR23257 PTHR23257:SF534	PF07714
Cre06.g253250	GO:0046983 GO:0003677				PTHR11945 PTHR11945:SF221	PF00319
Cre06.g253300	GO:0006511 GO:0005622 GO:0004843	K05610	KOG2778	3.4.19.12	PTHR10589 PTHR10589:SF16	PF01088
Cre06.g253850	GO:0032775 GO:0009007 GO:0003677				PTHR34605 PTHR34605:SF1	PF13456 PF05869
Cre06.g254150	GO:0005515	K14558			PTHR19858	PF04003 PF00400
Cre06.g254350	GO:0016020		KOG4267		PTHR12668 PTHR12668:SF5	
Cre06.g254400	GO:0016829 GO:0016836	K01676		4.2.1.2 5.3.2.2	PTHR30389 PTHR30389:SF0	PF05681 PF05683
Cre06.g254450	GO:0005515	K10295			PTHR12874	PF12937
Cre06.g254650	GO:0046872	K13127	KOG1813		PTHR12930	PF00642
Cre06.g254800	GO:0003676	K12831	KOG0131		PTHR24012 PTHR24012:SF449	PF00076
Cre06.g255350	GO:0009228 GO:0004417	K00878		2.7.1.50	PTHR20857 PTHR20857:SF19	PF02110
Cre06.g255400	GO:0005515	K12857	KOG0265		PTHR22847 PTHR22847:SF501	PF00400
Cre06.g255450	GO:0051726 GO:0005634 GO:0006357 GO:0007049 GO:0006351	K04681	KOG1010		PTHR13742 PTHR13742:SF17	PF11934 PF01857 PF01858
Cre06.g256050	GO:0005524			3.6.1.3		PF00004
Cre06.g256200	GO:0008080 GO:0005515	K06062		2.3.1.48	PTHR22880 PTHR22880:SF137	PF00583 PF00439
Cre06.g256300	GO:0003824		KOG1379	3.1.3.16	PTHR12320	PF07228
Cre06.g256420	GO:0017025 GO:0008270 GO:0006355 GO:0006352 GO:0006384 GO:0000126	K15196	KOG1597		PTHR11618 PTHR11618:SF4	PF07741 PF00382
Cre06.g256750	GO:0016790 GO:0006633	K10782		3.1.2.14	PTHR31727 PTHR31727:SF6	PF01643
Cre06.g257000	GO:0006810 GO:0005215 GO:0015419 GO:0008272	K02048			PTHR30368 PTHR30368:SF2	PF01547
Cre06.g257150	GO:0006412 GO:0005840 GO:0005622 GO:0003735	K02921	KOG0402			PF01780
Cre06.g257250	GO:0034464	K16747			PTHR32465 PTHR32465:SF0	PF14783 PF14781 PF14782
Cre06.g257450	GO:0033177 GO:0015991 GO:0015078	K02155	KOG0232		PTHR10263 PTHR10263:SF13	PF00137
Cre06.g257500	GO:0019904	K06630	KOG0841		PTHR18860	PF00244
Cre06.g257601	GO:0055114 GO:0051920 GO:0016491	K03386	KOG0852	1.11.1.15	PTHR10681 PTHR10681:SF108	PF10417 PF08534
Cre06.g257650	GO:0055114 GO:0008113 GO:0030091 GO:0016671 GO:0006979		KOG1635	1.8.4.11	PTHR10173 PTHR10173:SF34	PF01625
Cre06.g257800	GO:0006260 GO:0003887 GO:0003677			2.7.7.7	PTHR10133	PF00476
Cre06.g257850	GO:0003824		KOG1379	3.1.3.16	PTHR12320 PTHR12320:SF7	PF07228
Cre06.g257950	GO:0030170 GO:0009058 GO:0008483 GO:0006520	K14455		2.6.1.1	PTHR11879	PF00155
Cre06.g258200	GO:0005524				PTHR23069	PF13771 PF00004
Cre06.g258226	GO:0009341 GO:0005975 GO:0004565			3.2.1.23		PF02449
Cre06.g258363	GO:0005515				PTHR24365	PF00612
Cre06.g258700	GO:0003824	K01958		6.4.1.1	PTHR18866 PTHR18866:SF109	PF02785 PF13535 PF00364 PF00289 PF00682 PF02436
Cre06.g258733	GO:0009098 GO:0003852 GO:0003824	K01649	KOG2367	2.3.3.13	PTHR10277 PTHR10277:SF9	PF08502 PF00682
Cre06.g259150	GO:0005525	K02358		3.6.5.3	PTHR23115 PTHR23115:SF155	PF01926 PF03144 PF03143
Cre06.g259200	GO:0005525			3.6.5.3	PTHR23115 PTHR23115:SF91	PF01926
Cre06.g259401	GO:0008168 GO:0008152			2.1.1.163	PTHR10108 PTHR10108:SF813	PF08241
Cre06.g259500	GO:0035556 GO:0016849 GO:0009190			4.6.1.2	PTHR11920	PF00211
Cre06.g259550	GO:0016887 GO:0005524		KOG0737	3.6.1.3	PTHR23074 PTHR23074:SF20	PF07728
Cre06.g259650	GO:0016787		KOG2679	3.1.3.2	PTHR10161	PF00149
Cre06.g259800	GO:0005515 GO:0003723	K13100			PTHR18034 PTHR18034:SF3	PF02854 PF02847
Cre06.g259900	GO:0046961 GO:0046933 GO:0045261 GO:0015986	K02115	KOG1531	3.6.3.14	PTHR11693 PTHR11693:SF21	PF00231
Cre06.g260100	GO:0055085	K15276	KOG1581		PTHR10778 PTHR10778:SF13	PF08449
Cre06.g260250	GO:0016021				PTHR33650 PTHR33650:SF1	PF03040
Cre06.g260450	GO:0055085 GO:0016021	K03319			PTHR10283 PTHR10283:SF13	PF03600
Cre06.g260550	GO:0035556 GO:0016849 GO:0009190			4.6.1.2	PTHR11920	PF00211
Cre06.g260700	GO:0055085 GO:0016020 GO:0006810 GO:0005215 GO:0006863 GO:0005345	K06901			PTHR11119 PTHR11119:SF9	PF00860
Cre06.g260750	GO:0035556 GO:0016849 GO:0009190			4.6.1.2	PTHR11920	PF00211
Cre06.g260800	GO:0034314 GO:0030041 GO:0015629 GO:0005885	K05755	KOG1876		PTHR22629	PF05856
Cre06.g260850	GO:0032040	K14766	KOG2147		PTHR23183 PTHR23183:SF0	PF04147
Cre06.g261000	GO:0042651 GO:0015979 GO:0009654 GO:0009523	K03541			PTHR34369	PF04725
Cre06.g261123	GO:0005509					PF07645
Cre06.g261150	GO:0051536 GO:0003824	K01012	KOG2900	2.8.1.6	PTHR22976 PTHR22976:SF19	PF04055 PF06968
Cre06.g261200	GO:0055114 GO:0016491 GO:0006633 GO:0005506				PTHR11863 PTHR11863:SF2	PF04116
Cre06.g261500	GO:0005515				PTHR11260 PTHR11260:SF136	PF13417
Cre06.g261650	GO:0016272 GO:0006457		KOG3313		PTHR12409	PF02996
Cre06.g261700	GO:0042254 GO:0005622	K14815	KOG0816		PTHR21141 PTHR21141:SF37	PF00466
Cre06.g261800	GO:0009094 GO:0004664	K05359	KOG2797	4.2.1.91	PTHR21022	PF00800
Cre06.g262050	GO:0016853 GO:0005975	K01785	KOG1604	5.1.3.3	PTHR10091 PTHR10091:SF0	PF01263
Cre06.g262100	GO:0055114 GO:0016491 GO:0045454	K00383		1.8.1.7	PTHR22912 PTHR22912:SF135	PF00070 PF02852
Cre06.g262300	GO:0006457 GO:0003755 GO:0000413	K05864	KOG0879	5.2.1.8	PTHR11071	PF14295 PF00160
Cre06.g262400	GO:0006629	K14676		3.1.1.5	PTHR14226 PTHR14226:SF29	PF01734 PF00027
Cre06.g262700	GO:0006122 GO:0005750	K00417	KOG3440		PTHR12022	PF02271
Cre06.g262800	GO:0005515 GO:0005634	K11492			PTHR16199 PTHR16199:SF4	PF00628 PF12422
Cre06.g262850	GO:0005525	K06234	KOG4252		PTHR24073 PTHR24073:SF209	PF00025
Cre06.g262900	GO:0006096 GO:0003872	K00850		2.7.1.11	PTHR13697 PTHR13697:SF27	PF00365
Cre06.g263000	GO:0005515					PF12937
Cre06.g263050	GO:0043043 GO:0005737 GO:0006414 GO:0003746				PTHR30053 PTHR30053:SF1	PF08207 PF09285 PF01132
Cre06.g263289	GO:0016765	K11778	KOG1602	2.5.1.87	PTHR10291	PF01255
Cre06.g263300	GO:0016559 GO:0005779		KOG4186		PTHR12652	PF05648
Cre06.g263450	GO:0005525	K03231 character(0)	KOG0458 KOG0459	3.6.5.3	PTHR23115 PTHR23115:SF122	PF03143 PF03144 PF00009 PF03144 PF03143 PF00009
Cre06.g263602	GO:0008270 GO:0008022 GO:0006625 GO:0005779	K13345	KOG0826		PTHR12888 PTHR12888:SF0	PF04757
Cre06.g263950	GO:0046872 GO:0000166	K01539		3.6.3.9	PTHR24093 PTHR24093:SF330	PF00690 PF00702 PF00689 PF00122
Cre06.g264200	GO:0051536 GO:0009055	K00235	KOG3049	1.3.5.1	PTHR11921 PTHR11921:SF29	PF13534 PF13085
Cre06.g264300	GO:0006412 GO:0005840 GO:0005622 GO:0003735				PTHR23321	PF00312
Cre06.g264350	GO:0006412 GO:0005840 GO:0003735	K02871	KOG3203		PTHR11545 PTHR11545:SF7	PF00572
Cre06.g264650	GO:0003677 GO:0000786	K11253	KOG1745		PTHR11426	PF00125
Cre06.g264750	GO:0003677	K11251	KOG1756		PTHR23430	PF00125 PF16211
Cre06.g264800	GO:0003677 GO:0000786	K11252	KOG1744		PTHR23428	PF00125
Cre06.g264900	GO:0003677 GO:0000786	K11252	KOG1744		PTHR23428	PF00125
Cre06.g264950	GO:0003677	K11251	KOG1756		PTHR23430	PF00125 PF16211
Cre06.g265000	GO:0003677 GO:0000786	K11253	KOG1745		PTHR11426	PF00125
Cre06.g265100	GO:0016887 GO:0005524		KOG0927	3.6.1.3	PTHR19211 PTHR19211:SF45	PF16326 PF00005
Cre06.g265250	GO:0003677 GO:0000786	K11253	KOG1745		PTHR11426	PF00125
Cre06.g265350	GO:0003677	K11251	KOG1756		PTHR23430	PF00125 PF16211
Cre06.g265400	GO:0003677 GO:0000786	K11252	KOG1744		PTHR23428	PF00125
Cre06.g265500	GO:0003677 GO:0000786	K11253	KOG1745		PTHR11426	PF00125
Cre06.g265550	GO:0005509 GO:0006468 GO:0004672	K13412	KOG0032	2.7.11.1	PTHR24349 PTHR24349:SF84	PF13202 PF07714
Cre06.g265800	GO:0006412 GO:0005840 GO:0005622 GO:0003735	K02902			PTHR13528 PTHR13528:SF5	PF00830
Cre06.g265850	GO:0005515 GO:0008236 GO:0006508			3.4.21.102	PTHR32060 PTHR32060:SF8	PF00595 PF03572
Cre06.g265950	GO:0016887 GO:0005524 GO:0030286 GO:0007018 GO:0003777 GO:0005858 GO:0001539	K10408		3.6.4.2	PTHR10676 PTHR10676:SF136	PF07728 PF12777 PF12781 PF12780 PF12774 PF08393 PF03028
Cre06.g266000	GO:0006468 GO:0005524 GO:0004672		KOG0198 KOG0583	2.7.11.17	PTHR12291 PTHR12291:SF23	PF00069
Cre06.g266100	GO:0006468 GO:0005524 GO:0004672		KOG1187	2.7.11.17	PTHR12291 PTHR12291:SF23	PF00069
Cre06.g266150	GO:0006468 GO:0005524 GO:0004672		KOG0583	2.7.11.17	PTHR12291 PTHR12291:SF23	PF00069
Cre06.g266250	GO:0006468 GO:0005524 GO:0004672		KOG0198 KOG0583	2.7.11.17	PTHR12291 PTHR12291:SF23	PF00069
Cre06.g266350	GO:0005515			2.1.1.43	PTHR12291 PTHR12291:SF23	PF01753 PF12937 PF00400
Cre06.g266416	GO:0004386	K18995		3.6.4.13	PTHR18934	PF00271 PF04408 PF07717
Cre06.g266450	GO:0006468 GO:0005524 GO:0004672			2.7.11.17	PTHR12291 PTHR12291:SF23	PF00069
Cre06.g266650	GO:0003677 GO:0000786	K11253	KOG1745		PTHR11426	PF00125
Cre06.g266700	GO:0003677	K11251	KOG1756		PTHR23430	PF00125 PF16211
Cre06.g266750	GO:0003677 GO:0000786	K11252	KOG1744		PTHR23428	PF00125
Cre06.g266800	GO:0005488				PTHR30535 PTHR30535:SF2	PF01497
Cre06.g266850	GO:0043565 GO:0008270 GO:0006355 GO:0003700				PTHR10071 PTHR10071:SF199	PF00320
Cre06.g266950	GO:0043565 GO:0008270 GO:0006355 GO:0003700					PF00320
Cre06.g267000	GO:0016740 GO:0008152 GO:0005542			4.3.1.4 2.1.2.5	PTHR12234 PTHR12234:SF1	PF07837
Cre06.g267050	GO:0005515				PTHR12307	PF03370
Cre06.g267250	GO:0008138 GO:0006470 GO:0005856	K04459	KOG1716	3.1.3.16 3.1.3.48	PTHR10159 PTHR10159:SF317	PF00782
Cre06.g267400	GO:0006468 GO:0004672		KOG0192	2.7.12.1	PTHR23257	PF07714
Cre06.g267500	GO:0051603 GO:0005839 GO:0004298	K02735	KOG0180	3.4.25.1	PTHR11599 PTHR11599:SF62	PF00227
Cre06.g267550	GO:0034464	K16748			PTHR21351	PF07289
Cre06.g267600	GO:0016705 GO:0016117	K06444		5.5.1.18	PTHR13789 PTHR13789:SF207	PF05834
Cre06.g267650	GO:0006468 GO:0004672		KOG0198	2.7.11.1	PTHR24347 PTHR24347:SF191	PF07714
Cre06.g267700	GO:0008233 GO:0006508				PTHR33209 PTHR33209:SF1	PF00574 PF01343
Cre06.g267750	GO:0005515 GO:0006508 GO:0004252		KOG3627	3.4.21.19	PTHR15462	PF00050 PF00089
Cre06.g267950	GO:0003677 GO:0000786	K11253	KOG1745		PTHR11426	PF00125
Cre06.g268050	GO:0003677	K11251	KOG1756		PTHR23430	PF00125 PF16211
Cre06.g268100	GO:0003677 GO:0000786	K11252	KOG1744		PTHR23428	PF00125
Cre06.g268150	GO:0006468 GO:0005524 GO:0004672	K08857	KOG0198	2.7.11.1	PTHR24361 PTHR24361:SF411	PF00069
Cre06.g268200	GO:0043190 GO:0006810				PTHR30188 PTHR30188:SF2	PF02405
Cre06.g268250	GO:0003677 GO:0000786	K11252	KOG1744		PTHR23428	PF00125
Cre06.g268300	GO:0003677	K11251	KOG1756		PTHR23430	PF00125 PF16211
Cre06.g268350	GO:0003677 GO:0000786	K11253	KOG1745		PTHR11426	PF00125
Cre06.g268450	GO:0005515	K10752	KOG0264		PTHR22850 PTHR22850:SF85	PF00400
Cre06.g268600	GO:0003676 GO:0006355 GO:0003677				PTHR23003	PF00076 PF00313
Cre06.g268750	GO:0055114 GO:0004471 GO:0051287	K00028		1.1.1.39	PTHR23406 PTHR23406:SF2	PF00390 PF03949
Cre06.g268800	GO:0005515				PTHR14699 PTHR14699:SF0	PF13181 PF07719 PF13414
Cre06.g268850	GO:0006468 GO:0004672			2.7.11.1 2.7.10.2	PTHR23257 PTHR23257:SF394	PF07714
Cre06.g268950	GO:0006468 GO:0004672			2.7.12.1	PTHR23257 PTHR23257:SF394	PF07714
Cre06.g269100	GO:0008080			2.3.1.88	PTHR23091 PTHR23091:SF255	PF00583
Cre06.g269200	GO:0035556 GO:0016849 GO:0009190		KOG0618 character(0)	c("2.7.11.1", "4.6.1.1") 4.6.1.1 2.7.11.1	PTHR27000 PTHR27000:SF160 PTHR11017 PTHR11017:SF145	PF00211 character(0) PF08263
Cre06.g269350	GO:0006355 GO:0005634 GO:0003677 GO:0003700	K13211			PTHR12214 PTHR12214:SF0	PF07842
Cre06.g269450	GO:0003676 GO:0005852 GO:0005737 GO:0003743	K03248	KOG0122		PTHR10352 PTHR10352:SF0	PF12353 PF00076
Cre06.g269601	GO:2001070			2.4.1.19	PTHR15048	PF00686
Cre06.g269650	GO:2001070			2.4.1.19	PTHR15048 PTHR15048:SF0	PF02037 PF00686
Cre06.g269752	GO:0045454 GO:0015035 GO:0006662		KOG0907		PTHR10438 PTHR10438:SF255	PF00085
Cre06.g269950	GO:0005524 GO:0009378 GO:0006310 GO:0006281	K13525		3.6.4.6	PTHR23077 PTHR23077:SF82	PF09336 PF07724 PF02933 PF05496 PF02359
Cre06.g270100	GO:0043169 GO:0005975 GO:0003824 GO:0004553	K00700		2.4.1.18	PTHR10357 PTHR10357:SF141	PF00128 PF02922 PF02806
Cre06.g270200	GO:0005515 GO:0035556 GO:0007165 GO:0006629 GO:0004435	K05857		3.1.4.11	PTHR10336	PF00168 PF00387 PF00388
Cre06.g270250	GO:0006270	K06628	KOG2475		PTHR10507 PTHR10507:SF0	PF02724
Cre06.g270350	GO:0016161 GO:0000272	K01177		3.2.1.2	PTHR31352	PF01373
Cre06.g270500	GO:0019028 GO:0005975 GO:0004553			3.2.1.4	PTHR22298 PTHR22298:SF39	PF03067 PF00759
Cre06.g270750	GO:0006950 GO:0005516					PF07887
Cre06.g270850	GO:0005524	K10841	KOG1002 KOG1001	3.6.4.12	PTHR10799 PTHR10799:SF679	PF00271 PF00176
Cre06.g270900	GO:0016817	K17675		3.6.4.13	PTHR12131	PF00271 PF12513
Cre06.g271100	GO:0006468 GO:0005524 GO:0004672	K02206	KOG0594	2.7.11.22 2.7.11.23	PTHR24056	PF00069
Cre06.g271188	GO:0016787				PTHR36492 PTHR36492:SF2	PF00149
Cre06.g271200	GO:0055114 GO:0045454 GO:0016491		KOG0405	1.6.3.3	PTHR22912 PTHR22912:SF140	PF00581 PF02852 PF00070
Cre06.g271250	GO:0003677 GO:0000786	K11253	KOG1745		PTHR11426	PF00125
Cre06.g271350	GO:0003677	K11251	KOG1756		PTHR23430	PF00125 PF16211
Cre06.g271376	GO:0003677 GO:0000786		KOG1744		PTHR23428	PF00125
Cre06.g271550	GO:0005634 GO:0003677					PF01429
Cre06.g271850	GO:0016887 GO:0005524		KOG0062	3.6.1.3	PTHR19211 PTHR19211:SF56	PF16326 PF12848 PF00005
Cre06.g271950	GO:0016020 GO:0008565 GO:0006886 GO:0005737 GO:0048193				PTHR10013	PF04871
Cre06.g272050	GO:0030145 GO:0006007 GO:0005737 GO:0004619 GO:0046872 GO:0003824	K15633		5.4.2.12	PTHR31637 PTHR31637:SF0	PF06415 PF01676
Cre06.g272100	GO:0043399 GO:0019988	K15463			PTHR31811 PTHR31811:SF0	PF04179
Cre06.g272600	GO:0005634 GO:0003677					PF01429
Cre06.g272650	GO:0016020 GO:0009765	K08911			PTHR21649	PF00504
Cre06.g272800	GO:0006412 GO:0005840 GO:0005622 GO:0003735	K02995	KOG3283		PTHR10394	PF01201
Cre06.g272850	GO:0042254 GO:0005622	K02864			PTHR11560	PF00466
Cre06.g272900	GO:0055114 GO:0016491			5.4.99.9	PTHR10668 PTHR10668:SF63	PF01593
Cre06.g272950	GO:0006412 GO:0005840 GO:0005622 GO:0003735 GO:0003723	K02964	KOG3311		PTHR10871	PF00416
Cre06.g273100	GO:0019028				PTHR21113	PF03067
Cre06.g273150	GO:0032259 GO:0008168			2.1.1.166		PF01728
Cre06.g273200	GO:0055085 GO:0022857 GO:0016021	K03762	KOG0254		PTHR23508 PTHR23508:SF1	PF00083
Cre06.g273250	GO:0016746 GO:0008152	K13506	KOG2898	2.3.1.15	PTHR23063 PTHR23063:SF2	PF01553
Cre06.g273300	GO:0043039 GO:0005524 GO:0006418 GO:0004812 GO:0000166	K01868		6.1.1.3	PTHR11451 PTHR11451:SF5	PF07973 PF02824 PF03129 PF00587
Cre06.g273413	GO:0008168	K14835		2.1.1.178	PTHR22807 PTHR22807:SF30	PF17125 PF01189
Cre06.g273500	GO:0016787	K14641	KOG1385	3.6.1.5	PTHR11782 PTHR11782:SF30	PF01150
Cre06.g273600	GO:0005515 GO:0006412 GO:0005840 GO:0003735	K02977	KOG0004		PTHR10666 PTHR10666:SF137	PF00240 PF01599
Cre06.g273750	GO:0016887 GO:0005524	K02045		3.6.3.25	PTHR24220 PTHR24220:SF481	PF00005
Cre06.g273850	GO:0003677 GO:0000786	K11252	KOG1744		PTHR23428	PF00125
Cre06.g273900	GO:0003677	K11251	KOG1756		PTHR23430	PF00125 PF16211
Cre06.g274000	GO:0003677 GO:0000786	K11253	KOG1745		PTHR11426	PF00125
Cre06.g274101	GO:0003677 GO:0000786	K11253	KOG1745		PTHR11426	PF00125
Cre06.g274200	GO:0003677	K11251	KOG1756		PTHR23430	PF00125 PF16211
Cre06.g274250	GO:0003677 GO:0000786	K11252	KOG1744		PTHR23428	PF00125
Cre06.g274350	GO:0003677 GO:0000786	K11253	KOG1745		PTHR11426	PF00125
Cre06.g274400	GO:0008168 GO:0006480	K16219		2.1.1.244	PTHR12753	PF13649
Cre06.g274450	GO:0005515				PTHR13271 PTHR13271:SF28	PF00856
Cre06.g274500	GO:0003676	K14396			PTHR24012 PTHR24012:SF436	PF00076
Cre06.g274550	GO:0006468 GO:0004672			2.7.12.1	PTHR23257	PF07714
Cre06.g274750	GO:0003677 GO:0000786	K11252	KOG1744		PTHR23428	PF00125
Cre06.g274800	GO:0003677	K11251	KOG1756		PTHR23430	PF00125 PF16211
Cre06.g274850	GO:0003677 GO:0000786	K11253	KOG1745		PTHR11426	PF00125
Cre06.g275050	GO:0016787 GO:0006541 GO:0008242 GO:0003824	K01307	KOG1559	3.4.19.9	PTHR11315	PF07722
Cre06.g275100	GO:0003676	K11294	KOG0131		PTHR24012 PTHR24012:SF243	PF00076
Cre06.g275150	GO:0006629				PTHR21493 PTHR21493:SF84	PF01764
Cre06.g275450	GO:0005515 GO:0006468 GO:0005524 GO:0004672		KOG0617		PTHR23155	PF13855 PF00069
Cre06.g275500	GO:0006355 GO:0003700				PTHR31677	PF00847
Cre06.g275650	GO:0005515 GO:0042176 GO:0030234 GO:0000502	K03033	KOG2581		PTHR10758 PTHR10758:SF2	PF01399 PF08375
Cre06.g275750	GO:0003677 GO:0000786	K11253	KOG1745		PTHR11426	PF00125
Cre06.g275800	GO:0003677 GO:0000786	K11252	KOG1744		PTHR23428	PF00125
Cre06.g275850	GO:0003677	K11251	KOG1756		PTHR23430	PF00125 PF16211
Cre06.g275900	GO:0006334 GO:0005634 GO:0003677 GO:0000786	K11275			PTHR11467	PF00538
Cre06.g276100	GO:0005515		character(0) c("KOG0315", "KOG0271")		PTHR14221	PF00400
Cre06.g276350	GO:0019243 GO:0004416			3.1.2.6	PTHR11935 PTHR11935:SF7	PF16123
Cre06.g276450	GO:0019243 GO:0004416			3.1.2.6	PTHR11935 PTHR11935:SF7	PF16123
Cre06.g276500	GO:0003677	K11251	KOG1756		PTHR23430	PF00125 PF16211
Cre06.g276550	GO:0003677 GO:0000786	K11252	KOG1744		PTHR23428	PF00125
Cre06.g276600	GO:0003677 GO:0000786	K11253	KOG1745		PTHR11426	PF00125
Cre06.g276700	GO:0016787 GO:0008152	K18151		3.5.1.116	PTHR32494 PTHR32494:SF5	PF01546
Cre06.g276850	GO:0003677 GO:0000786	K11253	KOG1745		PTHR11426	PF00125
Cre06.g276900	GO:0003677 GO:0000786	K11252	KOG1744		PTHR23428	PF00125
Cre06.g276950	GO:0003677	K11251	KOG1756		PTHR23430	PF00125 PF16211
Cre06.g277000	GO:0008270	K18932	KOG1315	2.3.1.225	PTHR22883 PTHR22883:SF92	PF01529
Cre06.g277050	GO:0042273 GO:0030036 GO:0000055	K14856	KOG2229		PTHR12730 PTHR12730:SF0	PF08158 PF05285
Cre06.g277100	GO:0055114 GO:0016491		KOG2733		PTHR12286 PTHR12286:SF4	PF03435
Cre06.g277200	GO:0030170 GO:0008483	K00833	KOG1401	6.3.3.3 2.6.1.62	PTHR11986 PTHR11986:SF8	PF13500 PF00202
Cre06.g277300	GO:0016567 GO:0004842			6.3.2.19	PTHR22849 PTHR22849:SF39	PF04564 PF12796
Cre06.g277550	GO:0016810 GO:0006807			3.5.5.1	PTHR23088 PTHR23088:SF20	PF00795
Cre06.g277801	GO:0006310 GO:0006281 GO:0003910 GO:0003677 GO:0005524	K10777		6.5.1.1	PTHR10459 PTHR10459:SF71	PF04675 PF01068
Cre06.g278088	GO:0003677	K11251			PTHR23430	PF00125
Cre06.g278097	GO:0005515	K14298	KOG0647		PTHR10971 PTHR10971:SF11	PF00400
Cre06.g278103	GO:0055114 GO:0016715 GO:0005507 GO:0004497			1.14.17.1	PTHR10157	PF03351 PF03712 PF01082
Cre06.g278108	GO:0008080					PF13508
Cre06.g278109	GO:0006629			1.14.15.3	PTHR38674 PTHR38674:SF1	PF00487
Cre06.g278111	GO:0055085 GO:0016020 GO:0006811 GO:0005216		KOG0498		PTHR10217	PF00520
Cre06.g278122	GO:0008289		KOG4160		PTHR10504 PTHR10504:SF73	PF02886 PF01273
Cre06.g278125	GO:0005856 GO:0008017 GO:0007018 GO:0005524 GO:0003777 GO:0005871		KOG0239	3.6.4.5	PTHR24115 PTHR24115:SF470	PF09379 PF00373 PF00784 PF00225
Cre06.g278135	GO:0006412 GO:0005840 GO:0005622 GO:0003735	K02889	KOG1732		PTHR20981	PF01157
