Gene ID	GO	KO	KOG	ENZYME	PANTHER
Vocar.0002s0223	GO:0043565 GO:0008270 GO:0006355 GO:0003700				
Vocar.0002s0224	GO:0016740 GO:0008152 GO:0005542			4.3.1.4 2.1.2.5	PTHR12234
Vocar.0002s0227	GO:0008138 GO:0006470	K04459 K14165	KOG1718	3.1.3.16 3.1.3.48	PTHR10159
Vocar.0002s0233	GO:0006310 GO:0006281 GO:0003910 GO:0003677 GO:0005524	K10747		6.5.1.1	PTHR10459 PTHR10459:SF38
Vocar.0002s0239	GO:0045454 GO:0015035 GO:0009055			1.11.1.15	PTHR23054 PTHR23054:SF14
Vocar.0002s0240	GO:0055114 GO:0051287 GO:0016616 GO:0003979	K00012		1.1.1.22	PTHR11374 PTHR11374:SF3
Vocar.0002s0241	GO:0008270			2.7.11.25	PTHR21540 PTHR21540:SF0
Vocar.0002s0242	GO:0008137 GO:0005739 GO:0003954	K03963			PTHR20900 PTHR20900:SF0
Vocar.0002s0243	GO:0055085 GO:0016021 GO:0015299 GO:0006812				PTHR32507 PTHR32507:SF10
Vocar.0002s0245	GO:0005515				PTHR12307
Vocar.0002s0246	GO:0016192 GO:0016021	K08515	KOG0859		PTHR21136 PTHR21136:SF86
Vocar.0002s0249	GO:0005515	K14793	KOG0299		PTHR19865 PTHR19865:SF0
Vocar.0002s0250	GO:0005515		KOG0295 KOG0277 KOG0266		PTHR22847 PTHR22847:SF500
Vocar.0002s0251	GO:0006468 GO:0005524 GO:0004672			2.7.12.1	PTHR23257 PTHR23257:SF394
Vocar.0002s0254	GO:0008234 GO:0006508	K08596	KOG3246	3.4.22.68	PTHR12606 PTHR12606:SF28
Vocar.0002s0263	GO:0046854	K10047	KOG2951	3.1.3.25	PTHR20854 PTHR20854:SF4
Vocar.0002s0273	GO:0071704 GO:0016868 GO:0005975	K01835		5.4.2.2	PTHR22573 PTHR22573:SF2
Vocar.0002s0275	GO:0005992 GO:0003824	K16055		2.4.1.15 3.1.3.12	PTHR10788 PTHR10788:SF17
Vocar.0002s0276	GO:0008152 GO:0003824	K05605	KOG1684	3.1.2.4	PTHR11941 PTHR11941:SF53
Vocar.0002s0277	GO:0005515			2.1.1.43	PTHR12197
Vocar.0002s0281	GO:0016020 GO:0009765	K08910			PTHR21649
Vocar.0002s0283	GO:0005525 GO:0003924		KOG0446	3.6.5.5	PTHR11566 PTHR11566:SF21
Vocar.0002s0287	GO:0006468 GO:0005524 GO:0004672	K08832		2.7.11.1	PTHR24055 PTHR24055:SF0
Vocar.0002s0292	GO:0003824 GO:0006470 GO:0004722		KOG0698	3.1.3.16	PTHR13832 PTHR13832:SF273
Vocar.0002s0293	GO:0003676	K12890 character(0)	KOG0105		PTHR24012 c("PTHR24012", "PTHR24012:SF487")
Vocar.0002s0295	GO:0005739		KOG4100		PTHR13137 PTHR13137:SF6
Vocar.0002s0296	GO:0006886 GO:0005741	K17769			PTHR12504
Vocar.0002s0297	GO:0016779			2.7.7.19	PTHR12271 PTHR12271:SF40
Vocar.0002s0301	GO:0008168 GO:0008152			2.1.1.41	PTHR10108 PTHR10108:SF871
Vocar.0002s0304	GO:0055085 GO:0016020 GO:0006811 GO:0005216				PTHR31942 PTHR31942:SF1
Vocar.0002s0308	GO:0005515	K14753	KOG0279		PTHR19868 PTHR19868:SF0
Vocar.0002s0311	GO:0005634 GO:0003677				PTHR31251 PTHR31251:SF1
Vocar.0002s0312	GO:0016817	K17675		3.6.4.13	PTHR12131
Vocar.0002s0313	GO:0005524	K10841	KOG1001	3.6.4.12	PTHR10799 PTHR10799:SF679
Vocar.0002s0314	GO:0003723		KOG3181		PTHR11760 PTHR11760:SF20
Vocar.0002s0315	GO:0043169 GO:0005975 GO:0003824 GO:0004553	K00700		2.4.1.18	PTHR10357 PTHR10357:SF141
Vocar.0002s0317	GO:0005515 GO:0035556 GO:0007165 GO:0006629 GO:0004435	K19006		3.1.4.11	PTHR10336 PTHR10336:SF36
Vocar.0002s0319	GO:0006468 GO:0004672		KOG0192 character(0)	2.7.12.1	PTHR23257 PTHR23257:SF513
Vocar.0002s0320	GO:0006468 GO:0004672		KOG0192	2.7.11.25	PTHR23257 PTHR23257:SF513
Vocar.0002s0322	GO:0006468 GO:0004672			2.7.12.1	PTHR23257 PTHR23257:SF513
Vocar.0002s0323	GO:0006468 GO:0004672			2.7.11.25	PTHR23257 PTHR23257:SF513
Vocar.0002s0324	GO:0006468 GO:0005524 GO:0004672		KOG1187	2.7.11.25	PTHR23257 PTHR23257:SF513
Vocar.0002s0325	GO:0006270	K06628	KOG2475		PTHR10507 PTHR10507:SF0
Vocar.0002s0332	GO:0005634 GO:0003677				
Vocar.0002s0333	GO:0016020 GO:0009765	K08911			PTHR21649
Vocar.0002s0334	GO:0006412 GO:0005840 GO:0005622 GO:0003735	K02995	KOG3283		PTHR10394
Vocar.0002s0335	GO:0042254 GO:0005622	K02864			PTHR11560
Vocar.0002s0336	GO:0055114 GO:0016491			5.4.99.9	PTHR10668 PTHR10668:SF63
Vocar.0002s0337	GO:0006412 GO:0005840 GO:0005622 GO:0003735 GO:0003723	K02964	KOG3311		PTHR10871
Vocar.0002s0341	GO:0043039 GO:0005524 GO:0006418 GO:0004812 GO:0000166	K01868		6.1.1.3	PTHR11451 PTHR11451:SF5
Vocar.0002s0343	GO:0043190 GO:0006810 GO:0005524 GO:0005215 GO:0016887	K02045		3.6.3.25	PTHR24220 PTHR24220:SF481
Vocar.0002s0346	GO:0005515 GO:0006412 GO:0005840 GO:0003735	K02977	KOG0004		PTHR10666 PTHR10666:SF137
Vocar.0002s0347	GO:0005975 GO:0004553			3.2.1.78	PTHR31451 PTHR31451:SF11
Vocar.0002s0349	GO:0016787	K14641	KOG1385	3.6.1.5	PTHR11782 PTHR11782:SF30
Vocar.0002s0351	GO:0008168	K14835		2.1.1.178	PTHR22807 PTHR22807:SF30
Vocar.0002s0352	GO:0055085 GO:0022857 GO:0016021	K03762	KOG0255		PTHR23508 PTHR23508:SF1
Vocar.0002s0353	GO:0016746 GO:0008152	K13506	KOG2898	2.3.1.15	PTHR23063 PTHR23063:SF2
Vocar.0002s0355	GO:0006950 GO:0005516				
Vocar.0002s0356	GO:0006950 GO:0005516				
Vocar.0002s0358	GO:0005515 GO:0042176 GO:0030234 GO:0000502	K03033	KOG2581		PTHR10758 PTHR10758:SF2
Vocar.0002s0359	GO:0003677 GO:0000786	K11252	KOG1744		PTHR23428
Vocar.0002s0363	GO:0016787 GO:0008152	K18151		3.5.1.116	PTHR32494 PTHR32494:SF5
Vocar.0002s0368	GO:0005515		KOG0296 KOG0315		PTHR14221
Vocar.0002s0371	GO:0006334 GO:0005634 GO:0003677 GO:0000786	K11275			PTHR11467
Vocar.0002s0372	GO:0008168 GO:0008152 GO:0006480	K16219		2.1.1.244	PTHR12753
Vocar.0002s0376	GO:0003676	K14396	KOG4209		PTHR24012 PTHR24012:SF436
Vocar.0002s0377	GO:0006468 GO:0004672 GO:0005524		KOG0192	2.7.12.1	PTHR23257
Vocar.0002s0389	GO:0003677 GO:0000786	K11252	KOG1744		PTHR23428
Vocar.0002s0390	GO:0055114 GO:0045454 GO:0016491		KOG1530 KOG2755	1.6.3.3	PTHR22912 PTHR22912:SF140
Vocar.0002s0391	GO:0003677	K11251	KOG1756		PTHR23430
Vocar.0002s0392	GO:0003677 GO:0000786	K11252	KOG1744		PTHR23428
Vocar.0002s0394	GO:0006468 GO:0005524 GO:0004672	K02206	KOG0659 KOG0594	2.7.11.22 2.7.11.23	PTHR24056
Vocar.0002s0399	GO:0006468 GO:0005524 GO:0004672			2.7.11.1	PTHR23257
Vocar.0002s0407	GO:0006629				PTHR21493 PTHR21493:SF84
Vocar.0002s0408	GO:0003676	K11294	KOG0131		PTHR24012
Vocar.0002s0409	GO:0016787 GO:0006541 GO:0008242 GO:0003824	K01307	KOG1559	3.4.19.9	PTHR11315
Vocar.0002s0412	GO:0005515	K18953			PTHR13743
Vocar.0002s0413	GO:0008270	K18932	KOG1315	2.3.1.225	PTHR22883 PTHR22883:SF92
Vocar.0002s0414	GO:0042273 GO:0030036 GO:0000055	K14856	KOG2229		PTHR12730 PTHR12730:SF0
Vocar.0002s0415	GO:0055114 GO:0016491		KOG2733		PTHR12286 PTHR12286:SF4
Vocar.0002s0418	GO:0030145 GO:0006007 GO:0005737 GO:0004619 GO:0046872 GO:0003824	K15633 character(0)		5.4.2.12	PTHR31637 PTHR31637:SF0
Vocar.0002s0419	GO:0043399 GO:0019988	K15463			PTHR31811 PTHR31811:SF0
Vocar.0002s0421	GO:0048280 GO:0006886 GO:0005737 GO:0000139 GO:0048193				PTHR10013
Vocar.0002s0423	GO:0016887 GO:0005524		KOG0062	3.6.1.3	PTHR19211 PTHR19211:SF56
Vocar.0002s0425	GO:0016787 GO:0008152		KOG2275	3.4.17.4	PTHR11014 PTHR11014:SF16
Vocar.0002s0428	GO:0030170 GO:0008483	K00833		6.3.3.3 2.6.1.62	PTHR11986 PTHR11986:SF8
Vocar.0002s0434	GO:0016567 GO:0004842			6.3.2.19	PTHR22849
Vocar.0002s0435	GO:0055114 GO:0050660 GO:0016491				PTHR11748
Vocar.0002s0436	GO:0055114 GO:0050660 GO:0016491				PTHR13878 PTHR13878:SF5
Vocar.0002s0440	GO:0006508 GO:0004176				
Vocar.0002s0441	GO:0055085	K15276	KOG1581		PTHR10778 PTHR10778:SF13
Vocar.0002s0443	GO:0035556 GO:0016849 GO:0009190			4.6.1.2	PTHR11920
Vocar.0002s0445	GO:0055085 GO:0016021	K03319			PTHR10283 PTHR10283:SF13
Vocar.0002s0448	GO:0016021				PTHR33650 PTHR33650:SF1
Vocar.0002s0451	GO:0055085 GO:0016020 GO:0006810 GO:0005215 GO:0006863 GO:0005345	K06901			PTHR11119 PTHR11119:SF9
Vocar.0002s0454	GO:0005515 GO:0003723	K13100			PTHR18034 PTHR18034:SF3
Vocar.0002s0456	GO:0046961 GO:0046933 GO:0045261 GO:0015986	K02115	KOG1531	3.6.3.14	PTHR11693 PTHR11693:SF21
Vocar.0002s0457	GO:0034314 GO:0030041 GO:0015629 GO:0005885	K05755	KOG1876		PTHR22629
Vocar.0002s0458	GO:0032040	K14766	KOG2147		PTHR23183 PTHR23183:SF0
Vocar.0002s0459	GO:0042651 GO:0015979 GO:0009654 GO:0009523	K03541			PTHR34369
Vocar.0002s0461	GO:0051536 GO:0003824	K01012	KOG2900	2.8.1.6	PTHR22976 PTHR22976:SF19
Vocar.0002s0462	GO:0055114 GO:0016491 GO:0006633 GO:0005506				PTHR11863 PTHR11863:SF2
Vocar.0002s0472	GO:0009094 GO:0004664	K05359	KOG2797	4.2.1.91	PTHR21022 PTHR21022:SF1
Vocar.0002s0474	GO:0042254 GO:0005622	K14815	KOG0816		PTHR21141 PTHR21141:SF37
Vocar.0002s0475	GO:0016272 GO:0006457		KOG3313		PTHR12409
Vocar.0002s0478	GO:0006629	K14676		3.1.1.5	PTHR14226 PTHR14226:SF29
Vocar.0002s0480	GO:0016853 GO:0005975	K01785	KOG1604	5.1.3.3	PTHR10091 PTHR10091:SF0
Vocar.0002s0481	GO:0055114 GO:0016491 GO:0045454	K00383		1.8.1.7	PTHR22912 PTHR22912:SF135
Vocar.0002s0485	GO:0006457 GO:0003755 GO:0000413	K05864	KOG0879	5.2.1.8	PTHR11071
Vocar.0002s0494	GO:0005515			5.3.99.3	PTHR11260 PTHR11260:SF136
Vocar.0002s0496	GO:0006096 GO:0003872	K00850		2.7.1.11	PTHR13697 PTHR13697:SF27
Vocar.0002s0497	GO:0005525	K06234	KOG4252		PTHR24073 PTHR24073:SF209
Vocar.0002s0498	GO:0005515 GO:0005634	K11492			PTHR16199 PTHR16199:SF4
Vocar.0002s0502	GO:0006122 GO:0005750	K00417	KOG3440		PTHR12022
Vocar.0002s0505	GO:0043043 GO:0005737 GO:0006414 GO:0003746				PTHR30053 PTHR30053:SF1
Vocar.0002s0508	GO:0006468 GO:0004672		KOG0192	2.7.11.1	PTHR23257
Vocar.0002s0511	GO:0008270 GO:0008022 GO:0006625 GO:0005779	K13345	KOG0826		PTHR12888 PTHR12888:SF0
Vocar.0002s0517	GO:0005525	K03231	KOG0458	3.6.5.3	PTHR23115 PTHR23115:SF122
Vocar.0002s0520	GO:0016559 GO:0005779		KOG4186		PTHR12652
Vocar.0002s0521	GO:0016765	K11778	KOG1602	2.5.1.87	PTHR10291
Vocar.0002s0531	GO:0046872 GO:0000166	K01539		3.6.3.9	PTHR24093 PTHR24093:SF268
Vocar.0002s0537	GO:0005509 GO:0006468 GO:0004672	K13412	KOG0032	2.7.11.1	PTHR24349 PTHR24349:SF84
Vocar.0002s0542	GO:0003676	K14785	KOG3152		PTHR12311
Vocar.0002s0543	GO:0003333	K14994	KOG1305		PTHR22950
Vocar.0002s0545	GO:0006412 GO:0005840 GO:0003735	K02871	KOG3203		PTHR11545 PTHR11545:SF7
Vocar.0002s0546	GO:0006412 GO:0005840 GO:0005622 GO:0003735				PTHR23321
Vocar.0002s0549	GO:0051536 GO:0009055	K00235	KOG3049	1.3.5.1	PTHR11921 PTHR11921:SF29
Vocar.0002s0553	GO:0007018 GO:0003777 GO:0016887 GO:0005858 GO:0001539				PTHR10676 PTHR10676:SF136
Vocar.0002s0554	GO:0007018 GO:0003777 GO:0016887 GO:0005858 GO:0001539	K10408			PTHR10676 PTHR10676:SF136
Vocar.0002s0558	GO:0055114 GO:0050661 GO:0050660 GO:0004499			1.14.13.8	PTHR23023
Vocar.0002s0559	GO:0006468 GO:0005524 GO:0004672		KOG0192	2.7.11.25	PTHR23257 PTHR23257:SF513
Vocar.0002s0563	GO:0030170 GO:0008483	K00818	KOG1401	2.6.1.11	PTHR11986 PTHR11986:SF79
Vocar.0002s0567	GO:0005488				PTHR30535 PTHR30535:SF2
Vocar.0002s0569	GO:0008270 GO:0005622 GO:0005515				PTHR31319 PTHR31319:SF10
Vocar.0002s0578	GO:0006629			1.14.15.3	PTHR38674 PTHR38674:SF1
Vocar.0002s0582	GO:0004674	K07178		2.7.11.1	PTHR10593 PTHR10593:SF23
Vocar.0002s0583	GO:0006412 GO:0005840 GO:0003735 GO:0015934				PTHR13501
Vocar.0002s0587	GO:0005525	K07910	KOG0080		PTHR24073 PTHR24073:SF285
Vocar.0002s0588	GO:0006468 GO:0004672		KOG0598	2.7.12.2	PTHR24362
Vocar.0002s0589	GO:0008289				PTHR10504 PTHR10504:SF73
Vocar.0002s0592	GO:0005856 GO:0008017 GO:0007018 GO:0005524 GO:0003777 GO:0005871		KOG0239	3.6.4.5	PTHR24115 PTHR24115:SF470
Vocar.0002s0595	GO:0003677 GO:0000786	K11253	KOG1745		PTHR11426
Vocar.0002s0596	GO:0008168			2.1.1.203	PTHR22808 PTHR22808:SF1
Vocar.0002s0598	GO:0003677 GO:0000786	K11253	KOG1745		PTHR11426
Vocar.0002s0599	GO:0008270 GO:0005515 GO:0046872	K15687	KOG1039		PTHR11224 PTHR11224:SF10
Vocar.0002s0600	GO:0006412 GO:0005840 GO:0005622 GO:0003735	K02889	KOG1732		PTHR20981 PTHR20981:SF6
Vocar.0002s0603	GO:0051287	K18121	KOG0409		PTHR22981 PTHR22981:SF53
Vocar.0002s0606	GO:0006355 GO:0005739 GO:0003690				PTHR13068 PTHR13068:SF30
Vocar.0002s0609	GO:0003677	K11251	KOG1756		PTHR23430
Vocar.0002s0611	GO:0019898 GO:0015979 GO:0009654 GO:0009523 GO:0005509				
Vocar.0002s0612	GO:0051536 GO:0003824 GO:0051539 GO:0009451	K14441	KOG2492		PTHR11918 PTHR11918:SF57
Vocar.0002s0615	GO:0055085 GO:0016020 GO:0006811 GO:0005216		KOG0498		PTHR10217
Vocar.0002s0621	GO:0055114 GO:0016715 GO:0005507 GO:0004497		KOG3568		PTHR10157 PTHR10157:SF27
Vocar.0002s0624	GO:0005515	K14298	KOG0647		PTHR10971 PTHR10971:SF11
Vocar.0002s0627	GO:0003824		KOG1379	3.1.3.16	PTHR12320
Vocar.0002s0629	GO:0008080 GO:0005515	K06062		2.3.1.48	PTHR22880 PTHR22880:SF137
Vocar.0002s0633	GO:0005515				
Vocar.0002s0638	GO:0016787			3.6.1.13	PTHR22769
Vocar.0002s0642	GO:0009098 GO:0003852 GO:0003824	K01649		2.3.3.13	PTHR10277 PTHR10277:SF9
Vocar.0002s0643	GO:0003824	K01958		6.4.1.1	PTHR18866 PTHR18866:SF110
Vocar.0002s0658	GO:0009228 GO:0004417	K00878		2.7.1.50	PTHR20857 PTHR20857:SF19
Vocar.0002s0661	GO:0034464	K16747			PTHR32465 PTHR32465:SF0
Vocar.0002s0662	GO:0006412 GO:0005840 GO:0005622 GO:0003735	K02921	KOG0402		
Vocar.0002s0666	GO:0006511 GO:0005622 GO:0004843	K05610	KOG2778	3.4.19.12	PTHR10589 PTHR10589:SF16
Vocar.0002s0669	GO:0006468 GO:0005524 GO:0004672		KOG0198	2.7.11.1	PTHR23257 PTHR23257:SF534
Vocar.0002s0670	GO:0005515	K14558			PTHR19858
Vocar.0002s0674	GO:0005525		KOG0461	3.6.5.3	PTHR23115 PTHR23115:SF91
Vocar.0002s0677	GO:0033177 GO:0015991 GO:0015078	K02155	KOG0232		PTHR10263 PTHR10263:SF17
Vocar.0002s0678	GO:0019904	K06630	KOG0841		PTHR18860
Vocar.0002s0682	GO:0008152	K01704		4.2.1.33	PTHR11670 PTHR11670:SF6
Vocar.0003s0007	GO:0043039 GO:0005524	K01885 character(0)	character(0) KOG1149	6.1.1.17	PTHR11451 c("PTHR11451", "PTHR11451:SF41")
Vocar.0003s0010	GO:0046983 GO:0006351 GO:0003899	K03027	KOG1521	2.7.7.6	PTHR11800 PTHR11800:SF13
Vocar.0003s0017	GO:0007049		KOG2983		PTHR15323 PTHR15323:SF6
Vocar.0003s0027	GO:0016787 GO:0005524 GO:0004003 GO:0003677			3.6.4.12	PTHR11070
Vocar.0003s0028	GO:0005524 GO:0004003 GO:0003677			3.6.4.12	PTHR11070
Vocar.0003s0030	GO:0006269 GO:0003896	K02684	KOG2851		PTHR10536
Vocar.0003s0031	GO:0016301 GO:0007205 GO:0004143	K00901		2.7.1.107	PTHR11255
Vocar.0003s0035	GO:0003723 GO:0000178	K07573	KOG3409		PTHR12686 PTHR12686:SF8
Vocar.0003s0036	GO:0008270				
Vocar.0003s0039	GO:0004842	K10590	KOG0170	6.3.2.19	PTHR11254 PTHR11254:SF73
Vocar.0003s0041	GO:0005524 GO:0003676			3.6.4.13	PTHR14074 PTHR14074:SF16
Vocar.0003s0042	GO:0006351 GO:0003899	K03012	KOG2351	2.7.7.6	PTHR21297 PTHR21297:SF0
Vocar.0003s0043	GO:0006508 GO:0004185	K16296	KOG1282	3.4.16.5	PTHR11802 PTHR11802:SF62
Vocar.0003s0044	GO:0008236 GO:0006508		KOG2100	3.4.19.1	PTHR11731 PTHR11731:SF117
Vocar.0003s0045	GO:0016887 GO:0005524 GO:0016020		KOG0061	3.6.3.17	PTHR19241
Vocar.0003s0049	GO:0005515		KOG4412		PTHR24078
Vocar.0003s0050	GO:0016758 GO:0008152			2.4.1.173	PTHR11926 PTHR11926:SF207
Vocar.0003s0052	GO:0016853 GO:0005975	K01792	KOG1594	5.1.3.15	PTHR11122 PTHR11122:SF11
Vocar.0003s0059	GO:0016310 GO:0016301 GO:0005524	K08244		2.7.9.4	PTHR22931 PTHR22931:SF1
Vocar.0003s0060	GO:0008138 GO:0006470			2.1.1.56	PTHR10367
Vocar.0003s0061	GO:0005515	K05309	KOG3029	5.3.99.3	PTHR12782
Vocar.0003s0063	GO:0005515 GO:0055114 GO:0016491	K11450	KOG0029	1.5.3.16	PTHR10742 PTHR10742:SF210
Vocar.0003s0064	GO:0005515	K11806			PTHR22851 PTHR22851:SF0
Vocar.0003s0068	GO:0016747 GO:0016020 GO:0006633	K15397		2.3.1.199	PTHR31561 PTHR31561:SF23
Vocar.0003s0069	GO:0006886 GO:0005784	K09481			PTHR13509
Vocar.0003s0074	GO:0043565 GO:0006355 GO:0003700				
Vocar.0003s0075	GO:0016020 GO:0006897				PTHR12847 PTHR12847:SF3
Vocar.0003s0076	GO:0006904 GO:0000145				PTHR12702 PTHR12702:SF0
Vocar.0003s0077	GO:0006468 GO:0005524 GO:0004672		KOG0198	2.7.11.1	PTHR24361 PTHR24361:SF268
Vocar.0003s0078	GO:0035556 GO:0016849 GO:0009190			4.6.1.1	PTHR11017 PTHR11017:SF145
Vocar.0003s0081	GO:0009052 GO:0004751	K01807	KOG3075	5.3.1.6	PTHR11934 PTHR11934:SF8
Vocar.0003s0082	GO:0008176 GO:0006400	K03439	KOG3115	2.1.1.33	PTHR23417 PTHR23417:SF16
Vocar.0003s0083	GO:0006810 GO:0005215 GO:0035556 GO:0016849 GO:0009190			4.6.1.1	PTHR12203 PTHR12203:SF13
Vocar.0003s0090	GO:0006351 GO:0003899 GO:0003677				PTHR12780 PTHR12780:SF1
Vocar.0003s0091	GO:0016787 GO:0006541 GO:0008242 GO:0003824	K01307	KOG1559	3.4.19.9	PTHR11315
Vocar.0003s0094	GO:0005506				PTHR10909 PTHR10909:SF340
Vocar.0003s0095	GO:0016020 GO:0006810 GO:0005215		KOG1291		PTHR11706 PTHR11706:SF45
Vocar.0003s0097	GO:0005524				PTHR12169
Vocar.0003s0100	GO:0005515 GO:0008138 GO:0006470 GO:0005856		KOG1716	3.1.3.16 3.1.3.48	PTHR10159 PTHR10159:SF317
Vocar.0003s0101	GO:0006468 GO:0005524 GO:0004672		KOG0192	2.7.11.25	PTHR23257
Vocar.0003s0103	GO:0006508 GO:0004252			3.4.21.62	PTHR10795 PTHR10795:SF371
Vocar.0003s0104	GO:0006508 GO:0004252			3.4.21.62	PTHR10795 PTHR10795:SF403
Vocar.0003s0105	GO:0006508 GO:0004252			3.4.21.62	PTHR10795 PTHR10795:SF157
Vocar.0003s0107	GO:0006508 GO:0004252			3.4.21.62	PTHR10795 PTHR10795:SF157
Vocar.0003s0112	GO:0016021 GO:0015914 GO:0005524 GO:0004012 GO:0000287	K14802 character(0)	KOG0206	3.6.3.1	PTHR24092
Vocar.0003s0113	GO:0007049 GO:0005634				
Vocar.0003s0114	GO:0006260 GO:0005524 GO:0003677	K02212		3.6.4.12	PTHR11630 PTHR11630:SF66
Vocar.0003s0115	GO:0006508 GO:0004176				
Vocar.0003s0116	GO:0005515				PTHR13308
Vocar.0003s0117	GO:0006457		KOG0544	5.2.1.8	PTHR10516 PTHR10516:SF250
Vocar.0003s0119	GO:0016021 GO:0006810		KOG1691		PTHR22811 PTHR22811:SF58
Vocar.0003s0121	GO:0006810 GO:0005622		KOG2104		PTHR12612 PTHR12612:SF0
Vocar.0003s0123	GO:0006468 GO:0005524 GO:0004672		KOG0580	2.7.10.2	PTHR23257 PTHR23257:SF394
Vocar.0003s0125	GO:0005524 GO:0004003 GO:0003677			3.6.4.12	PTHR11070
Vocar.0003s0127	GO:0008138 GO:0006470	K14819	KOG1716 character(0)	c("3.1.3.16", "3.1.3.48") 5.4.2.6	c("PTHR10159", "PTHR10159:SF293") PTHR18901
Vocar.0003s0129	GO:0009432 GO:0006281 GO:0005524 GO:0003697		KOG1433	3.6.1.8	PTHR22942 PTHR22942:SF1
Vocar.0003s0131	GO:0006281				PTHR21818 PTHR21818:SF0
Vocar.0003s0134	GO:0016757				
Vocar.0003s0138	GO:0005515		KOG0279		PTHR22844 PTHR22844:SF219
Vocar.0003s0143	GO:0009116 GO:0003824			3.2.2.9	PTHR21234
Vocar.0003s0144	GO:0046938 GO:0046872 GO:0016756 GO:0010038	K05941		2.3.2.15	PTHR33447 PTHR33447:SF2
Vocar.0003s0146	GO:0006470 GO:0004725	K18078 character(0)		3.1.3.67 3.1.3.16 3.1.3.48	PTHR23339 PTHR23339:SF25
Vocar.0003s0147	GO:0019205 GO:0006139 GO:0005524		KOG3079	2.7.4.3	PTHR23359 PTHR23359:SF85
Vocar.0003s0148	GO:0006355 GO:0003713 GO:0003677		KOG2712		PTHR13215
Vocar.0003s0150	GO:0035556 GO:0016849 GO:0009190			4.6.1.2	PTHR11920
Vocar.0003s0155	GO:0016021				
Vocar.0003s0158	GO:0006241 GO:0006228 GO:0006183 GO:0006165 GO:0004550	K00940	KOG0888	2.7.4.6	PTHR11349 PTHR11349:SF44
Vocar.0003s0165	GO:0006412 GO:0005840 GO:0005622 GO:0003735	K02923	KOG3499		PTHR10965
Vocar.0003s0168	GO:0045454 GO:0015035 GO:0009055		KOG1752	1.8.1.9	PTHR10293
Vocar.0003s0169	GO:0016020 GO:0006817 GO:0005315	K14640	KOG2493		PTHR11101 PTHR11101:SF58
Vocar.0003s0170	GO:0006468 GO:0004672		KOG0192	2.7.11.1	PTHR23257 PTHR23257:SF513
Vocar.0003s0172	GO:0005634 GO:0003677				PTHR31251 PTHR31251:SF1
Vocar.0003s0173	GO:0042254	K02896	KOG1723		PTHR10792 PTHR10792:SF8
Vocar.0003s0174	GO:0003676 GO:0006355 GO:0005634 GO:0003677	K13103	KOG2184		PTHR23329 PTHR23329:SF1
Vocar.0003s0175	GO:0006310 GO:0006281 GO:0003910 GO:0003677 GO:0005524	K10747		6.5.1.1	PTHR10459 PTHR10459:SF10
Vocar.0003s0177	GO:0055114 GO:0016616 GO:0051287 GO:0000287	K00052	KOG0786	1.1.1.85	PTHR11835 PTHR11835:SF35
Vocar.0003s0179	GO:0016851 GO:0009058	K03403		6.6.1.1	PTHR23304 PTHR23304:SF115
Vocar.0003s0180	GO:0006629				PTHR21493
Vocar.0003s0182	GO:0006468 GO:0004672		KOG0198	2.7.11.25	PTHR23257
Vocar.0003s0186	GO:0015031 GO:0008565	K11827 character(0)	KOG0935 character(0)		PTHR11753
Vocar.0003s0187	GO:0055114 GO:0051287 GO:0016616 GO:0008152		KOG0068	1.1.1.28	PTHR10996 PTHR10996:SF161
Vocar.0003s0193	GO:0007034	K12193	KOG3229		PTHR10476 PTHR10476:SF1
Vocar.0003s0198	GO:0031625 GO:0006511	K03869	KOG2167		PTHR11932 PTHR11932:SF86
Vocar.0003s0200	GO:0016301 GO:0007205 GO:0004143	K00901		2.7.1.107	PTHR11255
Vocar.0003s0201	GO:0045454 GO:0015035 GO:0009055	K07390	KOG1752		PTHR10293
Vocar.0003s0204	GO:0008017 GO:0007018 GO:0005524 GO:0003777 GO:0005871	K10395		3.6.4.4	PTHR24115
Vocar.0003s0207	GO:0055114 GO:0016491			1.14.11.2	PTHR10869 PTHR10869:SF50
Vocar.0003s0209	GO:0008897 GO:0000287		KOG0945	2.7.8.7	PTHR12215
Vocar.0003s0215	GO:0008168 GO:0008152	K14850	KOG3045	2.1.1.287	PTHR12787 PTHR12787:SF0
Vocar.0003s0217	GO:0006629	K13806			PTHR21493 PTHR21493:SF87
Vocar.0003s0218	GO:0008152 GO:0006741 GO:0003951	K00858	KOG2178	2.7.1.23	PTHR20275 PTHR20275:SF6
Vocar.0003s0219	GO:0006355 GO:0005667 GO:0003700 GO:0007049				PTHR12548 PTHR12548:SF9
Vocar.0003s0221	GO:0006468 GO:0004672	K08853	KOG1989	2.7.11.1	PTHR22967
Vocar.0003s0225	GO:0009982 GO:0009451 GO:0003723 GO:0001522			5.4.99.19	PTHR21600 PTHR21600:SF19
Vocar.0003s0226	GO:0016020 GO:0006810 GO:0005215		KOG1291		PTHR11706 PTHR11706:SF33
Vocar.0003s0230	GO:0006351 GO:0003899 GO:0003677 GO:0005634 GO:0032549	K03002 character(0)		2.7.7.6	PTHR20856 PTHR20856:SF5
Vocar.0003s0233	GO:0005515				PTHR22706
Vocar.0003s0235	GO:0051087 GO:0001671				PTHR13009 PTHR13009:SF5
Vocar.0003s0236	GO:0051539 GO:0009435 GO:0008987	K03517		2.5.1.72	PTHR30573 PTHR30573:SF3
