Gene ID	GO	KO	KOG	ENZYME	PANTHER
Dusal.0233s00010	GO:0055085 GO:0046873 GO:0030001 GO:0016020		KOG2662		PTHR13890 PTHR13890:SF0
Dusal.0233s00011	GO:0008168	K14850 character(0)	KOG3045 character(0)	2.1.1.287	PTHR12787 PTHR12787:SF0
Dusal.0233s00014	GO:0005515			2.1.1.43	PTHR12197
Dusal.0233s00022	GO:0006468 GO:0005524 GO:0004672	K08815 character(0)		2.7.11.1	PTHR11909 character(0)
Dusal.0234s00001	GO:0035091				
Dusal.0234s00004	GO:0006468 GO:0005524 GO:0004672	K02206	KOG0594	2.7.11.22 2.7.11.23	PTHR24056
Dusal.0234s00008	GO:0016742 GO:0009058	K00604 character(0)	KOG3082 character(0)	2.1.2.9	c("PTHR11138", "PTHR11138:SF3") PTHR11138
Dusal.0234s00010	GO:0055114 GO:0020037 GO:0006979 GO:0004601			1.11.1.11	PTHR31356
Dusal.0234s00012	GO:0042765 GO:0016255	K05291			PTHR21072
Dusal.0234s00021	GO:0006355 GO:0005634	K12580	KOG2150		PTHR23326 PTHR23326:SF1
Dusal.0235s00004	GO:0006468 GO:0004672	K08287	KOG0671	2.7.12.1	PTHR24058 PTHR24058:SF44
Dusal.0235s00012	GO:0016592 GO:0006357				
Dusal.0235s00013	GO:0016567 GO:0004842	K11968	KOG1815	6.3.2.19	PTHR11685 PTHR11685:SF154
Dusal.0235s00016	GO:0005515	K11649			PTHR12802 PTHR12802:SF41
Dusal.0236s00004	GO:0055114 GO:0016491	K00485		1.14.13.8 1.14.13.148	PTHR23023 PTHR23023:SF130
Dusal.0236s00011	GO:0016020 GO:0006810 GO:0005215				PTHR30520 PTHR30520:SF0
Dusal.0236s00012	GO:0016020 GO:0006810 GO:0005215				PTHR30520 PTHR30520:SF0
Dusal.0236s00014	GO:0008168 GO:0006479	K05931	KOG1499	2.1.1.125	PTHR11006 PTHR11006:SF10
Dusal.0236s00015	GO:0005515				PTHR24193
Dusal.0236s00016	GO:0006388 GO:0000213			4.6.1.16	PTHR21227 PTHR21227:SF0
Dusal.0236s00017	GO:0008173 GO:0006396		KOG2187	2.1.1.190 2.1.1.189	PTHR11061 PTHR11061:SF30
Dusal.0237s00005	GO:0008270 GO:0006508 GO:0004181		KOG2650	3.4.17.20	PTHR11705 PTHR11705:SF81
Dusal.0237s00009	GO:0055085 GO:0016020 GO:0006811 GO:0005216		KOG2301		PTHR10037 PTHR10037:SF218
Dusal.0237s00012	GO:0005515	K19199	KOG1337	2.1.1.43	PTHR13271 PTHR13271:SF28
Dusal.0237s00013	GO:0030532 GO:0008380	K11096	KOG3459		PTHR12777
Dusal.0237s00017	GO:0016491 GO:0008152		KOG1208	1.1.1.300	PTHR24320
Dusal.0238s00002	GO:0016810 GO:0006807	K12251 character(0)	KOG0806 character(0)	3.5.1.53	PTHR23088 PTHR23088:SF26
Dusal.0238s00004	GO:0006412	K02838			PTHR20982
Dusal.0238s00005	GO:0016021 GO:0006869 GO:0005319	K06316	KOG2864		PTHR13117
Dusal.0238s00006	GO:0019538 GO:0016887 GO:0005524	K03696		3.6.4.10	PTHR11638
Dusal.0238s00008	GO:0055114 GO:0020037 GO:0016705 GO:0005506			1.6.2.4 1.14.14.1	PTHR24305
Dusal.0238s00012	GO:0006468 GO:0005524 GO:0004672			2.7.11.25	PTHR24361 PTHR24361:SF315
Dusal.0238s00013	GO:0006886 GO:0005741	K17769			PTHR12504
Dusal.0238s00014	GO:0005739		KOG4100		PTHR13137 PTHR13137:SF6
Dusal.0238s00015	GO:0000062				
Dusal.0238s00016	GO:0055085				PTHR31645
Dusal.0238s00020	GO:0009982 GO:0009451 GO:0003723 GO:0001522				PTHR11079 PTHR11079:SF79
Dusal.0238s00022	GO:0009058 GO:0003824 GO:0016779 GO:0009435	K06210	KOG3199	2.7.7.18 2.7.7.1	PTHR12039 PTHR12039:SF0
Dusal.0239s00002	GO:0055114 GO:0016616 GO:0051287 GO:0000287	K00052	KOG0786	1.1.1.85	PTHR11835 PTHR11835:SF35
Dusal.0239s00004	GO:0007049		KOG2983		PTHR15323 PTHR15323:SF6
Dusal.0239s00007	GO:0050662 GO:0003824		KOG4288		PTHR12126
Dusal.0239s00012	GO:0016192 GO:0006886				PTHR12616
Dusal.0239s00014	GO:0008017 GO:0007018 GO:0005524 GO:0003777 GO:0005871	K10405	KOG0239	3.6.4.5	PTHR24115
Dusal.0239s00015	GO:0005524 GO:0003676		c("KOG0331", "KOG0330") character(0)	3.6.4.13	PTHR24031
Dusal.0239s00016	GO:0008152 GO:0003824	K18660	KOG1176		PTHR24096 PTHR24096:SF253
Dusal.0239s00017	GO:0016020				PTHR10050
Dusal.0239s00018	GO:0006777	K03639		4.1.99.18	PTHR22960
Dusal.0240s00008	GO:0006352 GO:0005669				
Dusal.0240s00014	GO:0042823 GO:0042819	K06215	KOG1606	4.3.3.6	PTHR31829
Dusal.0240s00015	GO:0016226				PTHR30508 PTHR30508:SF1
Dusal.0240s00017	GO:0055114 GO:0020037 GO:0016705 GO:0005506			1.14.14.1	PTHR24301 PTHR24301:SF2
Dusal.0240s00020	GO:0055114 GO:0020037 GO:0016705 GO:0005506	K01832	KOG0158	5.3.99.5	PTHR24301 PTHR24301:SF2
Dusal.0241s00001	GO:0035556 GO:0016849 GO:0009190			4.6.1.2	PTHR11920
Dusal.0241s00003	GO:0005515	K12200 character(0)	KOG2220 character(0)		PTHR23030
Dusal.0241s00008	GO:0005515	K14753	KOG0279		PTHR19868 PTHR19868:SF0
Dusal.0241s00009	GO:0000062		KOG0379		PTHR23244 PTHR23244:SF315
Dusal.0241s00013	GO:0098519	K06928		3.6.1.15	PTHR20953
Dusal.0241s00016	GO:0035556 GO:0016849 GO:0009190			4.6.1.2	PTHR11920 PTHR11920:SF328
Dusal.0242s00001	GO:0006434 GO:0005737 GO:0005524 GO:0004828 GO:0000166			6.1.1.11	PTHR11778 PTHR11778:SF7
Dusal.0242s00003	GO:0016021 GO:0015031 GO:0008565	K12275			PTHR12443 PTHR12443:SF9
Dusal.0242s00008	GO:0005515			2.1.1.127 2.1.1.259	PTHR13271
Dusal.0242s00014	GO:0008168 GO:0008152	K05928	KOG1271	2.1.1.95	PTHR10108 PTHR10108:SF708
Dusal.0242s00016	GO:0006412 GO:0005840 GO:0003735	K02930	KOG1475		PTHR19431
Dusal.0242s00021	GO:0055114 GO:0051537 GO:0016491 GO:0042651 GO:0009496 GO:0016679		KOG1671	1.10.9.1	PTHR10134 PTHR10134:SF5
Dusal.0243s00001	GO:0055114 GO:0051537 GO:0016491 GO:0016679	K00411		1.10.2.2	PTHR10134 PTHR10134:SF1
Dusal.0243s00002	GO:0006412 GO:0005840 GO:0005622 GO:0003735		KOG1740		PTHR10744
Dusal.0243s00004	GO:0008234				PTHR12411 PTHR12411:SF332
Dusal.0243s00005	GO:0006508 GO:0004190		KOG1339	3.4.23.12	PTHR13683 PTHR13683:SF253
Dusal.0243s00014	GO:0055085 GO:0016020 GO:0006811 GO:0005216				PTHR10217
Dusal.0244s00003	GO:0008168 GO:0006479	K11436 character(0)	KOG1499 character(0)	2.1.1.125	PTHR11006 PTHR11006:SF55
Dusal.0244s00004	GO:0008536 GO:0006886 GO:0005515	K18423 character(0)			PTHR10997 PTHR10997:SF8
Dusal.0244s00005	GO:0016779 GO:0009058			2.7.7.27	PTHR22572 PTHR22572:SF110
Dusal.0244s00006	GO:0006464 GO:0004077	K01942		6.3.4.15 6.3.4.11	PTHR12835
Dusal.0244s00009	GO:0006457 GO:0005737	K04078	KOG1641		PTHR10772 PTHR10772:SF0
Dusal.0244s00011	GO:0005524 GO:0003676	K12818		3.6.4.13	PTHR18934 PTHR18934:SF85
Dusal.0244s00016	GO:0003676	K14787	KOG0110		PTHR24012 PTHR24012:SF477
Dusal.0244s00017	GO:0051260				PTHR14499 PTHR14499:SF11
Dusal.0245s00006	GO:0005515		KOG1242		PTHR23346 PTHR23346:SF7
Dusal.0245s00018	GO:0005515				
Dusal.0246s00002	GO:0003676 GO:0045131 GO:0003723 GO:0000398		KOG4206		PTHR11208 PTHR11208:SF45
Dusal.0246s00003	GO:0016020	K14347	KOG4821		PTHR18640 PTHR18640:SF9
Dusal.0246s00004	GO:0055114 GO:0005975 GO:0004367 GO:0051287 GO:0046168 GO:0016616 GO:0009331 GO:0006072		KOG1615	1.1.1.8	PTHR11728 PTHR11728:SF8
Dusal.0246s00005	GO:0055114 GO:0005975 GO:0004367 GO:0009331 GO:0006072			1.1.1.8	PTHR11728 PTHR11728:SF8
Dusal.0246s00006	GO:0016020 GO:0006817 GO:0005315	K14640	KOG2493		PTHR11101 PTHR11101:SF58
Dusal.0246s00007	GO:0006412 GO:0005840 GO:0003735	K02926	KOG1624		PTHR10746 PTHR10746:SF10
Dusal.0246s00010	GO:0016779	K03514		2.7.7.19	PTHR23092
Dusal.0246s00011	GO:0016020 GO:0006817 GO:0005315	K14640	KOG2493		PTHR11101 PTHR11101:SF58
Dusal.0246s00012	GO:0005515	K03363 character(0)	KOG0645		PTHR19918
Dusal.0246s00017	GO:0016887 GO:0005524	K12608	KOG2355	3.6.3.39	PTHR12847 PTHR12847:SF6
Dusal.0246s00018	GO:0051536 GO:0016226 GO:0005506		KOG2358		PTHR11178
Dusal.0246s00019	GO:0003993			2.7.4.24 2.7.4.21	PTHR12750
Dusal.0246s00020	GO:0003993			2.7.4.24 2.7.4.21	PTHR12750
Dusal.0247s00003	GO:0016491 GO:0008152	K19329		1.1.1.300	PTHR24320
Dusal.0247s00006	GO:0008171			2.1.1.6	PTHR10509 PTHR10509:SF27
Dusal.0247s00014	GO:0016787 GO:0005524 GO:0003677			3.6.4.13	PTHR14950 PTHR14950:SF3
Dusal.0248s00009	GO:0003676	K13161	KOG0131 KOG0123		PTHR24012 PTHR24012:SF374
Dusal.0248s00015	GO:0016787			3.6.1.41	PTHR24032 PTHR24032:SF31
Dusal.0248s00018	GO:0003924 GO:0007017 GO:0005874 GO:0005525 GO:0005200	K10390			PTHR11588 PTHR11588:SF4
Dusal.0249s00002	GO:0009073 GO:0003849	K01626		2.5.1.54	PTHR21337 PTHR21337:SF6
Dusal.0249s00003	GO:0008270 GO:0036459 GO:0016579	K12847		3.4.19.12	PTHR24006 PTHR24006:SF521
Dusal.0249s00007	GO:0005515				
Dusal.0249s00008	GO:0016020 GO:0015672 GO:0005261				
Dusal.0249s00009	GO:0030163	K06891			PTHR33473 PTHR33473:SF4
Dusal.0249s00014	GO:0005525				PTHR11089 PTHR11089:SF24
Dusal.0249s00015	GO:0009512				PTHR34951
Dusal.0249s00016	GO:0005515	K14556 character(0)	KOG0306		PTHR19853 PTHR19853:SF0
Dusal.0249s00017	GO:0019205 GO:0006139 GO:0005524	K13800	KOG3079	2.7.4.14	PTHR23359 PTHR23359:SF100
Dusal.0249s00018	GO:0009165 GO:0004749 GO:0000287	K00948	KOG1448	2.7.6.1	PTHR10210 PTHR10210:SF58
Dusal.0249s00025	GO:0055114 GO:0046872 GO:0016491	K04035		1.14.13.81	PTHR31053 PTHR31053:SF2
Dusal.0250s00003	GO:0005515				PTHR10877 PTHR10877:SF116
Dusal.0250s00007	GO:0005515		KOG0772		PTHR16017 PTHR16017:SF0
Dusal.0250s00011	GO:0006457 GO:0003755 GO:0000413	K12734	KOG0884	5.2.1.8	PTHR11071
Dusal.0250s00012	GO:0008080				PTHR23091 PTHR23091:SF255
Dusal.0250s00013	GO:0030170 GO:0008483	K00819		2.6.1.13	PTHR11986 PTHR11986:SF18
Dusal.0250s00015	GO:0004523 GO:0003723	K03470		3.1.26.4	PTHR10954 PTHR10954:SF10
Dusal.0250s00019	GO:0008152 GO:0003824	K00167 character(0)	character(0) KOG0525	1.2.4.4	PTHR11624 PTHR11624:SF21
Dusal.0250s00020	GO:0016021 GO:0008643 GO:0005351 GO:0000139		KOG3912		PTHR13146 PTHR13146:SF3
Dusal.0250s00021	GO:0005515		KOG2370		PTHR21737 PTHR21737:SF4
Dusal.0251s00001	GO:0005515 GO:0003723 GO:0003676 GO:0006468 GO:0005524 GO:0004672		KOG0192		PTHR24362
Dusal.0251s00003	GO:0005515	K02977 K08770	KOG0005 KOG0001		PTHR10666
Dusal.0251s00004	GO:0005515 GO:0003723				PTHR23253
Dusal.0251s00011	GO:0043565 GO:0008270 GO:0006355 GO:0003700				
Dusal.0252s00001	GO:0010038	K03926			PTHR23419 PTHR23419:SF0
Dusal.0252s00009	GO:0030286 GO:0007018 GO:0003777 GO:0016887 GO:0005858 GO:0001539			3.6.4.2	PTHR10676 PTHR10676:SF136
Dusal.0252s00010	GO:0016887 GO:0005524 GO:0007018 GO:0003777 GO:0005858 GO:0001539			3.6.4.2	PTHR10676 PTHR10676:SF136
Dusal.0252s00011	GO:0007018 GO:0003777 GO:0016887 GO:0005858 GO:0001539			3.6.4.2	PTHR10676 PTHR10676:SF136
Dusal.0252s00012	GO:0007018 GO:0003777 GO:0016887 GO:0005858 GO:0001539			3.6.4.2	PTHR10676 PTHR10676:SF136
Dusal.0252s00013	GO:0007018 GO:0003777 GO:0016887 GO:0005858 GO:0001539				PTHR10676 PTHR10676:SF136
Dusal.0252s00017	GO:0045454 GO:0015035 GO:0006662	K03671	KOG0907	1.6.5.4	PTHR10438 PTHR10438:SF215
Dusal.0252s00021	GO:0016020				PTHR13018 PTHR13018:SF5
Dusal.0253s00002	GO:0006468 GO:0005524 GO:0004672		KOG1187	2.7.11.22 2.7.11.23	PTHR24362
Dusal.0253s00005	GO:0016787	K01519	KOG3222	3.6.1.19	PTHR11067 PTHR11067:SF9
Dusal.0253s00006	GO:0008234 GO:0006508	K08596		3.4.22.68	PTHR12606
Dusal.0253s00015	GO:0046872				
Dusal.0253s00017	GO:0006468 GO:0005524 GO:0004672		KOG0192	2.7.12.1	PTHR23257
Dusal.0253s00020	GO:0006508 GO:0004176				
Dusal.0253s00021	GO:0042651 GO:0015979 GO:0009654 GO:0009523	K03541			PTHR34369
Dusal.0253s00027	GO:0006281 GO:0003678 GO:0000723 GO:0005524 GO:0004386			3.6.4.12	PTHR23274 PTHR23274:SF14
Dusal.0253s00029	GO:0035556 GO:0016849 GO:0009190			4.6.1.2 4.6.1.1	PTHR11920
Dusal.0254s00002	GO:0006355 GO:0005739 GO:0003690				
Dusal.0254s00006	GO:0016021 GO:0008146				
Dusal.0254s00007	GO:0016747			2.3.1.68 2.3.1.13	PTHR20958 PTHR20958:SF6
Dusal.0254s00008	GO:0016787		KOG0374		PTHR11668 PTHR11668:SF267
Dusal.0254s00009	GO:0016787	K01510		3.6.1.5	PTHR11782 PTHR11782:SF42
Dusal.0254s00015	GO:0006508 GO:0004197				PTHR31810 PTHR31810:SF6
Dusal.0255s00009	GO:0006468 GO:0004672	K03083		2.7.11.1	PTHR24057
Dusal.0255s00012	GO:0015979 GO:0010207				PTHR34793 PTHR34793:SF1
Dusal.0255s00013	GO:0005515		KOG0316 KOG0645 KOG0315 KOG0279		PTHR22844 PTHR22844:SF191
Dusal.0255s00017	GO:0016020	K06816			PTHR11884 PTHR11884:SF1
Dusal.0256s00003	GO:0004518				
Dusal.0256s00004	GO:0006629	K13076	KOG4232		PTHR19353 PTHR19353:SF30
Dusal.0256s00008	GO:0006241 GO:0006228 GO:0006183 GO:0006165 GO:0004550	K00940	KOG0888	2.7.4.6	PTHR11349
Dusal.0256s00009	GO:0003824 GO:0042127 GO:0018343 GO:0005965	K05954	KOG0365	2.5.1.58	PTHR11774 PTHR11774:SF6
Dusal.0256s00019	GO:0055114 GO:0008137	K03936	KOG1713	1.6.99.3 1.6.5.3	PTHR10884 PTHR10884:SF10
Dusal.0257s00002	GO:0050662 GO:0003824				PTHR10366 PTHR10366:SF411
Dusal.0257s00004	GO:0005515				
Dusal.0257s00005	GO:0008641	K03178			PTHR10953 PTHR10953:SF164
Dusal.0257s00009	GO:0016787	K08657		3.4.19.5 3.5.1.1	PTHR10188 PTHR10188:SF8
Dusal.0257s00012	GO:0005515				
Dusal.0257s00018	GO:0060236 GO:0032147 GO:0005874 GO:0005819	K16812			PTHR14326 PTHR14326:SF9
Dusal.0257s00019	GO:0006097 GO:0004474	K01638		2.3.3.9	PTHR21631 PTHR21631:SF1
Dusal.0257s00020	GO:0005737	K14801	KOG2061		PTHR12298
Dusal.0257s00026	GO:0008168 GO:0006479			2.1.1.125 2.1.1.126	PTHR11006 PTHR11006:SF4
Dusal.0258s00007	GO:0008270			6.3.2.19	PTHR23012 PTHR23012:SF7
Dusal.0258s00010	GO:0005515				
Dusal.0258s00012	GO:0005488				PTHR30535 PTHR30535:SF2
Dusal.0258s00013	GO:0003677 GO:0005524				PTHR10799
Dusal.0259s00007	GO:0019867	K07277			PTHR12815 PTHR12815:SF7
Dusal.0260s00001	GO:0005524 GO:0003676 GO:0004386	K18995 character(0)		3.6.4.13	PTHR18934 PTHR18934:SF145
Dusal.0260s00004	GO:0008234 GO:0006508			3.4.22.68	
Dusal.0260s00005	GO:0003676 GO:0005852 GO:0005737 GO:0003743	K03248	KOG0122		PTHR10352 PTHR10352:SF0
Dusal.0260s00006	GO:0046983 GO:0003677		KOG0014		
Dusal.0260s00011	GO:0005525			3.6.5.2	PTHR10903 PTHR10903:SF47
Dusal.0260s00013	GO:0003677 GO:0000786	K11253	KOG1745		PTHR11426
Dusal.0260s00014	GO:0032040	K14766	KOG2147		PTHR23183 PTHR23183:SF0
Dusal.0260s00016	GO:0003677 GO:0000786	K11253	KOG1745		PTHR11426
Dusal.0260s00019	GO:0016757 GO:0008152	K00766		2.4.2.18	PTHR11922 PTHR11922:SF5
Dusal.0260s00020	GO:0006418 GO:0005524 GO:0004812 GO:0000166 GO:0006433 GO:0005737 GO:0004827	K01881		6.1.1.15	PTHR11451 PTHR11451:SF21
Dusal.0261s00005	GO:0008270 GO:0003676	K13094			PTHR13948
Dusal.0261s00013	GO:0016787 GO:0006541 GO:0008242 GO:0003824	K01307	KOG1559	3.4.19.9	PTHR11315
Dusal.0261s00015	GO:0006468 GO:0004672	K07376	KOG0614	2.7.11.12	PTHR24353
Dusal.0261s00016	GO:0019898 GO:0015979 GO:0009654 GO:0009523 GO:0005509				PTHR31407 PTHR31407:SF18
Dusal.0261s00018	GO:0006260 GO:0005634 GO:0000808	K02604			PTHR14052 PTHR14052:SF0
Dusal.0262s00006	GO:0006355 GO:0005634	K11339			PTHR10880 PTHR10880:SF15
Dusal.0262s00014	GO:0003676		KOG0148		PTHR24012 PTHR24012:SF403
Dusal.0262s00019	GO:0006468 GO:0004672			2.7.11.1	PTHR23257 PTHR23257:SF394
Dusal.0262s00020	GO:0008080			2.3.1.48	
Dusal.0263s00006	GO:0055114 GO:0016616 GO:0016491 GO:0019752	K00026	KOG1494	1.1.1.37	PTHR11540
Dusal.0263s00008	GO:0016021 GO:0004659	K02548		2.5.1.74	PTHR13929 PTHR13929:SF3
Dusal.0263s00012	GO:0042254 GO:0005634	K14799			PTHR12858 PTHR12858:SF1
Dusal.0263s00014	GO:0015977 GO:0008964 GO:0006099	K01595		4.1.1.31	PTHR30523
Dusal.0263s00020	GO:0016790 GO:0006633	K10782		3.1.2.14	PTHR31727 PTHR31727:SF6
Dusal.0264s00001	GO:0007165 GO:0005515				
Dusal.0264s00003	GO:0016788		KOG3035		PTHR14209
Dusal.0264s00007	GO:0016624 GO:0008152	K00161	KOG0225	1.2.4.1	PTHR11516 PTHR11516:SF40
Dusal.0264s00009	GO:0016624 GO:0008152			1.2.4.1	PTHR11516 PTHR11516:SF40
Dusal.0264s00015	GO:0009378 GO:0006310 GO:0006281 GO:0005524 GO:0003678 GO:0043141	K04499 character(0)		3.6.4.12	PTHR11093
Dusal.0264s00016	GO:0051536 GO:0009228	K03147		4.1.99.17	PTHR30557 PTHR30557:SF1
Dusal.0264s00017	GO:0051536 GO:0009228			4.1.99.17	PTHR30557 PTHR30557:SF1
Dusal.0265s00001	GO:0009058 GO:0004161 GO:0008033	K00791 character(0)		2.5.1.75	PTHR11088 PTHR11088:SF31
Dusal.0265s00004	GO:0016740	K00600		2.1.2.1	PTHR11680 PTHR11680:SF10
Dusal.0265s00008	GO:0003924	K03531		3.6.5.6	PTHR30314 PTHR30314:SF12
Dusal.0265s00014	GO:0032012 GO:0005086	K18442			PTHR10663 PTHR10663:SF174
Dusal.0265s00017	GO:0008270				
Dusal.0265s00019	GO:0016788 GO:0009058				PTHR11487 PTHR11487:SF0
Dusal.0266s00005	GO:0035091				
Dusal.0266s00007	GO:0016020 GO:0015979 GO:0009523				PTHR34455
Dusal.0266s00008	GO:0008452 GO:0006396	K14415		6.5.1.3	PTHR11118
Dusal.0266s00011	GO:0030286 GO:0007018 GO:0003777 GO:0016887 GO:0005858 GO:0001539	K10408		3.6.4.2	PTHR10676 PTHR10676:SF136
Dusal.0267s00001	GO:0046872 GO:0000166	K14951	KOG0208	3.6.3.8	PTHR24093 PTHR24093:SF84
Dusal.0267s00003	GO:0055085 GO:0016021				PTHR23504 PTHR23504:SF1
Dusal.0267s00009	GO:0016021				
Dusal.0267s00015	GO:0006468 GO:0004672 GO:0005524		character(0) KOG0198	2.7.11.1	PTHR24362
Dusal.0267s00016	GO:0006508 GO:0004185	K16296	KOG1282	3.4.16.5	PTHR11802 PTHR11802:SF62
Dusal.0267s00017	GO:0016021 GO:0008963	K01001	KOG2788	2.7.8.15	PTHR10571 PTHR10571:SF0
Dusal.0268s00001	GO:0016021				PTHR11266 PTHR11266:SF41
Dusal.0268s00002	GO:0006412 GO:0005840 GO:0003735	K02882	KOG0829		PTHR10052
Dusal.0268s00009	GO:0005634	K05868	KOG0653		PTHR10177 PTHR10177:SF250
Dusal.0268s00010	GO:0042254	K14574	KOG2917		PTHR10927 PTHR10927:SF1
Dusal.0268s00012	GO:0006260 GO:0003887 GO:0003677	K02321			PTHR23061 PTHR23061:SF12
Dusal.0268s00017	GO:0008270 GO:0006351 GO:0003676	K03000		2.7.7.6	PTHR11239 PTHR11239:SF14
Dusal.0268s00018	GO:0005515		KOG0472		PTHR23155
Dusal.0268s00019	GO:0005515		KOG0472		PTHR23155
Dusal.0269s00002	GO:0003676				PTHR12072 PTHR12072:SF4
Dusal.0269s00004	GO:0006412 GO:0005840 GO:0005622 GO:0003735				PTHR23321
Dusal.0269s00008	GO:0003676	K13091	KOG0147		PTHR24012
Dusal.0269s00014	GO:0005524 GO:0003676	K14779	KOG0330	3.6.4.13	PTHR24031 PTHR24031:SF336
Dusal.0270s00003	GO:0006886				PTHR13768 PTHR13768:SF2
Dusal.0270s00008	GO:0008408 GO:0006139 GO:0003676			3.6.4.12	PTHR13620
Dusal.0270s00015	GO:0006396 GO:0003723	K12842			PTHR23140 PTHR23140:SF0
Dusal.0270s00018	GO:0016747	K14457	KOG0831	2.3.1.20	PTHR12317 PTHR12317:SF0
Dusal.0271s00003	GO:0006468 GO:0005524 GO:0004672	K08853		2.7.11.1	PTHR22967
Dusal.0271s00005	GO:0055114 GO:0020037 GO:0016705 GO:0005506		KOG0157	character(0) 1.14.14.1	PTHR24305
Dusal.0271s00006	GO:0006629				PTHR21493 PTHR21493:SF124
Dusal.0271s00010	GO:0005515			3.4.21.107	PTHR22939 PTHR22939:SF83
Dusal.0271s00020	GO:0055114 GO:0020037 GO:0016705 GO:0005506	K05917	KOG0684	1.14.13.70	PTHR24286 PTHR24286:SF24
Dusal.0272s00003	GO:0005524	K06027	KOG0741	3.6.4.6	PTHR23078 PTHR23078:SF3
Dusal.0272s00004	GO:0006468 GO:0005524 GO:0004672	K13412	KOG0032	2.7.11.1	PTHR24349
Dusal.0272s00005	GO:0055114 GO:0046872 GO:0006801 GO:0004784	K04564	KOG0876	1.15.1.1	PTHR11404 PTHR11404:SF8
Dusal.0272s00010	GO:0007264 GO:0005525	K07952	KOG0076		PTHR11711 PTHR11711:SF19
Dusal.0272s00013	GO:0051082 GO:0016272 GO:0006457	K09550	KOG1760		PTHR21100 PTHR21100:SF9
Dusal.0272s00020	GO:0007165 GO:0004114			3.1.4.53	PTHR11347
Dusal.0272s00021	GO:0007165 GO:0004114			3.1.4.53	PTHR11347
Dusal.0272s00022	GO:0007165 GO:0004114			3.1.4.17	PTHR11347
Dusal.0273s00001	GO:0006284	K03575	KOG1921	4.2.99.18	PTHR10359
Dusal.0273s00004	GO:0005524 GO:0003676			3.6.4.13	PTHR24031 PTHR24031:SF318
Dusal.0273s00012	GO:0016887 GO:0005524	K12196		3.6.4.6	PTHR23074 PTHR23074:SF93
Dusal.0274s00001	GO:0016021 GO:0004252 GO:0006508			3.4.21.105	PTHR22936 PTHR22936:SF32
Dusal.0274s00002	GO:0005515				
Dusal.0274s00007	GO:0006950				PTHR31964 PTHR31964:SF26
Dusal.0274s00008	GO:0006508 GO:0005524 GO:0004222	K03798			PTHR23076
Dusal.0274s00010	GO:0055085 GO:0042626 GO:0016021 GO:0006810 GO:0005524			3.6.3.43	PTHR24221 PTHR24221:SF2
Dusal.0275s00002	GO:0016020				PTHR10796
Dusal.0275s00003	GO:0016020 GO:0006810 GO:0005215 GO:0008158				PTHR10796
Dusal.0275s00004	GO:0033180 GO:0015991 GO:0015078	K02148	KOG2909		PTHR10137 PTHR10137:SF0
Dusal.0276s00001	GO:0006457		KOG0549 KOG0544	5.2.1.8	PTHR10516 PTHR10516:SF178
Dusal.0276s00010	GO:0005763				
Dusal.0276s00013	GO:0006412 GO:0005840 GO:0005622 GO:0003735	K02991	KOG1646		PTHR11502
Dusal.0276s00020	GO:0005515		KOG0617		PTHR23155
Dusal.0277s00002	GO:0055114 GO:0050660 GO:0016021 GO:0004506	K00511	KOG1298	1.14.99.7	PTHR10835
Dusal.0277s00005	GO:0006333 GO:0005634	K10753			PTHR12040
Dusal.0277s00010	GO:0017183				PTHR10762 PTHR10762:SF2
Dusal.0277s00016	GO:0046854			3.1.3.7	PTHR20854 PTHR20854:SF5
Dusal.0277s00020	GO:0005525	K02519	KOG1145	3.6.5.3	PTHR23115 PTHR23115:SF184
Dusal.0278s00012	GO:0005515	K11450	KOG0029	1.5.3.16	PTHR10742 PTHR10742:SF210
Dusal.0278s00013	GO:0005515		KOG4237	2.7.11.1	PTHR27000
Dusal.0278s00014	GO:0035556 GO:0016849 GO:0009190			4.6.1.1	
Dusal.0278s00016	GO:0035556 GO:0016849 GO:0009190			4.6.1.1	PTHR11017 PTHR11017:SF145
Dusal.0279s00001	GO:0008152 GO:0003824	K00615		2.2.1.1	PTHR11624 PTHR11624:SF81
Dusal.0279s00003	GO:0008270 GO:0006508 GO:0004181				PTHR12756 PTHR12756:SF8
Dusal.0279s00005	GO:0008299 GO:0016765 GO:0015979	K05356	KOG0776	2.5.1.84	PTHR12001 PTHR12001:SF18
Dusal.0279s00008	GO:0003676				PTHR24012
Dusal.0279s00010	GO:0036459 GO:0016579	K11844	KOG1873	3.4.19.12	PTHR24006
Dusal.0279s00012	GO:0031931 GO:0031929				PTHR12848 PTHR12848:SF16
Dusal.0279s00013	GO:0005515 GO:0031931 GO:0031929	K07204			PTHR12848 PTHR12848:SF16
Dusal.0280s00004	GO:0006914 GO:0005737	K08339			PTHR13040 PTHR13040:SF2
Dusal.0280s00005	GO:0006914 GO:0005737				
Dusal.0280s00006	GO:0006508 GO:0004252			3.4.21.62	PTHR10795 PTHR10795:SF157
Dusal.0280s00007	GO:0006508 GO:0004252				
Dusal.0280s00008	GO:0071949			1.14.13.180 character(0)	PTHR13789 PTHR13789:SF90
Dusal.0280s00009	GO:0055114 GO:0045300 GO:0006631	K03921		1.14.19.2	PTHR31155 PTHR31155:SF9
Dusal.0280s00010	GO:0055085	K15287	KOG2766		PTHR14233
Dusal.0280s00012	GO:0005524	K11654		2.7.11.17	PTHR10799 PTHR10799:SF43
Dusal.0281s00002	GO:0005509	K16465	KOG0028		PTHR23050
