Gene ID	GO	KO	KOG	ENZYME	PANTHER	PFAM
estExt_fgenesh1_pm.C_80270	GO:0008152 GO:0003824	K00826	KOG0975	2.6.1.42	PTHR11825 PTHR11825:SF46	PF01063
estExt_fgenesh1_pm.C_90099	GO:0030117 GO:0016192 GO:0006886	K12400	KOG1062		PTHR22780 PTHR22780:SF13	PF01602
estExt_fgenesh1_pm.C_90168	GO:0005525	K03231	KOG0458	3.6.5.3	PTHR23115 PTHR23115:SF122	PF03144 PF03143 PF00009
estExt_fgenesh1_pm.C_90220	GO:0004842		KOG0940	6.3.2.19	PTHR11254 PTHR11254:SF291	PF00627 PF06012 PF14377 PF06025 PF00632
estExt_fgenesh1_pm.C_90281	GO:0006433 GO:0005737 GO:0005524 GO:0004827 GO:0000166 GO:0006418 GO:0004812	K01881		6.1.1.15	PTHR11451 PTHR11451:SF6	PF03129 PF09180 PF00587
estExt_fgenesh1_pm.C_90285	GO:0051536 GO:0009055	K00235	KOG3049	1.3.5.1	PTHR11921 PTHR11921:SF29	PF13534 PF13085
estExt_fgenesh1_pm.C_100020	GO:0006508 GO:0004222	K01414		3.4.24.70	PTHR11804 PTHR11804:SF49	PF01432
estExt_fgenesh1_pm.C_100026	GO:0055114 GO:0016491 GO:0050662			1.1.1.67	PTHR30562 PTHR30562:SF4	PF01232 PF08125
estExt_fgenesh1_pm.C_100036	GO:0055114 GO:0009916	K17893		1.10.3.11	PTHR31803 PTHR31803:SF2	PF01786
MicpuC2.e_gw1.12.68.1	GO:0055114 GO:0016491 GO:0008152			1.2.1.3	PTHR11699 PTHR11699:SF25	PF00171
estExt_fgenesh1_pm.C_100154	GO:0055114 GO:0016491 GO:0010181	K00327	KOG1158	1.6.2.4	PTHR19384	PF00175 PF00258 PF00667
estExt_fgenesh1_pm.C_100182	GO:0016884		KOG1211	3.5.1.4	PTHR11895 PTHR11895:SF92	PF13414 PF01425
estExt_fgenesh1_pm.C_100212	GO:0030127 GO:0008270 GO:0006888 GO:0006886	K14007			PTHR13803 PTHR13803:SF4	PF00626 PF04810 PF04815 PF08033 PF04811
estExt_fgenesh1_pm.C_110040	GO:0006418 GO:0005524 GO:0004812 GO:0000166	K01866	KOG2144	6.1.1.1	PTHR11946 PTHR11946:SF53	PF00579
estExt_fgenesh1_pm.C_110064	GO:0008017 GO:0007018 GO:0005524 GO:0003777 GO:0005871			3.6.4.4	PTHR24115	PF00225
estExt_fgenesh1_pm.C_110117	GO:0003676 GO:0005852 GO:0005737 GO:0003743	K03248	KOG0122		PTHR10352 PTHR10352:SF0	PF00076 PF12353
estExt_fgenesh1_pm.C_110122	GO:0005525	K03242		3.6.5.3	PTHR23115 PTHR23115:SF164	PF03144 PF00009 PF09173
estExt_fgenesh1_pm.C_110166	GO:0005515	K08266	KOG0315		PTHR19842	PF00400
MicpuC2.e_gw1.12.47.1	GO:0006529 GO:0004066	K01953		6.3.5.4	PTHR11772 PTHR11772:SF2	PF13522 PF00733
estExt_fgenesh1_pm.C_120036	GO:0031625 GO:0006511	K03347	KOG2167		PTHR11932 PTHR11932:SF72	PF10557 PF00888
estExt_fgenesh1_pm.C_120041	GO:0055114 GO:0006979 GO:0004602		KOG1651	1.11.1.9 1.11.1.12	PTHR11592	PF00255
estExt_fgenesh1_pm.C_130116	GO:0005525	K07931	KOG0087		PTHR24073 PTHR24073:SF263	PF00025
estExt_fgenesh1_pm.C_140047	GO:0016272 GO:0006457		KOG3313		PTHR12409	PF02996
estExt_fgenesh1_pm.C_140104	GO:0000398	K11984	KOG2217		PTHR14152 PTHR14152:SF5	PF03343
estExt_fgenesh1_pm.C_150013	GO:0005515	K03249	KOG2975		PTHR10540 PTHR10540:SF6	PF13012 PF01398
estExt_fgenesh1_pm.C_150065	GO:0033588	K11375	KOG3949		PTHR12896 PTHR12896:SF1	PF05625
MicpuC2.e_gw1.12.223.1	GO:0006468 GO:0005524 GO:0004672	K08829	KOG0659	2.7.11.22	PTHR24055 PTHR24055:SF194	PF00069
estExt_fgenesh1_pm.C_150147	GO:0006418 GO:0005524 GO:0004812 GO:0000166 GO:0005737	K01892	KOG1936	6.1.1.21	PTHR11476 PTHR11476:SF5	PF00587 PF03129
estExt_fgenesh1_pm.C_150166	GO:0009072 GO:0004334 GO:0008152 GO:0003824	K01555	KOG2843	3.7.1.2	PTHR11820 PTHR11820:SF1	PF09298 PF01557
estExt_fgenesh1_pm.C_160041	GO:0030976 GO:0003824 GO:0008152		KOG0225 KOG0524	1.2.4.1	PTHR11624 PTHR11624:SF76	PF02775 PF02779 PF02780
MicpuC2.e_gw1.12.50.1	GO:0005515	K11380		2.1.1.43	PTHR13793 PTHR13793:SF100	PF13831 PF00856 PF13832
estExt_fgenesh1_pm.C_170047	GO:0016462 GO:0005737			3.6.1.1	PTHR12112 PTHR12112:SF17	PF01368 PF02833
MicpuC2.e_gw1.12.383.1	GO:0005096				PTHR23180 PTHR23180:SF16	PF01412
MicpuC2.e_gw1.12.22.1	GO:0016020 GO:0015031 GO:0007030		KOG2307		PTHR12961	PF06148 PF12022
MicpuC2.e_gw1.12.58.1	GO:0055114 GO:0004471 GO:0051287	K00029		1.1.1.40	PTHR23406 PTHR23406:SF22	PF00390 PF03949
MicpuC2.e_gw1.12.358.1	GO:0008408 GO:0006139 GO:0003676	K12591			PTHR12124 PTHR12124:SF47	PF01612
MicpuC2.e_gw1.12.496.1	GO:0055085 GO:0046873 GO:0030001 GO:0016020	K07238			PTHR11040 PTHR11040:SF56	PF02535
MicpuC2.gw1.5.176.1	GO:0005524 GO:0003676	K12835	KOG0331	3.6.4.13	PTHR24031 PTHR24031:SF125	PF00271 PF00270
MicpuC2.e_gw1.12.192.1	GO:0005515				PTHR11260 PTHR11260:SF136	PF13417
MicpuC2.e_gw1.12.429.1	GO:0045039	K17778			PTHR11038	PF02953
MicpuC2.e_gw1.12.90.1	GO:0055085 GO:0016021		KOG0254		PTHR23500 PTHR23500:SF110	PF07690
MicpuC2.e_gw1.12.159.1	GO:0005525 GO:0003924				PTHR10751 PTHR10751:SF2	PF02841 PF02263
MicpuC2.e_gw1.13.205.1	GO:0006468 GO:0005524 GO:0004672	K07760		2.7.11.22 2.7.11.23	PTHR24056 PTHR24056:SF11	PF00069
MicpuC2.e_gw1.13.74.1	GO:0005515		KOG0645		PTHR13720	PF05018 PF00400
MicpuC2.e_gw1.13.7.1	GO:0046872 GO:0000166	K05850		3.6.3.8	PTHR24093	PF12710 PF00122 PF00689
MicpuC2.e_gw1.13.254.1	GO:0016491 GO:0008152			1.1.1.30		PF00106
MicpuC2.e_gw1.13.180.1	GO:0016491 GO:0008152	K11168	KOG1208	1.1.1.300	PTHR24320 PTHR24320:SF70	PF00106
MicpuC2.e_gw1.13.374.1	GO:0046983 GO:0003677				PTHR11945 PTHR11945:SF141	PF00319
MicpuC2.gw1.7.95.1	GO:0005515		KOG0617 KOG0472		PTHR23155	PF13855
MicpuC2.e_gw1.13.291.1	GO:0016042 GO:0003847	K01062		3.1.1.47	PTHR10272	PF03403
MicpuC2.e_gw1.13.98.1	GO:0005515	K14863	KOG0313		PTHR19855 PTHR19855:SF11	PF08154 PF00400
MicpuC2.e_gw1.13.5.1	GO:0005515 GO:0008144 GO:0016773	K07203		2.7.11.1	PTHR11139 PTHR11139:SF9	PF02260 PF08771 PF11865 PF00454 PF02259
MicpuC2.e_gw1.13.375.1	GO:0006412 GO:0005840 GO:0005622 GO:0003735	K02963			PTHR13479	PF01084
MicpuC2.EuGene.0000010711	GO:0043161 GO:0006289 GO:0003684	K10839			PTHR10621	PF00627 PF09280
MicpuC2.MAE_EuGene.0000030214	GO:0016491		KOG0541	1.11.1.15	PTHR10430	PF08534
ala_1_MicpuC2.MAE_estExt_fgenesh1_pm.C_30049	GO:0055114 GO:0016491 GO:0016209 GO:0006979 GO:0004602		KOG1651	1.11.1.12	PTHR11592	PF00578
MicpuC2.e_gw1.13.37.1	GO:0055114 GO:0016491 GO:0010181		KOG1159	1.5.1.30	PTHR19384 PTHR19384:SF10	PF00175 PF00667 PF00258
MicpuC2.e_gw1.13.417.1	GO:0005515				PTHR11102	PF00515 PF08238
MicpuC2.gw1.15.83.1	GO:0004674	K07178	KOG2270	2.7.11.1	PTHR10593 PTHR10593:SF23	PF01163
MicpuC2.e_gw1.13.323.1	GO:0005096	K12493			PTHR23180 PTHR23180:SF16	PF01412
MicpuC2.e_gw1.13.59.1	GO:0055114 GO:0020037 GO:0016705 GO:0005506		KOG0157		PTHR24291 PTHR24291:SF54	PF00067
MicpuC2.e_gw1.13.185.1	GO:0006468 GO:0005524 GO:0004672	K08818	KOG0659 KOG0594	2.7.11.22 2.7.11.23	PTHR24056 PTHR24056:SF107	PF00069
MicpuC2.e_gw1.13.212.1	GO:0016567 GO:0004842	K09561	KOG4642	6.3.2.19	PTHR22904 PTHR22904:SF278	PF13414 PF04564
MicpuC2.e_gw1.13.145.1	GO:0016851 GO:0015995 GO:0015979			6.6.1.1	PTHR32039 PTHR32039:SF9	PF01078
MicpuC2.e_gw1.14.214.1	GO:0005737	K06287	KOG1509			PF02545
MicpuC2.e_gw1.14.198.1	GO:0055085 GO:0016021 GO:0015299 GO:0006812				PTHR16254 PTHR16254:SF30	PF00999
MicpuC2.e_gw1.14.31.1	GO:0006468 GO:0004672 GO:0003824		KOG0698	3.1.3.16	PTHR23257 PTHR23257:SF382	PF07714 PF00481
MicpuC2.e_gw1.14.104.1	GO:0008236 GO:0006508			3.4.21.102	PTHR32060 PTHR32060:SF8	PF03572
MicpuC2.e_gw1.14.359.1	GO:0042578				PTHR11200 PTHR11200:SF136	PF02383
MicpuC2.e_gw1.14.69.1	GO:0030145 GO:0004177	K14213	KOG2737	3.4.13.9	PTHR10804 PTHR10804:SF100	PF05195 PF00557
MicpuC2.e_gw1.14.6.1	GO:0006508 GO:0004252	K08653		3.4.21.112	PTHR10795 PTHR10795:SF364	PF00082
MicpuC2.e_gw1.14.166.1	GO:0008168 GO:0008152	K00586	KOG3123	2.1.1.98	PTHR10882 PTHR10882:SF0	PF00590
MicpuC2.e_gw1.14.122.1	GO:0006284 GO:0008534 GO:0006289 GO:0003684	K03660	KOG2875	4.2.99.18	PTHR10242 PTHR10242:SF2	PF00730 PF07934
MicpuC2.e_gw1.14.95.1	GO:0005975 GO:0004553		KOG2806	3.2.1.14	PTHR11177	PF00704
MicpuC2.e_gw1.15.154.1	GO:0036459 GO:0016579	K11858		3.4.19.12	PTHR24006	PF00443
MicpuC2.e_gw1.15.62.1	GO:0005525	K14539	KOG1424		PTHR11089 PTHR11089:SF7	PF01926
MicpuC2.e_gw1.15.413.1	GO:0016787 GO:0008299 GO:0004452	K01823	KOG0142	5.3.3.2	PTHR10885 PTHR10885:SF0	PF00293
MicpuC2.e_gw1.15.372.1	GO:0006412 GO:0005840 GO:0005622 GO:0003735	K02913	KOG3505		PTHR15238 PTHR15238:SF1	PF00471
MicpuC2.e_gw1.15.182.1	GO:0020037 GO:0017004				PTHR30071 PTHR30071:SF8	PF01578
MicpuC2.e_gw1.15.127.1	GO:0016757	K03847	KOG2516	2.4.1.260	PTHR22760 PTHR22760:SF1	PF03901
MicpuC2.e_gw1.15.199.1	GO:0018342 GO:0008318	K14050		2.5.1.60	PTHR11129 PTHR11129:SF2	PF01239
MicpuC2.e_gw1.15.194.1	GO:0016740 GO:0009058	K02291		2.5.1.32	PTHR31480	PF00494
MicpuC2.e_gw1.15.170.1	GO:0004842	K10587	KOG0940	6.3.2.19	PTHR11254	PF00632
MicpuC2.e_gw1.15.190.1	GO:0008234 GO:0006508	K01363		3.4.22.1	PTHR12411 PTHR12411:SF16	PF00112
MicpuC2.e_gw1.15.34.1	GO:0005515	K11450	KOG0029	1.5.3.16	PTHR10742 PTHR10742:SF210	PF13450 PF04433
MicpuC2.e_gw1.15.245.1	GO:0008168 GO:0008152				PTHR21091 PTHR21091:SF16	PF00590
MicpuC2.e_gw1.16.345.1	GO:0007017 GO:0005875	K10412	KOG3430	3.6.4.2	PTHR11886	PF01221
MicpuC2.e_gw1.16.23.1	GO:0016887 GO:0005524 GO:0006508 GO:0004222	K08955			PTHR23076	PF07728 PF01434
MicpuC2.e_gw1.16.376.1	GO:0008168 GO:0008152			2.1.1.79	PTHR10108 PTHR10108:SF795	PF08241
MicpuC2.e_gw1.16.204.1	GO:0055085	K15277			PTHR10778	PF08449
MicpuC2.e_gw1.16.396.1	GO:0016810 GO:0006807	K13566	KOG0806	3.5.1.3	PTHR23088 PTHR23088:SF20	PF00795
MicpuC2.e_gw1.16.234.1	GO:0055114 GO:0016491			1.5.3.17	PTHR10742 PTHR10742:SF284	PF01593
MicpuC2.e_gw1.16.93.1	GO:0006779 GO:0004853	K01599	KOG2872	4.1.1.37	PTHR21091 PTHR21091:SF105	PF01208
MicpuC2.e_gw1.16.140.1	GO:0052855	K17757	KOG3974	4.2.1.93	PTHR12592 PTHR12592:SF0	PF01256
MicpuC2.e_gw1.16.79.1	GO:0005524		KOG0651		PTHR32429 PTHR32429:SF11	PF00004
MicpuC2.e_gw1.16.28.1	GO:0042273 GO:0030036 GO:0000055	K14856	KOG2229		PTHR12730 PTHR12730:SF0	PF08158 PF05285
MicpuC2.e_gw1.17.203.1	GO:0016833 GO:0009058	K13950	KOG1224		PTHR11236 PTHR11236:SF18	PF04715 PF00117 PF00425
MicpuC2.e_gw1.17.47.1	GO:0055114 GO:0016491 GO:0008152	K00130	KOG2450	1.2.1.8	PTHR11699 PTHR11699:SF187	PF00171
MicpuC2.e_gw1.17.4.1	GO:0005515	K18598	KOG2106		PTHR13720 PTHR13720:SF21	PF00400 PF03451
MicpuC2.e_gw1.17.43.1	GO:0055114 GO:0016491 GO:0045454	K00384	KOG0404	1.8.1.9	PTHR22912 PTHR22912:SF48	PF00070 PF00085
MicpuC2.e_gw1.17.235.1	GO:0055114 GO:0006779 GO:0004109	K00228	KOG1518	1.3.3.3	PTHR10755 PTHR10755:SF3	PF01218
MicpuC2.e_gw1.17.145.1	GO:0046488 GO:0016307			2.7.1.68	PTHR23086 PTHR23086:SF8	PF01504
MicpuC2.e_gw1.17.127.1	GO:0005524	K11269			PTHR23389 PTHR23389:SF3	PF00004
MicpuC2.e_gw1.17.149.1	GO:0005515	K14963			PTHR22847	PF00400
MicpuC2.e_gw1.18.33.1	GO:0051539 GO:0009451 GO:0003824 GO:0051536			2.8.4.3	PTHR11918 PTHR11918:SF43	PF01938 PF00919 PF04055
MicpuC2.e_gw1.18.104.1	GO:0051536 GO:0003824	K01012	KOG2900	2.8.1.6	PTHR22976 PTHR22976:SF19	PF04055 PF06968
MicpuC2.e_gw1.18.78.1	GO:0016787 GO:0008152	K15889			PTHR23024 PTHR23024:SF145	PF07859
MicpuC2.e_gw1.18.190.1	GO:0006412 GO:0005840 GO:0005622 GO:0003735	K02919	KOG4122		PTHR18804 PTHR18804:SF7	PF00444
MicpuC2.e_gw1.18.194.1	GO:0005515	K06631	KOG0575	2.7.11.21	PTHR24345 PTHR24345:SF0	PF14531 PF00659
MicpuC2.e_gw1.18.147.1	GO:0016021				PTHR10783 PTHR10783:SF4	PF03124
MicpuC2.gw1.6.88.1	GO:0005515		KOG0617		PTHR23155	PF13855
MicpuC2.e_gw1.18.51.1	GO:0006614 GO:0005525 GO:0048500 GO:0008312	K03106		3.6.5.4	PTHR11564 PTHR11564:SF5	PF02881 PF02978 PF00448
MicpuC2.estExt_Genewise1.C_10864	GO:0006412 GO:0005840 GO:0005622 GO:0003735	K02910	KOG0893		PTHR10956	PF01198
MicpuC2.estExt_Genewise1.C_10891	GO:0005975 GO:0004553 GO:0003824		KOG0470	3.2.1.142	PTHR10357 PTHR10357:SF99	PF02922 PF11852
MicpuC2.estExt_Genewise1.C_10892	GO:0055114 GO:0006546 GO:0004375	K00281		1.4.4.2	PTHR11773 PTHR11773:SF1	PF02347
MicpuC2.estExt_Genewise1.C_10910	GO:0050662 GO:0003824	K06118	KOG1371	3.13.1.1	PTHR10366 PTHR10366:SF337	PF01370
MicpuC2.estExt_Genewise1.C_10936	GO:0045454 GO:0015035 GO:0006662	K03671	KOG0907	5.3.4.1	PTHR10438 PTHR10438:SF227	PF00085
MicpuC2.estExt_Genewise1.C_11005	GO:0015031	K12403	KOG0934		PTHR11753	PF01217
MicpuC2.estExt_Genewise1.C_20032	GO:0042823 GO:0042819	K06215	KOG1606	4.3.3.6	PTHR31829	PF01680
MicpuC2.gw1.3.284.1	GO:0006096 GO:0003872	K00895	KOG2440	2.7.1.90	PTHR13697 PTHR13697:SF2	PF00365
MicpuC2.gw1.1.261.1	GO:0051082 GO:0006457 GO:0005783 GO:0005509	K08054	KOG0674		PTHR11073 PTHR11073:SF1	PF00262
MicpuC2.estExt_Genewise1.C_20253	GO:0003824	K01853		5.4.99.8	PTHR11764 PTHR11764:SF20	PF00432
MicpuC2.estExt_Genewise1.C_20304	GO:0005524 GO:0003676 GO:0004386	K12820		3.6.4.13	PTHR18934	PF00270 PF00271 PF07717 PF04408
MicpuC2.estExt_Genewise1.C_20411	GO:0005634	K12581	KOG0304	3.1.13.4	PTHR10797 PTHR10797:SF0	PF04857
MicpuC2.estExt_Genewise1.C_20495	GO:0005737 GO:0003879 GO:0000287 GO:0000105	K00765	KOG2831	2.4.2.17	PTHR21403 PTHR21403:SF0	PF08029 PF01634
MicpuC2.gw1.2.266.1	GO:0008168	K14835		2.1.1.178	PTHR22807 PTHR22807:SF30	PF17125 PF01189
MicpuC2.estExt_Genewise1.C_20536	GO:0030126 GO:0016192 GO:0006886 GO:0005198 GO:0030117	K17267			PTHR10261	PF16381 PF08752 PF01602
MicpuC2.estExt_Genewise1.C_20551	GO:0008270 GO:0008022 GO:0006625 GO:0005779	K13345	KOG0826		PTHR12888 PTHR12888:SF0	PF04757
MicpuC2.estExt_Genewise1.C_20577	GO:0006529 GO:0004066		KOG0571	6.3.5.4	PTHR11772 PTHR11772:SF2	PF13522 PF00733
MicpuC2.estExt_Genewise1.C_20623	GO:0005975 GO:0004134	K00705		2.4.1.25	PTHR32438 PTHR32438:SF5	PF02446
MicpuC2.estExt_Genewise1.C_20660	GO:0016887 GO:0005524		KOG0927	3.6.1.3	PTHR19211 PTHR19211:SF45	PF12848 PF00005
MicpuC2.estExt_Genewise1.C_20681	GO:0030532 GO:0008380	K11096	KOG3459		PTHR12777	PF01423
MicpuC2.gw1.11.108.1	GO:0006464 GO:0018095	K16602		1.2.1.24	PTHR12241 PTHR12241:SF9	PF03133
MicpuC2.estExt_Genewise1.C_20847	GO:0007264 GO:0005525	K07915	KOG0078		PTHR24073 PTHR24073:SF572	PF08477
MicpuC2.estExt_Genewise1.C_20910	GO:0055114 GO:0016620	K05298	KOG0657	1.2.1.12 1.2.1.13	PTHR10836 PTHR10836:SF39	PF00044 PF02800
MicpuC2.estExt_Genewise1.C_20935	GO:0030132 GO:0030130 GO:0016192 GO:0006886 GO:0005198	K04646			PTHR10292	PF09268 PF01394 PF13838 PF00637
MicpuC2.estExt_Genewise1.C_20943	GO:0030170 GO:0009058	K00815	KOG0259	2.6.1.5	PTHR11751 PTHR11751:SF368	PF00155
MicpuC2.estExt_Genewise1.C_20957	GO:0003924	K06883	KOG1534		PTHR21231 PTHR21231:SF7	PF03029
MicpuC2.estExt_Genewise1.C_20965	GO:0005515		KOG0277 KOG1332	3.6.4.2	PTHR12442 PTHR12442:SF12	PF00400
MicpuC2.estExt_Genewise1.C_30023	GO:0008270 GO:0003676	K09250			PTHR23002	PF14392 PF00098
MicpuC2.estExt_Genewise1.C_30109	GO:0045454 GO:0015035 GO:0009055		KOG0911	3.5.1.52	PTHR10293 PTHR10293:SF40	PF00085 PF00462
MicpuC2.estExt_Genewise1.C_30133	GO:0006412 GO:0005840 GO:0005622 GO:0003735	K02883	KOG1714		PTHR10934	
MicpuC2.estExt_Genewise1.C_30139	GO:0005515	K12857	KOG0265		PTHR22847 PTHR22847:SF501	PF00400
MicpuC2.estExt_Genewise1.C_30332	GO:0016887 GO:0005524 GO:0055085 GO:0042626 GO:0016021 GO:0006810	K05657		3.6.3.43	PTHR24221	PF00005 PF00664
MicpuC2.estExt_Genewise1.C_30335	GO:0016887 GO:0005524	K01551	KOG2825	3.6.3.16	PTHR10803	PF01656
MicpuC2.estExt_Genewise1.C_30432	GO:0051276 GO:0005694 GO:0005524 GO:0005515 GO:0007064 GO:0006281 GO:0003682	K06669			PTHR18937 PTHR18937:SF8	PF13476 PF06470
MicpuC2.estExt_Genewise1.C_30464	GO:0016887 GO:0005524		KOG0927	3.6.1.3	PTHR19211 PTHR19211:SF7	PF12848 PF00005
MicpuC2.estExt_Genewise1.C_30604	GO:0055085 GO:0016021		KOG2532		PTHR11662 PTHR11662:SF243	PF07690
MicpuC2.estExt_Genewise1.C_30637	GO:0016021 GO:0006820 GO:0016020 GO:0005452				PTHR11453	PF00955
MicpuC2.estExt_Genewise1.C_30645	GO:0004386	K13117		3.6.4.13	PTHR18934	PF00271 PF07717 PF04408
MicpuC2.estExt_Genewise1.C_30648	GO:0030246 GO:0005975 GO:1901137 GO:0004360	K00820		2.6.1.16	PTHR10937 PTHR10937:SF0	PF13522 PF01380
MicpuC2.estExt_Genewise1.C_30876	GO:0005515		KOG1320	3.4.21.107	PTHR22939 PTHR22939:SF67	PF13180 PF13365
MicpuC2.estExt_Genewise1.C_30884	GO:0030170 GO:0019752 GO:0016831	K01580	KOG0629	4.1.1.15	PTHR11999 PTHR11999:SF13	PF00291 PF00282
MicpuC2.gw1.1.281.1	GO:0016746 GO:0016021 GO:0006506 GO:0005789	K05283	KOG0411		PTHR20661	PF06423
MicpuC2.estExt_Genewise1.C_30961	GO:0051156 GO:0006096 GO:0005524 GO:0004340			2.7.1.2	PTHR30514 PTHR30514:SF0	PF02685
MicpuC2.gw1.14.71.1	GO:0035267 GO:0032777 GO:0006357	K11322			PTHR14898	PF10513
MicpuC2.estExt_Genewise1.C_31112	GO:0006508	K06972			PTHR11851 PTHR11851:SF68	PF00675 PF05193 PF08367
MicpuC2.estExt_Genewise1.C_40035	GO:0016226				PTHR30508 PTHR30508:SF1	PF01458
MicpuC2.estExt_Genewise1.C_40036	GO:0006468 GO:0005524 GO:0004672	K08867	KOG0198	2.7.11.1	PTHR13902	PF00069
MicpuC2.gw1.7.106.1	GO:0017153 GO:0016020 GO:0006835		KOG3787		PTHR11958	PF00375
MicpuC2.estExt_Genewise1.C_40143	GO:0008270	K11991		3.5.4.33	PTHR11079 PTHR11079:SF72	PF00383
MicpuC2.estExt_Genewise1.C_40210	GO:0015979 GO:0009538 GO:0009522	K02694			PTHR34939 PTHR34939:SF1	PF02507
MicpuC2.estExt_Genewise1.C_40267	GO:0016851 GO:0009058	K03403		6.6.1.1	PTHR23304 PTHR23304:SF115	PF11965 PF02514
MicpuC2.estExt_Genewise1.C_40312	GO:0055085 GO:0022857 GO:0016021	K08202	KOG0255		PTHR24064	PF00083
MicpuC2.gw1.5.219.1	GO:0055085 GO:0016021 GO:0015299 GO:0006812		KOG1965		PTHR10110	PF00999
MicpuC2.estExt_Genewise1.C_40491	GO:0043169 GO:0005975 GO:0003824 GO:0005509 GO:0004556	K01176		3.2.1.1	PTHR10357 PTHR10357:SF153	PF00128 PF07821
MicpuC2.estExt_Genewise1.C_40524	GO:0005507	K02258			PTHR21320 PTHR21320:SF3	PF04442
MicpuC2.estExt_Genewise1.C_40631	GO:0003924	K03531		3.6.5.6	PTHR30314 PTHR30314:SF3	PF12327 PF00091
MicpuC2.estExt_Genewise1.C_40669	GO:0043169 GO:0005975 GO:0003824 GO:0005509 GO:0004556	K01176	KOG0471	3.2.1.1	PTHR10357 PTHR10357:SF118	PF00128 PF07821
MicpuC2.estExt_Genewise1.C_40926	GO:0005515		KOG1695	2.5.1.18	PTHR11571	PF02798 PF00043
MicpuC2.estExt_Genewise1.C_50010	GO:0006420 GO:0005524 GO:0004814		KOG1195	6.1.1.19	PTHR11956 PTHR11956:SF6	PF05746 PF00750
MicpuC2.estExt_Genewise1.C_50066	GO:0016787	K06269	KOG0374	3.1.3.16	PTHR11668 PTHR11668:SF207	PF16891 PF00149
MicpuC2.estExt_Genewise1.C_50231	GO:0051745 GO:0050992 GO:0046872 GO:0019288	K03527		1.17.1.2	PTHR31619 PTHR31619:SF2	PF02401
MicpuC2.gw1.14.73.1	GO:0016757	K03842	KOG2941	2.4.1.142	PTHR13036 PTHR13036:SF0	PF13692
MicpuC2.estExt_Genewise1.C_50737	GO:0003924 GO:0007017 GO:0005874	K07374			PTHR11588 PTHR11588:SF101	PF03953 PF00091
MicpuC2.estExt_Genewise1.C_50812	GO:0005975 GO:0004553	K05546		3.2.1.84	PTHR22762 PTHR22762:SF54	PF13802 PF01055
MicpuC2.estExt_Genewise1.C_50842	GO:0055085 GO:0016021	K13750	KOG1307		PTHR10846 PTHR10846:SF41	PF01699
MicpuC2.estExt_Genewise1.C_60498	GO:0055114 GO:0016620	K00134	KOG0657	1.2.1.12	PTHR10836	PF00044 PF02800
MicpuC2.estExt_Genewise1.C_60534	GO:0006468 GO:0005524 GO:0004672	K04371		2.7.11.24	PTHR24055 PTHR24055:SF10	PF00069
MicpuC2.estExt_Genewise1.C_70227	GO:0016772 GO:0016310 GO:0016301 GO:0005524 GO:0050242 GO:0006090	K01006		2.7.9.1 2.7.11.32	PTHR22931 PTHR22931:SF9	PF00391 PF01326 PF02896
MicpuC2.estExt_Genewise1.C_70270	GO:0016192 GO:0016021	K08516	KOG0861		PTHR21136 PTHR21136:SF106	PF13774 PF00957
MicpuC2.estExt_Genewise1.C_70388	GO:0003677	K11251	KOG1757		PTHR23430	PF16211 PF00125
MicpuC2.estExt_Genewise1.C_70409	GO:0007017 GO:0005874 GO:0031122 GO:0007020 GO:0000930	K10389		2.4.2.1	PTHR11588 PTHR11588:SF7	PF10644 PF03953
MicpuC2.estExt_Genewise1.C_70414	GO:0051603 GO:0005839 GO:0004298	K02739	KOG0173	3.4.25.1	PTHR11599 PTHR11599:SF44	PF00227
MicpuC2.gw1.12.100.1	GO:0055085 GO:0016020 GO:0015297 GO:0006855	K03327	KOG1347		PTHR11206	PF01554
MicpuC2.estExt_Genewise1.C_70522	GO:0051536 GO:0009055	K02639				PF00111
MicpuC2.estExt_Genewise1.C_80103	GO:0035194 GO:0003712	K15979	KOG2039	3.1.31.1	PTHR12302 PTHR12302:SF2	PF00567 PF00565
MicpuC2.estExt_Genewise1.C_80156	GO:0008270 GO:0005975 GO:0004476 GO:0009298	K01809	KOG2757	5.3.1.8	PTHR10309 PTHR10309:SF0	PF01238
MicpuC2.estExt_Genewise1.C_80212	GO:0016887 GO:0005524 GO:0055085 GO:0042626 GO:0016021 GO:0006810	K05658		3.6.3.44	PTHR24221	PF00005 PF00664
MicpuC2.estExt_Genewise1.C_80581	GO:0006468 GO:0004672		KOG0610	2.7.11.1	PTHR24356	PF07714
MicpuC2.estExt_Genewise1.C_90048	GO:0043169 GO:0005975 GO:0003824 GO:0005509 GO:0004556	K01176		3.2.1.1	PTHR10357 PTHR10357:SF118	PF00128 PF07821
MicpuC2.estExt_Genewise1.C_90133	GO:0005525	K03665	KOG0410		PTHR10229 PTHR10229:SF2	PF01926 PF13167 PF16360
MicpuC2.estExt_Genewise1.C_90150	GO:0008234 GO:0006508		KOG1543	3.4.22.15	PTHR12411	PF08246 PF00112
MicpuC2.estExt_Genewise1.C_90361	GO:0046872 GO:0000166	K14950		3.6.3.7	PTHR24093 PTHR24093:SF177	PF12710 PF00122
MicpuC2.estExt_Genewise1.C_90546	GO:0006412 GO:0005840 GO:0005622 GO:0003735	K02921	KOG0402			PF01780
MicpuC2.estExt_Genewise1.C_100054	GO:0016021	K03118			PTHR30371 PTHR30371:SF3	PF00902
