Naga_101577g2	NGA_2123800
Naga_100001g15	NGA_0093501
Naga_100001g14	NGA_2109800
Naga_100001g13	NGA_2103900
Naga_100001g11	NGA_0722800
Naga_100001g10	NGA_0196400
Naga_100001g10	NGA_0674600
Naga_100001g9	NGA_0545700
Naga_100001g8	NGA_0130810
Naga_100001g8	NGA_0679100
Naga_100001g6	NGA_0680100
Naga_100001g5	NGA_2066710
Naga_100001g4	NGA_0618600
Naga_100001g3	NGA_0016102
Naga_100001g2	NGA_0703200
Naga_100001g1	NGA_2072800
Naga_100421g1	NGA_0546700
Naga_100421g2	NGA_0196400
Naga_100421g4	NGA_2083300
Naga_100421g5	NGA_0435500
Naga_100084g23	NGA_0408500
Naga_100084g22	NGA_0358500
Naga_100084g21	NGA_0473610
Naga_100084g20	NGA_0130810
Naga_100084g19	NGA_0702800
Naga_100084g18	NGA_0681400
Naga_100084g17	NGA_0188501
Naga_100084g16	NGA_0073500
Naga_100084g15	NGA_0208100
Naga_100084g14	NGA_0390700
Naga_100084g13	NGA_0545200
Naga_100084g12	NGA_0504200
Naga_100084g10	NGA_0449600
Naga_100084g8	NGA_0211101
Naga_100084g7	NGA_0097420
Naga_100084g6	NGA_0025102
Naga_100084g4	NGA_0330400
Naga_100084g3	NGA_0227300
Naga_100084g2	NGA_0207400
Naga_100084g1	NGA_0239500
Naga_100409g1	NGA_0452700
Naga_100409g4	NGA_0382700
Naga_100409g5	NGA_0515000
Naga_100409g6	NGA_2028000
Naga_100409g7	NGA_2047300
Naga_102630g1	NGA_0686400
Naga_101407g2	NGA_2017520
Naga_101407g1	NGA_2097620
Naga_101407g1	NGA_2021900
Naga_102073g1	NGA_0225900
Naga_100141g17	NGA_2107400
Naga_100141g16	NGA_2043100
Naga_100141g14	NGA_2041000
Naga_100141g13	NGA_0319400
Naga_100141g12	NGA_0139900
Naga_100141g11	NGA_0448700
Naga_100141g10	NGA_0334500
Naga_100141g9	NGA_2006620
Naga_100141g8	NGA_2012500
Naga_100141g6	NGA_0166300
Naga_100141g4	NGA_2125400
Naga_100141g4	NGA_2125400
Naga_100141g3	NGA_2006800
Naga_100141g2	NGA_2022110
Naga_100141g1	NGA_2129100
Naga_102075g1	NGA_0381500
Naga_102804g1	NGA_0243901
Naga_100398g1	NGA_2043200
Naga_100398g3	NGA_0367900
Naga_100398g4	NGA_0438200
Naga_100398g5	NGA_0460610
Naga_100398g7	NGA_0194700
Naga_101678g1	NGA_0504600
Naga_101437g2	NGA_0198900
Naga_101437g1	NGA_0729000
Naga_103807g1	NGA_2098700
Naga_101290g1	NGA_2049900
Naga_101290g2	NGA_0483700
Naga_101473g2	NGA_0708100
Naga_101473g1	NGA_0439800
Naga_101335g1	NGA_0439600
Naga_101335g2	NGA_2066710
Naga_101335g3	NGA_0493810
Naga_101144g1	NGA_2126100
Naga_101144g2	NGA_0439700
Naga_102155g1	NGA_0225300
Naga_101836g1	NGA_2097620
Naga_101986g1	NGA_2034400
Naga_101201g1	NGA_0138600
Naga_101201g2	NGA_0445500
Naga_102527g1	NGA_0467800
Naga_101128g1	NGA_2085520
Naga_102666g1	NGA_2090800
Naga_100646g1	NGA_2090700
Naga_100646g2	NGA_0387700
Naga_100646g3	NGA_0387300
Naga_100646g4	NGA_0694800
Naga_100045g28	NGA_0415300
Naga_100045g27	NGA_0387800
Naga_100045g26	NGA_0381000
Naga_100045g25	NGA_2085300
Naga_100045g24	NGA_0380800
Naga_100045g23	NGA_0381100
Naga_100045g22	NGA_0190300
Naga_100045g21	NGA_0462000
Naga_100045g20	NGA_0380900
Naga_100045g18	NGA_0486500
Naga_100045g17	NGA_2020600
Naga_100045g16	NGA_0606100
Naga_100045g14	NGA_0406900
Naga_100045g13	NGA_0236400
Naga_100045g12	NGA_0694500
Naga_100045g11	NGA_0467800
Naga_100045g10	NGA_0232801
Naga_100045g9	NGA_2094200
Naga_100045g8	NGA_0135502
Naga_100045g7	NGA_0710700
Naga_100045g6	NGA_0219720
Naga_100045g4	NGA_2078000
Naga_100045g3	NGA_0730200
Naga_100045g2	NGA_0690000
Naga_100045g1	NGA_0415500
Naga_100045g1	NGA_0244600
Naga_101351g1	NGA_0713800
Naga_101575g1	NGA_0713400
Naga_101884g1	NGA_0719100
Naga_101459g1	NGA_0384802
Naga_100781g1	NGA_0233001
Naga_100781g2	NGA_2128600
Naga_100781g3	NGA_0174200
Naga_101659g2	NGA_0696800
Naga_101659g1	NGA_0619200
Naga_102064g1	NGA_0497600
Naga_100968g2	NGA_2104400
Naga_100968g1	NGA_0239500
Naga_101498g1	NGA_0134900
Naga_101848g1	NGA_0688000
Naga_100455g6	NGA_0147300
Naga_100455g4	NGA_0421700
Naga_100455g3	NGA_0370420
Naga_100455g1	NGA_0421900
Naga_100547g1	NGA_2072900
Naga_100547g2	NGA_2080420
Naga_100547g3	NGA_0421800
Naga_100547g4	NGA_0649900
Naga_100061g31	NGA_0603620
Naga_100061g30	NGA_0401201
Naga_100061g29	NGA_0413800
Naga_100061g29	NGA_0485400
Naga_100061g29	NGA_0413800
Naga_100061g29	NGA_0599400
Naga_100061g28	NGA_0360510
Naga_100061g28	NGA_0499110
Naga_100061g27	NGA_0429500
Naga_100061g25	NGA_0450401
Naga_100061g24	NGA_0382700
Naga_100061g23	NGA_0387800
Naga_100061g22	NGA_0712100
Naga_100061g21	NGA_0209900
Naga_100061g20	NGA_2077400
Naga_100061g19	NGA_0710500
Naga_100061g18	NGA_2012800
Naga_100061g17	NGA_2108900
Naga_100061g16	NGA_0097110
Naga_100061g15	NGA_0500200
Naga_100061g14	NGA_0686600
Naga_100061g13	NGA_0088800
Naga_100061g12	NGA_2049900
Naga_100061g11	NGA_0367500
Naga_100061g10	NGA_2069600
Naga_100061g9	NGA_0370002
Naga_100061g8	NGA_0130510
Naga_100061g7	NGA_2121600
Naga_100061g6	NGA_0406800
Naga_100061g6	NGA_0096502
Naga_100061g3	NGA_0452500
Naga_100061g2	NGA_0471800
Naga_100061g1	NGA_0724200
Naga_100156g15	NGA_0681400
Naga_100156g14	NGA_2049110
Naga_100156g13	NGA_2014000
Naga_100156g11	NGA_2081800
Naga_100156g10	NGA_2007100
Naga_100156g9	NGA_0230200
Naga_100156g8	NGA_0318500
Naga_100156g6	NGA_0330300
Naga_100156g5	NGA_2125900
Naga_100156g4	NGA_0458200
Naga_100156g3	NGA_0471000
Naga_100156g2	NGA_0612400
Naga_100156g1	NGA_2086500
Naga_102713g1	NGA_2038000
Naga_101411g2	NGA_2013120
Naga_101411g1	NGA_2053810
Naga_100201g1	NGA_2033700
Naga_100201g3	NGA_0094600
Naga_100201g4	NGA_0450600
Naga_100201g5	NGA_0679600
Naga_100201g6	NGA_0094400
Naga_100201g7	NGA_0175600
Naga_100201g8	NGA_0135502
Naga_100201g9	NGA_0094500
Naga_100201g10	NGA_0094700
Naga_100201g11	NGA_0130000
Naga_100201g11	NGA_0094800
Naga_100201g12	NGA_0485400
Naga_100201g13	NGA_0370410
Naga_100201g13	NGA_0501400
Naga_101832g1	NGA_2037600
Naga_101783g1	NGA_0559400
Naga_100713g1	NGA_2049900
Naga_100498g1	NGA_0713900
Naga_100498g3	NGA_2009800
Naga_100498g4	NGA_0097300
Naga_102264g1	NGA_2098700
Naga_100700g1	NGA_0514900
Naga_100700g3	NGA_0645900
Naga_100700g4	NGA_2038000
Naga_100787g1	NGA_0082200
Naga_100787g2	NGA_2129500
Naga_100787g3	NGA_2078300
Naga_100894g2	NGA_0474400
Naga_100894g1	NGA_0182200
Naga_101248g1	NGA_0623100
Naga_101248g2	NGA_0098800
Naga_100164g1	NGA_0648800
Naga_100164g2	NGA_0476301
Naga_100164g3	NGA_0098600
Naga_100164g5	NGA_2029520
Naga_100164g6	NGA_2007300
Naga_100164g7	NGA_2091620
Naga_100164g10	NGA_0645700
Naga_100164g11	NGA_0645700
Naga_100164g12	NGA_0441800
Naga_100164g13	NGA_2007300
Naga_100164g14	NGA_0698700
Naga_100514g1	NGA_0239400
Naga_100514g2	NGA_0073500
Naga_100514g3	NGA_0711800
Naga_100514g3	NGA_2128600
Naga_100514g4	NGA_0219720
Naga_100496g6	NGA_0687200
Naga_100496g3	NGA_0514900
Naga_100496g2	NGA_2126200
Naga_100496g1	NGA_0699010
Naga_101456g1	NGA_0205320
Naga_101681g1	NGA_2117500
Naga_101681g2	NGA_0694400
Naga_101293g1	NGA_0194410
Naga_101569g1	NGA_0709520
Naga_102290g1	NGA_2074600
Naga_102290g2	NGA_0318500
Naga_101174g1	NGA_2099700
Naga_100807g1	NGA_0238900
Naga_100807g2	NGA_2046520
Naga_100807g3	NGA_0073300
Naga_100807g6	NGA_0073400
Naga_101633g1	NGA_0478300
Naga_100685g1	NGA_0073500
Naga_100685g2	NGA_0166300
Naga_101390g2	NGA_2117500
Naga_101390g1	NGA_2121800
Naga_100683g1	NGA_0073100
Naga_100683g2	NGA_2036400
Naga_100683g3	NGA_2120600
Naga_101127g1	NGA_0686400
Naga_101127g3	NGA_0320000
Naga_101500g3	NGA_0679800
Naga_101500g2	NGA_0282620
Naga_101500g1	NGA_0198900
Naga_101262g1	NGA_0646500
Naga_101712g1	NGA_0646100
Naga_100920g1	NGA_0646000
Naga_100920g2	NGA_0679600
Naga_101464g1	NGA_0679800
Naga_101670g3	NGA_0467800
Naga_101670g1	NGA_0646600
Naga_102169g1	NGA_2044520
Naga_100335g1	NGA_0412602
Naga_100335g2	NGA_0645800
Naga_100335g3	NGA_0428310
Naga_100335g4	NGA_0189701
Naga_100335g5	NGA_0239202
Naga_100335g8	NGA_0721300
Naga_101698g1	NGA_0559500
Naga_101698g2	NGA_0368200
Naga_101495g1	NGA_0687200
Naga_103196g1	NGA_0631100
Naga_101941g1	NGA_0714320
Naga_103074g1	NGA_0645300
Naga_100470g1	NGA_0346920
Naga_100470g2	NGA_2103300
Naga_100470g4	NGA_0368700
Naga_100470g4	NGA_0368700
Naga_102096g1	NGA_0440700
Naga_102357g1	NGA_2054700
Naga_101110g1	NGA_0679600
Naga_101522g1	NGA_0436500
Naga_100792g1	NGA_0499201
Naga_100792g3	NGA_2082900
Naga_100792g4	NGA_0252402
Naga_100655g1	NGA_0454500
Naga_100655g2	NGA_0370602
Naga_100984g1	NGA_0186100
Naga_100984g2	NGA_0399300
Naga_101148g1	NGA_0649900
Naga_101148g2	NGA_0377000
Naga_101148g3	NGA_0476500
Naga_100900g1	NGA_2098900
Naga_100900g2	NGA_0318900
Naga_100900g3	NGA_2028000
Naga_101930g1	NGA_0459800
Naga_102300g1	NGA_0490500
Naga_101741g1	NGA_2036820
Naga_102404g1	NGA_0320102
Naga_101530g1	NGA_0500700
Naga_103232g1	NGA_0169900
Naga_101862g1	NGA_2129500
Naga_101992g1	NGA_0038902
Naga_101992g2	NGA_0460701
Naga_101478g1	NGA_0559400
Naga_101380g1	NGA_0248700
Naga_102331g1	NGA_0696000
Naga_101994g2	NGA_0207500
Naga_101904g1	NGA_0714200
Naga_102732g1	NGA_2079200
Naga_102429g1	NGA_0483700
Naga_101781g1	NGA_0724600
Naga_101781g2	NGA_2011700
Naga_102283g1	NGA_0546700
Naga_102878g1	NGA_0713400
Naga_102410g1	NGA_0682300
Naga_101603g2	NGA_2079200
Naga_101603g1	NGA_0713700
Naga_102855g1	NGA_2055600
Naga_101999g1	NGA_0714320
Naga_101655g1	NGA_0205320
Naga_101107g2	NGA_0418320
Naga_101107g2	NGA_0418320
Naga_101107g2	NGA_0418320
Naga_101560g1	NGA_0112300
Naga_101560g2	NGA_0727000
Naga_100666g1	NGA_0710200
Naga_100666g2	NGA_0724100
Naga_100357g6	NGA_0121400
Naga_100357g5	NGA_0097200
Naga_100357g4	NGA_0202300
Naga_100357g3	NGA_2099700
Naga_100357g1	NGA_2121300
Naga_100075g29	NGA_0133120
Naga_100075g27	NGA_2070800
Naga_100075g26	NGA_2059000
Naga_100075g25	NGA_0717400
Naga_100075g24	NGA_0150820
Naga_100075g23	NGA_0500300
Naga_100075g22	NGA_0163100
Naga_100075g21	NGA_0673800
Naga_100075g20	NGA_2017100
Naga_100075g19	NGA_2043000
Naga_100075g18	NGA_0701000
Naga_100075g17	NGA_2053100
Naga_100075g16	NGA_0093910
Naga_100075g15	NGA_0437801
Naga_100075g14	NGA_0229800
Naga_100075g12	NGA_0670320
Naga_100075g11	NGA_0437700
Naga_100075g10	NGA_0729910
Naga_100075g9	NGA_0473510
Naga_100075g8	NGA_2011400
Naga_100075g6	NGA_2037200
Naga_100075g5	NGA_2072800
Naga_100075g3	NGA_0447600
Naga_100075g2	NGA_2070200
Naga_100075g1	NGA_0645800
Naga_100374g3	NGA_0182300
Naga_100374g2	NGA_0686500
Naga_100374g1	NGA_0709510
Naga_100214g14	NGA_2049900
Naga_100214g13	NGA_0602800
Naga_100214g12	NGA_0194900
Naga_100214g11	NGA_0097410
Naga_100214g10	NGA_0500200
Naga_100214g9	NGA_0126400
Naga_100214g8	NGA_0588200
Naga_100214g7	NGA_0391400
Naga_100214g6	NGA_0401101
Naga_100214g4	NGA_0618800
Naga_100214g3	NGA_0306302
Naga_100214g2	NGA_2094920
Naga_100233g7	NGA_0196400
Naga_100233g6	NGA_0473510
Naga_100233g5	NGA_0368900
Naga_100233g4	NGA_2088400
Naga_100233g2	NGA_0186100
Naga_100233g1	NGA_2053100
Naga_100535g3	NGA_0455600
Naga_100535g2	NGA_0186100
Naga_100535g1	NGA_2006700
Naga_100350g5	NGA_0685300
Naga_100350g4	NGA_0187200
Naga_100350g3	NGA_0679600
Naga_100350g1	NGA_0354000
Naga_101642g1	NGA_0545700
Naga_101091g1	NGA_2089820
Naga_101091g3	NGA_2084820
Naga_100997g1	NGA_2054500
Naga_100997g2	NGA_0694900
Naga_100997g3	NGA_2041400
Naga_102204g1	NGA_0568820
Naga_100837g1	NGA_0471000
Naga_101345g1	NGA_2121100
Naga_101345g2	NGA_2063420
Naga_102592g1	NGA_2046520
Naga_101088g1	NGA_2069300
Naga_101088g2	NGA_2088500
Naga_101591g1	NGA_0244200
Naga_101674g1	NGA_0419000
Naga_100468g1	NGA_0349102
Naga_100468g2	NGA_0175400
Naga_100468g4	NGA_0388600
Naga_100468g6	NGA_0516500
Naga_100608g1	NGA_2085300
Naga_100608g2	NGA_2094500
Naga_100608g2	NGA_0603100
Naga_100608g3	NGA_0640610
Naga_100364g3	NGA_0198301
Naga_100364g2	NGA_2043500
Naga_100331g8	NGA_0199100
Naga_100331g7	NGA_2037700
Naga_100331g6	NGA_0199400
Naga_100331g4	NGA_0199300
Naga_100331g3	NGA_0199600
Naga_100331g2	NGA_0199200
Naga_100331g1	NGA_2069300
Naga_100467g1	NGA_0392200
Naga_100467g2	NGA_0560200
Naga_100618g2	NGA_0709200
Naga_100618g6	NGA_0127100
Naga_100538g1	NGA_0198800
Naga_100538g2	NGA_0719800
Naga_100538g3	NGA_0166120
Naga_100538g4	NGA_0619200
Naga_100538g6	NGA_0683300
Naga_100750g1	NGA_0369602
Naga_101302g1	NGA_0514600
Naga_102772g1	NGA_0686200
Naga_101403g1	NGA_0476500
Naga_101545g2	NGA_0479300
Naga_101545g1	NGA_2107400
Naga_100908g3	NGA_2116520
Naga_100908g2	NGA_0243500
Naga_100908g1	NGA_2061100
Naga_101184g1	NGA_0319100
Naga_101184g2	NGA_0320200
Naga_100609g2	NGA_0679600
Naga_100609g1	NGA_0679600
Naga_100927g2	NGA_2113500
Naga_100927g1	NGA_0155200
Naga_100910g1	NGA_0493810
Naga_100910g2	NGA_0500200
Naga_100910g3	NGA_2069300
Naga_100896g1	NGA_0688000
Naga_100896g2	NGA_2055820
Naga_101897g1	NGA_0166300
Naga_101615g2	NGA_0319000
Naga_101615g1	NGA_0399000
Naga_101775g1	NGA_2069300
Naga_101331g1	NGA_0502500
Naga_101331g2	NGA_0319700
Naga_103678g1	NGA_0705800
Naga_101310g1	NGA_0077100
Naga_101077g1	NGA_0505000
Naga_101077g2	NGA_0483700
Naga_100589g1	NGA_2032200
Naga_100589g2	NGA_0106502
Naga_100589g3	NGA_0455000
Naga_100589g5	NGA_2025700
Naga_100507g3	NGA_0497310
Naga_100507g2	NGA_0320102
Naga_100507g1	NGA_0497210
Naga_101177g1	NGA_0319400
Naga_104238g1	NGA_0661200
Naga_100521g4	NGA_0190500
Naga_100521g3	NGA_0320000
Naga_100521g2	NGA_0147700
Naga_100521g1	NGA_0717500
Naga_101418g2	NGA_0687200
Naga_101418g1	NGA_0236620
Naga_100794g1	NGA_0626400
Naga_100429g4	NGA_0679700
Naga_100429g4	NGA_0679700
Naga_100429g3	NGA_0502900
Naga_100429g2	NGA_0460910
Naga_100429g1	NGA_0241000
Naga_100818g1	NGA_0679600
Naga_102054g1	NGA_0687200
Naga_101989g1	NGA_0234300
Naga_101989g2	NGA_0720000
Naga_101081g2	NGA_0467800
Naga_102095g1	NGA_2129900
Naga_100852g3	NGA_0196000
Naga_100852g2	NGA_0444300
Naga_100852g1	NGA_0467800
Naga_100699g1	NGA_0185400
Naga_100699g2	NGA_0709520
Naga_101330g1	NGA_0184600
Naga_101536g1	NGA_0694800
Naga_101450g1	NGA_0630800
Naga_101597g1	NGA_0502500
Naga_102232g1	NGA_0098800
Naga_101222g2	NGA_0631200
Naga_100599g1	NGA_2041400
Naga_100599g2	NGA_0491920
Naga_101669g1	NGA_0198800
Naga_101901g3	NGA_0444600
Naga_101901g2	NGA_2125700
Naga_101901g1	NGA_0319300
Naga_101955g1	NGA_0207200
Naga_100728g2	NGA_0707600
Naga_100728g1	NGA_0118000
Naga_101069g1	NGA_0391200
Naga_100747g2	NGA_0630900
Naga_100747g1	NGA_2039100
Naga_101765g1	NGA_0730100
Naga_103117g1	NGA_0726500
Naga_102288g1	NGA_0557500
Naga_102142g1	NGA_2030000
Naga_102909g1	NGA_0698800
Naga_102000g1	NGA_0688900
Naga_101747g1	NGA_0703900
Naga_100476g1	NGA_0483820
Naga_100476g1	NGA_0483820
Naga_100914g2	NGA_0731100
Naga_100914g1	NGA_0703300
Naga_102667g1	NGA_0330900
Naga_101198g2	NGA_2072900
Naga_101198g1	NGA_2099700
Naga_102100g1	NGA_0709000
Naga_103052g1	NGA_0718000
Naga_101412g1	NGA_2046200
Naga_102813g1	NGA_0661200
Naga_101748g1	NGA_0435800
Naga_101748g2	NGA_0493700
Naga_101875g1	NGA_0703000
Naga_101963g1	NGA_0689600
Naga_101486g1	NGA_0661400
Naga_103097g1	NGA_2053810
Naga_103223g1	NGA_0439900
Naga_102583g1	NGA_0082100
Naga_101277g1	NGA_0085300
Naga_101277g2	NGA_0468600
Naga_101797g1	NGA_2085300
Naga_101797g2	NGA_0450800
Naga_102363g1	NGA_0679600
Naga_100358g1	NGA_0448300
Naga_100358g2	NGA_0448200
Naga_101993g1	NGA_0557300
Naga_100250g6	NGA_0239202
Naga_100250g5	NGA_0239010
Naga_100250g4	NGA_0239100
Naga_100250g3	NGA_0239300
Naga_100250g1	NGA_0687200
Naga_101867g1	NGA_0704200
Naga_100178g11	NGA_0167501
Naga_100178g10	NGA_0002802
Naga_100178g9	NGA_0182200
Naga_100178g8	NGA_0408310
Naga_100178g8	NGA_0227500
Naga_100178g7	NGA_0460610
Naga_100178g6	NGA_2121020
Naga_100178g4	NGA_0460801
Naga_100178g3	NGA_0463600
Naga_100178g2	NGA_0556200
Naga_100178g1	NGA_0607100
Naga_102867g1	NGA_0713400
Naga_102069g1	NGA_0612700
Naga_102055g1	NGA_0609000
Naga_102055g2	NGA_2088500
Naga_102982g1	NGA_2067400
Naga_101359g1	NGA_0444100
Naga_101359g2	NGA_2033700
Naga_100349g6	NGA_0134700
Naga_100349g5	NGA_0516500
Naga_100349g4	NGA_2105900
Naga_100349g4	NGA_2105900
Naga_100349g1	NGA_0169600
Naga_102367g1	NGA_0504700
Naga_100958g1	NGA_2013600
Naga_100958g2	NGA_0454500
Naga_102503g1	NGA_0546700
Naga_101401g1	NGA_0318500
Naga_101401g2	NGA_2113600
Naga_101581g2	NGA_0557000
Naga_101581g1	NGA_0502400
Naga_101279g2	NGA_2057100
Naga_101279g1	NGA_0492100
Naga_100223g4	NGA_0223902
Naga_100223g3	NGA_0401310
Naga_100223g2	NGA_0023902
Naga_100223g1	NGA_0224100
Naga_100554g1	NGA_0129700
Naga_100554g2	NGA_0202210
Naga_100554g3	NGA_0721200
Naga_100554g4	NGA_0593500
Naga_100554g5	NGA_0699500
Naga_100554g5	NGA_0694800
Naga_100297g1	NGA_0687200
Naga_100297g2	NGA_0129900
Naga_100297g3	NGA_0130100
Naga_100297g4	NGA_0679300
Naga_100297g5	NGA_0130000
Naga_100516g1	NGA_0407100
Naga_100516g2	NGA_2071820
Naga_100516g2	NGA_0559400
Naga_100516g3	NGA_0129800
Naga_100516g4	NGA_0130200
Naga_100143g1	NGA_2038800
Naga_100143g2	NGA_0679600
Naga_100143g2	NGA_0024220
Naga_100143g3	NGA_2048100
Naga_100143g4	NGA_2109800
Naga_100143g5	NGA_0216800
Naga_100143g6	NGA_2086500
Naga_100143g7	NGA_0728000
Naga_100143g8	NGA_2100000
Naga_100143g9	NGA_0476201
Naga_100143g10	NGA_0390400
Naga_100143g11	NGA_0687200
Naga_102229g1	NGA_0702100
Naga_100949g1	NGA_0648900
Naga_101041g1	NGA_0649400
Naga_100209g1	NGA_2074600
Naga_100209g2	NGA_2088500
Naga_100209g3	NGA_2023700
Naga_100209g4	NGA_0112700
Naga_100209g5	NGA_2088100
Naga_100209g5	NGA_2088100
Naga_100209g6	NGA_0205320
Naga_100209g7	NGA_0378200
Naga_100209g8	NGA_2118700
Naga_100209g9	NGA_0075400
Naga_100561g2	NGA_0692100
Naga_100561g2	NGA_0692100
Naga_100561g3	NGA_0682500
Naga_101049g1	NGA_0546700
Naga_101049g1	NGA_0546700
Naga_101049g3	NGA_2125400
Naga_100653g1	NGA_0244200
Naga_100653g2	NGA_0569400
Naga_100653g3	NGA_0568810
Naga_101219g1	NGA_2074700
Naga_101219g2	NGA_0111000
Naga_102608g1	NGA_2037700
Naga_100641g4	NGA_0569500
Naga_100641g3	NGA_0569700
Naga_100641g2	NGA_0570000
Naga_100641g1	NGA_2079200
Naga_100639g4	NGA_2108100
Naga_100639g3	NGA_2100210
Naga_100639g2	NGA_0226200
Naga_100639g1	NGA_0479300
Naga_100515g4	NGA_2015800
Naga_100515g3	NGA_0569000
Naga_100515g1	NGA_2102100
Naga_102585g1	NGA_2117700
Naga_102248g1	NGA_2051100
Naga_101457g1	NGA_0493820
Naga_100844g2	NGA_2089620
Naga_100844g1	NGA_0358600
Naga_100566g2	NGA_0181000
Naga_100566g1	NGA_0569210
Naga_100566g1	NGA_0569210
Naga_100340g8	NGA_0186400
Naga_100340g7	NGA_0186000
Naga_100340g6	NGA_2063000
Naga_100340g5	NGA_0602800
Naga_100340g4	NGA_0218600
Naga_100340g3	NGA_0467800
Naga_100340g1	NGA_0174000
Naga_102225g1	NGA_0483300
Naga_100218g1	NGA_0182520
Naga_100218g2	NGA_0174101
Naga_100218g3	NGA_2038700
Naga_100218g4	NGA_2007100
Naga_100218g5	NGA_0467800
Naga_100218g7	NGA_2113800
Naga_100218g6	NGA_0176102
Naga_100218g8	NGA_0545200
Naga_100218g9	NGA_0225300
Naga_100218g10	NGA_0097110
Naga_100218g11	NGA_2058800
Naga_100218g12	NGA_0238800
Naga_100023g1	NGA_0318500
Naga_100023g2	NGA_0109620
Naga_100023g3	NGA_2126000
Naga_100023g6	NGA_0375300
Naga_100023g7	NGA_0442200
Naga_100023g8	NGA_2055600
Naga_100023g9	NGA_0139200
Naga_100023g10	NGA_0429500
Naga_100023g11	NGA_0388100
Naga_100023g12	NGA_0185100
Naga_100023g13	NGA_2020100
Naga_100023g14	NGA_0696500
Naga_100023g16	NGA_0208500
Naga_100023g16	NGA_0088900
Naga_100023g16	NGA_2095800
Naga_100023g18	NGA_0501400
Naga_100023g19	NGA_0112100
Naga_100023g20	NGA_0525500
Naga_100023g22	NGA_2006200
Naga_100023g23	NGA_2076300
Naga_100023g24	NGA_0075800
Naga_100023g25	NGA_0518320
Naga_100023g26	NGA_0317900
Naga_100023g27	NGA_0160400
Naga_100023g28	NGA_0430800
Naga_100023g29	NGA_0434010
Naga_100023g30	NGA_0492300
Naga_100023g31	NGA_0106100
Naga_100023g32	NGA_0138600
Naga_100023g33	NGA_0429500
Naga_100023g34	NGA_0427400
Naga_100023g35	NGA_0582620
Naga_100023g36	NGA_0499301
Naga_100023g37	NGA_0479900
Naga_100023g38	NGA_2049110
Naga_100023g39	NGA_0115802
Naga_100023g40	NGA_0185220
Naga_100023g41	NGA_0333300
Naga_100023g42	NGA_2044900
Naga_100023g43	NGA_0602200
Naga_100023g44	NGA_0401201
Naga_100023g46	NGA_0581820
Naga_100023g47	NGA_0391820
Naga_100023g48	NGA_0096701
Naga_100023g49	NGA_0430301
Naga_100023g50	NGA_2095800
Naga_100023g51	NGA_2049000
Naga_100023g52	NGA_2075400
Naga_100023g53	NGA_2072800
Naga_100023g54	NGA_0408610
Naga_100023g55	NGA_0150820
Naga_100023g58	NGA_0119200
Naga_100023g59	NGA_2072200
Naga_100023g60	NGA_0408410
Naga_100023g61	NGA_0408800
Naga_100023g62	NGA_0408310
Naga_100023g63	NGA_0150002
Naga_100023g64	NGA_0401310
Naga_100023g65	NGA_0712700
Naga_100023g66	NGA_0712800
Naga_100528g1	NGA_2034400
Naga_100528g2	NGA_0639900
Naga_100528g3	NGA_0434601
Naga_100528g4	NGA_2102600
Naga_100528g5	NGA_0121000
Naga_100528g6	NGA_0444300
Naga_100126g27	NGA_0404300
Naga_100126g25	NGA_0542002
Naga_100126g24	NGA_0541502
Naga_100126g22	NGA_0686700
Naga_100126g19	NGA_0406800
Naga_100126g17	NGA_2078300
Naga_100126g16	NGA_0238100
Naga_100126g15	NGA_2106400
Naga_100126g14	NGA_2025320
Naga_100126g13	NGA_2007410
Naga_100126g12	NGA_0347602
Naga_100126g11	NGA_2088000
Naga_100126g10	NGA_0709400
Naga_100126g9	NGA_0097420
Naga_100126g8	NGA_2053520
Naga_100126g7	NGA_0541502
Naga_100126g5	NGA_2083300
Naga_100126g4	NGA_2012120
Naga_100126g3	NGA_0248302
Naga_100126g2	NGA_0674500
Naga_100126g1	NGA_0203800
Naga_100483g1	NGA_0198900
Naga_100483g2	NGA_0318500
Naga_100155g13	NGA_2098600
Naga_100155g12	NGA_0473610
Naga_100155g10	NGA_2044520
Naga_100155g8	NGA_0098600
Naga_100155g7	NGA_0227810
Naga_100155g6	NGA_0207300
Naga_100155g5	NGA_2123710
Naga_100155g3	NGA_0711010
Naga_100155g2	NGA_2099800
Naga_100155g2	NGA_0133900
Naga_100155g1	NGA_0546000
Naga_100401g3	NGA_0244200
Naga_100401g2	NGA_0139900
Naga_100401g1	NGA_2023110
Naga_100893g1	NGA_0504300
Naga_100893g2	NGA_2115700
Naga_101160g1	NGA_0448000
Naga_101160g2	NGA_0380100
Naga_101160g3	NGA_2069300
Naga_100993g3	NGA_2038000
Naga_100993g2	NGA_2118600
Naga_100993g1	NGA_2047800
Naga_102185g1	NGA_0649300
Naga_102894g1	NGA_0645900
Naga_100529g1	NGA_0187500
Naga_100529g2	NGA_0711600
Naga_100529g3	NGA_0074702
Naga_100529g4	NGA_2065400
Naga_100529g6	NGA_0606000
Naga_100529g6	NGA_0516500
Naga_102773g1	NGA_0174300
Naga_101264g2	NGA_0438200
Naga_101264g1	NGA_0147700
Naga_100372g1	NGA_2023700
Naga_100372g2	NGA_0486500
Naga_100372g3	NGA_0441300
Naga_100730g1	NGA_0186400
Naga_100730g2	NGA_2120120
Naga_100730g3	NGA_0441500
Naga_101173g2	NGA_0691200
Naga_101173g1	NGA_0689900
Naga_100378g3	NGA_2049110
